c host: c3n31
c start: Fri Oct 18 21:58:15 CEST 2019
c arrayjobid: 17567257
c jobid: 17567657
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck2_r0-p091.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567657.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   280s  (total 10 workers using 20559 MB)
@   291s  (total 10 workers using 19995 MB)
@   302s  (total 10 workers using 20775 MB)
@   313s  (total 10 workers using 20944 MB)
@   324s  (total 10 workers using 20887 MB)
@   335s  (total 10 workers using 21295 MB)
@   346s  (total 10 workers using 22545 MB)
@   357s  (total 10 workers using 22795 MB)
@   368s  (total 10 workers using 21804 MB)
@   379s  (total 10 workers using 23035 MB)
@   390s  (total 10 workers using 23758 MB)
@   401s  (total 10 workers using 24367 MB)
@   412s  (total 10 workers using 24666 MB)
@   423s  (total 10 workers using 24917 MB)
@   434s  (total 10 workers using 25097 MB)
@   445s  (total 10 workers using 25305 MB)
@   456s  (total 10 workers using 24912 MB)
@   467s  (total 10 workers using 24703 MB)
@   478s  (total 10 workers using 26404 MB)
@   489s  (total 10 workers using 25063 MB)
@   500s  (total 10 workers using 26683 MB)
@   511s  (total 10 workers using 25905 MB)
@   522s  (total 10 workers using 27526 MB)
@   533s  (total 10 workers using 26382 MB)
@   544s  (total 10 workers using 27428 MB)
@   555s  (total 10 workers using 28674 MB)
@   566s  (total 10 workers using 26806 MB)
@   577s  (total 10 workers using 28572 MB)
@   588s  (total 10 workers using 28477 MB)
@   599s  (total 10 workers using 28861 MB)
@   610s  (total 10 workers using 28910 MB)
@   621s  (total 10 workers using 28553 MB)
@   632s  (total 10 workers using 30951 MB)
@   643s  (total 10 workers using 30821 MB)
@   654s  (total 10 workers using 30723 MB)
@   665s  (total 10 workers using 30868 MB)
@   676s  (total 10 workers using 29594 MB)
@   687s  (total 10 workers using 29377 MB)
@   698s  (total 10 workers using 31534 MB)
@   710s  (total 10 workers using 30794 MB)
@   721s  (total 10 workers using 32942 MB)
@   732s  (total 10 workers using 31803 MB)
@   743s  (total 10 workers using 33755 MB)
@   754s  (total 10 workers using 32241 MB)
@   764s  (total 10 workers using 34294 MB)
@   776s  (total 10 workers using 32005 MB)
@   787s  (total 10 workers using 34361 MB)
@   798s  (total 10 workers using 34775 MB)
@   809s  (total 10 workers using 32368 MB)
@   820s  (total 10 workers using 33846 MB)
@   831s  (total 10 workers using 35785 MB)
@   842s  (total 10 workers using 36302 MB)
@   853s  (total 10 workers using 33563 MB)
@   864s  (total 10 workers using 35702 MB)
@   875s  (total 10 workers using 35731 MB)
@   886s  (total 10 workers using 37973 MB)
@   897s  (total 10 workers using 37448 MB)
@   908s  (total 10 workers using 37832 MB)
@   919s  (total 10 workers using 39260 MB)
@   930s  (total 10 workers using 35712 MB)
@   941s  (total 10 workers using 39413 MB)
@   952s  (total 10 workers using 39925 MB)
@   963s  (total 10 workers using 39869 MB)
@   974s  (total 10 workers using 40248 MB)
@   985s  (total 10 workers using 38939 MB)
@   996s  (total 10 workers using 42719 MB)
@  1007s  (total 10 workers using 41888 MB)
@  1018s  (total 10 workers using 42399 MB)
@  1029s  (total 10 workers using 41816 MB)
@  1040s  (total 10 workers using 40803 MB)
@  1051s  (total 10 workers using 40898 MB)
@  1062s  (total 10 workers using 43520 MB)
@  1073s  (total 10 workers using 42971 MB)
@  1084s  (total 10 workers using 41918 MB)
@  1095s  (total 10 workers using 44002 MB)
@  1106s  (total 10 workers using 44386 MB)
@  1117s  (total 10 workers using 42380 MB)
@  1128s  (total 10 workers using 44989 MB)
@  1139s  (total 10 workers using 43591 MB)
@  1150s  (total 10 workers using 45550 MB)
@  1161s  (total 10 workers using 43847 MB)
@  1172s  (total 10 workers using 43334 MB)
@  1183s  (total 10 workers using 44777 MB)
@  1194s  (total 10 workers using 44271 MB)
@  1205s  (total 10 workers using 45323 MB)
@  1216s  (total 10 workers using 44469 MB)
@  1227s  (total 10 workers using 45470 MB)
@  1238s  (total 10 workers using 43473 MB)
@  1249s  (total 10 workers using 45653 MB)
@  1260s  (total 10 workers using 44265 MB)
@  1271s  (total 10 workers using 45112 MB)
@  1282s  (total 10 workers using 46694 MB)
@  1293s  (total 10 workers using 44835 MB)
@  1304s  (total 10 workers using 46465 MB)
@  1315s  (total 10 workers using 47575 MB)
@  1326s  (total 10 workers using 46461 MB)
@  1337s  (total 10 workers using 46445 MB)
@  1348s  (total 10 workers using 48568 MB)
@  1358s  (total 10 workers using 45023 MB)
@  1370s  (total 10 workers using 47518 MB)
@  1381s  (total 10 workers using 48421 MB)
@  1392s  (total 10 workers using 45357 MB)
@  1403s  (total 10 workers using 46902 MB)
@  1414s  (total 10 workers using 47950 MB)
@  1425s  (total 10 workers using 49459 MB)
@  1436s  (total 10 workers using 49757 MB)
@  1447s  (total 10 workers using 49831 MB)
@  1458s  (total 10 workers using 50307 MB)
@  1469s  (total 10 workers using 47315 MB)
@  1480s  (total 10 workers using 48236 MB)
@  1491s  (total 10 workers using 49238 MB)
@  1502s  (total 10 workers using 49882 MB)
@  1513s  (total 10 workers using 49760 MB)
@  1524s  (total 10 workers using 50735 MB)
@  1535s  (total 10 workers using 51912 MB)
@  1546s  (total 10 workers using 52169 MB)
@  1557s  (total 10 workers using 52862 MB)
@  1568s  (total 10 workers using 52745 MB)
@  1579s  (total 10 workers using 53184 MB)
@  1590s  (total 10 workers using 53816 MB)
@  1601s  (total 10 workers using 53218 MB)
@  1612s  (total 10 workers using 53764 MB)
@  1623s  (total 10 workers using 53525 MB)
@  1634s  (total 10 workers using 54006 MB)
@  1645s  (total 10 workers using 53872 MB)
@  1656s  (total 10 workers using 54280 MB)
@  1667s  (total 10 workers using 54658 MB)
@  1678s  (total 10 workers using 54159 MB)
@  1689s  (total 10 workers using 53098 MB)
@  1700s  (total 10 workers using 52955 MB)
@  1711s  (total 10 workers using 55187 MB)
@  1722s  (total 10 workers using 55515 MB)
@  1733s  (total 10 workers using 53214 MB)
@  1744s  (total 10 workers using 53344 MB)
@  1755s  (total 10 workers using 52397 MB)
@  1766s  (total 10 workers using 53848 MB)
@  1777s  (total 10 workers using 52366 MB)
@  1788s  (total 10 workers using 57194 MB)
@  1799s  (total 10 workers using 56791 MB)
@  1810s  (total 10 workers using 56261 MB)
@  1821s  (total 10 workers using 55400 MB)
@  1832s  (total 10 workers using 54821 MB)
@  1843s  (total 10 workers using 53354 MB)
@  1854s  (total 10 workers using 53694 MB)
@  1865s  (total 10 workers using 57012 MB)
@  1876s  (total 10 workers using 57577 MB)
@  1887s  (total 10 workers using 56258 MB)
@  1898s  (total 10 workers using 54973 MB)
@  1909s  (total 10 workers using 54629 MB)
@  1920s  (total 10 workers using 57674 MB)
@  1931s  (total 10 workers using 57042 MB)
@  1942s  (total 10 workers using 55862 MB)
@  1952s  (total 10 workers using 54516 MB)
@  1964s  (total 10 workers using 57926 MB)
@  1974s  (total 10 workers using 57400 MB)
@  1986s  (total 10 workers using 55118 MB)
@  1997s  (total 10 workers using 58320 MB)
@  2008s  (total 10 workers using 56870 MB)
@  2018s  (total 10 workers using 56043 MB)
@  2030s  (total 10 workers using 58587 MB)
@  2041s  (total 10 workers using 57502 MB)
@  2052s  (total 10 workers using 56769 MB)
@  2062s  (total 10 workers using 59145 MB)
@  2074s  (total 10 workers using 57853 MB)
@  2084s  (total 10 workers using 55670 MB)
@  2095s  (total 10 workers using 59284 MB)
@  2106s  (total 10 workers using 57917 MB)
@  2118s  (total 10 workers using 55792 MB)
@  2128s  (total 10 workers using 60582 MB)
@  2139s  (total 10 workers using 57066 MB)
@  2150s  (total 10 workers using 60593 MB)
@  2161s  (total 10 workers using 58584 MB)
@  2172s  (total 10 workers using 55996 MB)
@  2183s  (total 10 workers using 60187 MB)
@  2194s  (total 10 workers using 57222 MB)
@  2205s  (total 10 workers using 61871 MB)
@  2216s  (total 10 workers using 58824 MB)
@  2227s  (total 10 workers using 61021 MB)
@  2238s  (total 10 workers using 59497 MB)
@  2249s  (total 10 workers using 57319 MB)
@  2260s  (total 10 workers using 61664 MB)
@  2271s  (total 10 workers using 58138 MB)
@  2282s  (total 10 workers using 59295 MB)
@  2293s  (total 10 workers using 63388 MB)
@  2304s  (total 10 workers using 58506 MB)
@  2315s  (total 10 workers using 61608 MB)
@  2326s  (total 10 workers using 58880 MB)
@  2337s  (total 10 workers using 58060 MB)
@  2348s  (total 10 workers using 59306 MB)
@  2359s  (total 10 workers using 58823 MB)
@  2370s  (total 10 workers using 59086 MB)
@  2381s  (total 10 workers using 59143 MB)
@  2387s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  2391s  (total 9 workers using 32034 MB)
@  2402s  (total 9 workers using 33503 MB)
@  2413s  (total 9 workers using 32561 MB)
@  2424s  (total 9 workers using 34191 MB)
@  2435s  (total 9 workers using 32998 MB)
@  2446s  (total 9 workers using 33676 MB)
@  2456s  (total 9 workers using 32796 MB)
@  2467s  (total 9 workers using 34193 MB)
@  2478s  (total 9 workers using 32996 MB)
@  2489s  (total 9 workers using 34045 MB)
@  2500s  (total 9 workers using 33035 MB)
@  2511s  (total 9 workers using 34239 MB)
@  2521s  (total 9 workers using 33493 MB)
@  2532s  (total 9 workers using 34130 MB)
@  2543s  (total 9 workers using 33664 MB)
@  2554s  (total 9 workers using 34536 MB)
@  2565s  (total 9 workers using 33818 MB)
@  2576s  (total 9 workers using 35961 MB)
@  2587s  (total 9 workers using 34029 MB)
@  2597s  (total 9 workers using 34283 MB)
@  2608s  (total 9 workers using 34915 MB)
@  2619s  (total 9 workers using 34267 MB)
@  2630s  (total 9 workers using 35193 MB)
@  2641s  (total 9 workers using 34368 MB)
@  2652s  (total 9 workers using 35581 MB)
@  2662s  (total 9 workers using 34595 MB)
@  2673s  (total 9 workers using 35507 MB)
@  2684s  (total 9 workers using 34823 MB)
@  2695s  (total 9 workers using 35432 MB)
@  2706s  (total 9 workers using 35820 MB)
@  2717s  (total 9 workers using 35607 MB)
@  2727s  (total 9 workers using 35001 MB)
@  2738s  (total 9 workers using 34808 MB)
@  2749s  (total 9 workers using 34913 MB)
@  2760s  (total 9 workers using 34799 MB)
@  2771s  (total 9 workers using 34868 MB)
@  2782s  (total 9 workers using 35617 MB)
@  2793s  (total 9 workers using 35117 MB)
@  2803s  (total 9 workers using 34963 MB)
@  2814s  (total 9 workers using 35657 MB)
@  2825s  (total 9 workers using 34833 MB)
@  2836s  (total 9 workers using 35833 MB)
@  2847s  (total 9 workers using 35225 MB)
@  2858s  (total 9 workers using 35284 MB)
@  2868s  (total 9 workers using 35377 MB)
@  2879s  (total 9 workers using 36107 MB)
@  2890s  (total 9 workers using 35145 MB)
@  2901s  (total 9 workers using 36035 MB)
@  2912s  (total 9 workers using 35286 MB)
@  2923s  (total 9 workers using 36345 MB)
@  2933s  (total 9 workers using 35224 MB)
@  2944s  (total 9 workers using 36279 MB)
@  2955s  (total 9 workers using 35383 MB)
@  2966s  (total 9 workers using 36096 MB)
@  2977s  (total 9 workers using 35426 MB)
@  2988s  (total 9 workers using 36369 MB)
@  2998s  (total 9 workers using 35651 MB)
@  3009s  (total 9 workers using 36421 MB)
@  3020s  (total 9 workers using 35590 MB)
@  3031s  (total 9 workers using 35892 MB)
@  3042s  (total 9 workers using 36365 MB)
@  3053s  (total 9 workers using 36336 MB)
@  3063s  (total 9 workers using 35764 MB)
@  3074s  (total 9 workers using 35929 MB)
@  3085s  (total 9 workers using 36257 MB)
@  3096s  (total 9 workers using 35862 MB)
@  3107s  (total 9 workers using 36551 MB)
@  3118s  (total 9 workers using 36049 MB)
@  3128s  (total 9 workers using 36765 MB)
@  3139s  (total 9 workers using 36145 MB)
@  3150s  (total 9 workers using 36300 MB)
@  3161s  (total 9 workers using 36689 MB)
@  3172s  (total 9 workers using 36120 MB)
@  3183s  (total 9 workers using 36963 MB)
@  3193s  (total 9 workers using 36289 MB)
@  3204s  (total 9 workers using 37149 MB)
@  3215s  (total 9 workers using 36375 MB)
@  3226s  (total 9 workers using 36510 MB)
@  3237s  (total 9 workers using 37618 MB)
@  3248s  (total 9 workers using 36666 MB)
@  3258s  (total 9 workers using 37205 MB)
@  3269s  (total 9 workers using 36824 MB)
@  3280s  (total 9 workers using 36636 MB)
@  3291s  (total 9 workers using 38487 MB)
@  3302s  (total 9 workers using 36976 MB)
@  3313s  (total 9 workers using 37697 MB)
@  3323s  (total 9 workers using 37190 MB)
@  3334s  (total 9 workers using 37834 MB)
@  3345s  (total 9 workers using 37328 MB)
@  3356s  (total 9 workers using 38070 MB)
@  3367s  (total 9 workers using 37522 MB)
@  3378s  (total 9 workers using 38172 MB)
@  3388s  (total 9 workers using 37827 MB)
@  3399s  (total 9 workers using 38036 MB)
@  3410s  (total 9 workers using 38043 MB)
@  3421s  (total 9 workers using 37890 MB)
@  3432s  (total 9 workers using 38206 MB)
@  3443s  (total 9 workers using 38098 MB)
@  3453s  (total 9 workers using 38402 MB)
@  3464s  (total 9 workers using 37719 MB)
@  3475s  (total 9 workers using 38323 MB)
@  3486s  (total 9 workers using 38388 MB)
@  3497s  (total 9 workers using 39153 MB)
@  3508s  (total 9 workers using 39060 MB)
@  3518s  (total 9 workers using 39098 MB)
@  3529s  (total 9 workers using 38855 MB)
@  3540s  (total 9 workers using 39158 MB)
@  3551s  (total 9 workers using 38712 MB)
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3556s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3560s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3562s  (total 2 workers using 3137 MB)
@  3572s  (total 2 workers using 3137 MB)
@  3576s  (stopping all workers)
@  3576s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3576s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3576s  (copied results from worker 0 in /tmp//pr_test)
@  3576s  [0;30;47m(proof race finished with answer unknown in 3576.13 seconds)[m
unknown
c done
