c host: c3n06
c start: Fri Oct 18 21:39:51 CEST 2019
c arrayjobid: 17567257
c jobid: 17567627
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r2-p126.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567627.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   305s  (total 11 workers using 6265 MB)
@   316s  (total 11 workers using 6343 MB)
@   327s  (total 11 workers using 6454 MB)
@   338s  (total 11 workers using 6541 MB)
@   349s  (total 11 workers using 6537 MB)
@   360s  (total 11 workers using 6584 MB)
@   371s  (total 11 workers using 6784 MB)
@   382s  (total 11 workers using 6892 MB)
@   393s  (total 11 workers using 7009 MB)
@   404s  (total 11 workers using 7202 MB)
@   415s  (total 11 workers using 7234 MB)
@   427s  (total 11 workers using 7506 MB)
@   438s  (total 11 workers using 7628 MB)
@   449s  (total 11 workers using 7683 MB)
@   460s  (total 11 workers using 7847 MB)
@   471s  (total 11 workers using 7951 MB)
@   482s  (total 11 workers using 7985 MB)
@   493s  (total 11 workers using 8089 MB)
@   504s  (total 11 workers using 8153 MB)
@   515s  (total 11 workers using 8162 MB)
@   526s  (total 11 workers using 8221 MB)
@   537s  (total 11 workers using 8286 MB)
@   548s  (total 11 workers using 8481 MB)
@   560s  (total 11 workers using 8572 MB)
@   570s  (total 11 workers using 8676 MB)
@   582s  (total 11 workers using 8763 MB)
@   593s  (total 11 workers using 8787 MB)
@   604s  (total 11 workers using 9010 MB)
@   615s  (total 11 workers using 9029 MB)
@   626s  (total 11 workers using 9136 MB)
@   637s  (total 11 workers using 9193 MB)
@   648s  (total 11 workers using 9378 MB)
@   659s  (total 11 workers using 9431 MB)
@   670s  (total 11 workers using 9611 MB)
@   681s  (total 11 workers using 9692 MB)
@   692s  (total 11 workers using 9721 MB)
@   703s  (total 11 workers using 9837 MB)
@   714s  (total 11 workers using 9956 MB)
@   725s  (total 11 workers using 9982 MB)
@   737s  (total 11 workers using 10176 MB)
@   748s  (total 11 workers using 10343 MB)
@   759s  (total 11 workers using 10522 MB)
@   770s  (total 11 workers using 10509 MB)
@   781s  (total 11 workers using 10579 MB)
@   792s  (total 11 workers using 10595 MB)
@   803s  (total 11 workers using 10773 MB)
@   814s  (total 11 workers using 10951 MB)
@   825s  (total 11 workers using 11050 MB)
@   836s  (total 11 workers using 11176 MB)
@   847s  (total 11 workers using 11231 MB)
@   858s  (total 11 workers using 11041 MB)
@   870s  (total 11 workers using 11181 MB)
@   881s  (total 11 workers using 11419 MB)
@   892s  (total 11 workers using 11457 MB)
@   903s  (total 11 workers using 11457 MB)
@   914s  (total 11 workers using 11593 MB)
@   925s  (total 11 workers using 11813 MB)
@   936s  (total 11 workers using 11819 MB)
@   947s  (total 11 workers using 11830 MB)
@   958s  (total 11 workers using 11898 MB)
@   969s  (total 11 workers using 11968 MB)
@   980s  (total 11 workers using 11978 MB)
@   991s  (total 11 workers using 12162 MB)
@  1003s  (total 11 workers using 12175 MB)
@  1014s  (total 11 workers using 12372 MB)
@  1025s  (total 11 workers using 12282 MB)
@  1036s  (total 11 workers using 12470 MB)
@  1047s  (total 11 workers using 12501 MB)
@  1058s  (total 11 workers using 12627 MB)
@  1069s  (total 11 workers using 12652 MB)
@  1080s  (total 11 workers using 12909 MB)
@  1091s  (total 11 workers using 12721 MB)
@  1102s  (total 11 workers using 12911 MB)
@  1113s  (total 11 workers using 12969 MB)
@  1124s  (total 11 workers using 13026 MB)
@  1136s  (total 11 workers using 13021 MB)
@  1147s  (total 11 workers using 13143 MB)
@  1158s  (total 11 workers using 13128 MB)
@  1169s  (total 11 workers using 13331 MB)
@  1180s  (total 11 workers using 13371 MB)
@  1191s  (total 11 workers using 13673 MB)
@  1202s  (total 11 workers using 13582 MB)
@  1213s  (total 11 workers using 13760 MB)
@  1225s  (total 11 workers using 13831 MB)
@  1236s  (total 11 workers using 13647 MB)
@  1247s  (total 11 workers using 13892 MB)
@  1258s  (total 11 workers using 14103 MB)
@  1269s  (total 11 workers using 14164 MB)
@  1280s  (total 11 workers using 13927 MB)
@  1291s  (total 11 workers using 14240 MB)
@  1302s  (total 11 workers using 14342 MB)
@  1314s  (total 11 workers using 14328 MB)
@  1325s  (total 11 workers using 14500 MB)
@  1336s  (total 11 workers using 14515 MB)
@  1347s  (total 11 workers using 14431 MB)
@  1358s  (total 11 workers using 14661 MB)
@  1369s  (total 11 workers using 14667 MB)
@  1380s  (total 11 workers using 14707 MB)
@  1391s  (total 11 workers using 14907 MB)
@  1403s  (total 11 workers using 15117 MB)
@  1414s  (total 11 workers using 15173 MB)
@  1425s  (total 11 workers using 15381 MB)
@  1436s  (total 11 workers using 15471 MB)
@  1447s  (total 11 workers using 15423 MB)
@  1458s  (total 11 workers using 15794 MB)
@  1470s  (total 11 workers using 15870 MB)
@  1481s  (total 11 workers using 15865 MB)
@  1492s  (total 11 workers using 16169 MB)
@  1503s  (total 11 workers using 16254 MB)
@  1514s  (total 11 workers using 16102 MB)
@  1525s  (total 11 workers using 16349 MB)
@  1536s  (total 11 workers using 16425 MB)
@  1547s  (total 11 workers using 16514 MB)
@  1559s  (total 11 workers using 16548 MB)
@  1569s  (total 11 workers using 16536 MB)
@  1581s  (total 11 workers using 16668 MB)
@  1592s  (total 11 workers using 16698 MB)
@  1603s  (total 11 workers using 16548 MB)
@  1614s  (total 11 workers using 16953 MB)
@  1625s  (total 11 workers using 16940 MB)
@  1636s  (total 11 workers using 16680 MB)
@  1647s  (total 11 workers using 16922 MB)
@  1658s  (total 11 workers using 17206 MB)
@  1670s  (total 11 workers using 17190 MB)
@  1681s  (total 11 workers using 17421 MB)
@  1692s  (total 11 workers using 17339 MB)
@  1703s  (total 11 workers using 17539 MB)
@  1714s  (total 11 workers using 17549 MB)
@  1725s  (total 11 workers using 17539 MB)
@  1736s  (total 11 workers using 17718 MB)
@  1747s  (total 11 workers using 17792 MB)
@  1759s  (total 11 workers using 17718 MB)
@  1770s  (total 11 workers using 17963 MB)
@  1781s  (total 11 workers using 17851 MB)
@  1792s  (total 11 workers using 18063 MB)
@  1803s  (total 11 workers using 18114 MB)
@  1814s  (total 11 workers using 18061 MB)
@  1825s  (total 11 workers using 18150 MB)
@  1836s  (total 11 workers using 18091 MB)
@  1848s  (total 11 workers using 18471 MB)
@  1859s  (total 11 workers using 18629 MB)
@  1870s  (total 11 workers using 18527 MB)
@  1881s  (total 11 workers using 18720 MB)
@  1892s  (total 11 workers using 18703 MB)
@  1903s  (total 11 workers using 18568 MB)
@  1914s  (total 11 workers using 18570 MB)
@  1925s  (total 11 workers using 18580 MB)
@  1936s  (total 11 workers using 18712 MB)
@  1947s  (total 11 workers using 18520 MB)
@  1959s  (total 11 workers using 18869 MB)
@  1970s  (total 11 workers using 18977 MB)
@  1981s  (total 11 workers using 18831 MB)
@  1992s  (total 11 workers using 19193 MB)
@  2003s  (total 11 workers using 19147 MB)
@  2014s  (total 11 workers using 19259 MB)
@  2025s  (total 11 workers using 19432 MB)
@  2036s  (total 11 workers using 19261 MB)
@  2048s  (total 11 workers using 19613 MB)
@  2059s  (total 11 workers using 19527 MB)
@  2070s  (total 11 workers using 19852 MB)
@  2081s  (total 11 workers using 19808 MB)
@  2092s  (total 11 workers using 19722 MB)
@  2103s  (total 11 workers using 19907 MB)
@  2114s  (total 11 workers using 19913 MB)
@  2125s  (total 11 workers using 20197 MB)
@  2137s  (total 11 workers using 20314 MB)
@  2148s  (total 11 workers using 20208 MB)
@  2159s  (total 11 workers using 20376 MB)
@  2170s  (total 11 workers using 20366 MB)
@  2181s  (total 11 workers using 20608 MB)
@  2192s  (total 11 workers using 20497 MB)
@  2203s  (total 11 workers using 20820 MB)
@  2214s  (total 11 workers using 20689 MB)
@  2226s  (total 11 workers using 20882 MB)
@  2237s  (total 11 workers using 20904 MB)
@  2248s  (total 11 workers using 20822 MB)
@  2259s  (total 11 workers using 21054 MB)
@  2270s  (total 11 workers using 21040 MB)
@  2281s  (total 11 workers using 21170 MB)
@  2292s  (total 11 workers using 21249 MB)
@  2303s  (total 11 workers using 21197 MB)
@  2314s  (total 11 workers using 21473 MB)
@  2325s  (total 11 workers using 21677 MB)
@  2337s  (total 11 workers using 21655 MB)
@  2348s  (total 11 workers using 21594 MB)
@  2359s  (total 11 workers using 21846 MB)
@  2370s  (total 11 workers using 21772 MB)
@  2381s  (total 11 workers using 21898 MB)
@  2392s  (total 11 workers using 22025 MB)
@  2403s  (total 11 workers using 21971 MB)
@  2414s  (total 11 workers using 22137 MB)
@  2426s  (total 11 workers using 22094 MB)
@  2437s  (total 11 workers using 22234 MB)
@  2448s  (total 11 workers using 22132 MB)
@  2459s  (total 11 workers using 22491 MB)
@  2470s  (total 11 workers using 22501 MB)
@  2481s  (total 11 workers using 22726 MB)
@  2492s  (total 11 workers using 22720 MB)
@  2503s  (total 11 workers using 22933 MB)
@  2515s  (total 11 workers using 22956 MB)
@  2526s  (total 11 workers using 22723 MB)
@  2537s  (total 11 workers using 22978 MB)
@  2548s  (total 11 workers using 22823 MB)
@  2559s  (total 11 workers using 23005 MB)
@  2570s  (total 11 workers using 22977 MB)
@  2581s  (total 11 workers using 23149 MB)
@  2592s  (total 11 workers using 23122 MB)
@  2604s  (total 11 workers using 23300 MB)
@  2615s  (total 11 workers using 23351 MB)
@  2626s  (total 11 workers using 23706 MB)
@  2637s  (total 11 workers using 23566 MB)
@  2648s  (total 11 workers using 23817 MB)
@  2659s  (total 11 workers using 23907 MB)
@  2670s  (total 11 workers using 23614 MB)
@  2681s  (total 11 workers using 23908 MB)
@  2693s  (total 11 workers using 23709 MB)
@  2703s  (total 11 workers using 24140 MB)
@  2715s  (total 11 workers using 23984 MB)
@  2726s  (total 11 workers using 24182 MB)
@  2737s  (total 11 workers using 24248 MB)
@  2748s  (total 11 workers using 24538 MB)
@  2759s  (total 11 workers using 24606 MB)
@  2770s  (total 11 workers using 24717 MB)
@  2782s  (total 11 workers using 24552 MB)
@  2792s  (total 11 workers using 24818 MB)
@  2804s  (total 11 workers using 24851 MB)
@  2815s  (total 11 workers using 24881 MB)
@  2826s  (total 11 workers using 24861 MB)
@  2837s  (total 11 workers using 24521 MB)
@  2848s  (total 11 workers using 24926 MB)
@  2859s  (total 11 workers using 24783 MB)
@  2870s  (total 11 workers using 25147 MB)
@  2881s  (total 11 workers using 24979 MB)
@  2893s  (total 11 workers using 25273 MB)
@  2904s  (total 11 workers using 25132 MB)
@  2915s  (total 11 workers using 25481 MB)
@  2926s  (total 11 workers using 25348 MB)
@  2937s  (total 11 workers using 25631 MB)
@  2948s  (total 11 workers using 25501 MB)
@  2959s  (total 11 workers using 25818 MB)
@  2970s  (total 11 workers using 25769 MB)
@  2981s  (total 11 workers using 25959 MB)
@  2992s  (total 11 workers using 26061 MB)
@  3004s  (total 11 workers using 26321 MB)
@  3015s  (total 11 workers using 26161 MB)
@  3026s  (total 11 workers using 26377 MB)
@  3037s  (total 11 workers using 26644 MB)
@  3048s  (total 11 workers using 26788 MB)
@  3059s  (total 11 workers using 26578 MB)
@  3070s  (total 11 workers using 26829 MB)
@  3081s  (total 11 workers using 26749 MB)
@  3093s  (total 11 workers using 26946 MB)
@  3104s  (total 11 workers using 26812 MB)
@  3115s  (total 11 workers using 27047 MB)
@  3126s  (total 11 workers using 26947 MB)
@  3137s  (total 11 workers using 27187 MB)
@  3148s  (total 11 workers using 27190 MB)
@  3159s  (total 11 workers using 27248 MB)
@  3170s  (total 11 workers using 27588 MB)
@  3182s  (total 11 workers using 27382 MB)
@  3193s  (total 11 workers using 27664 MB)
@  3204s  (total 11 workers using 27751 MB)
@  3215s  (total 11 workers using 27518 MB)
@  3226s  (total 11 workers using 27820 MB)
@  3237s  (total 11 workers using 27782 MB)
@  3248s  (total 11 workers using 28031 MB)
@  3259s  (total 11 workers using 27855 MB)
@  3271s  (total 11 workers using 28159 MB)
@  3281s  (total 11 workers using 28026 MB)
@  3293s  (total 11 workers using 28285 MB)
@  3304s  (total 11 workers using 28296 MB)
@  3315s  (total 11 workers using 28440 MB)
@  3326s  (total 11 workers using 28419 MB)
@  3337s  (total 11 workers using 28539 MB)
@  3348s  (total 11 workers using 28529 MB)
@  3359s  (total 11 workers using 28739 MB)
@  3370s  (total 11 workers using 28550 MB)
@  3382s  (total 11 workers using 28991 MB)
@  3393s  (total 11 workers using 28534 MB)
@  3404s  (total 11 workers using 29099 MB)
@  3415s  (total 11 workers using 28914 MB)
@  3426s  (total 11 workers using 29312 MB)
@  3437s  (total 11 workers using 28805 MB)
@  3448s  (total 11 workers using 29479 MB)
@  3459s  (total 11 workers using 29606 MB)
@  3470s  (total 11 workers using 29588 MB)
@  3481s  (total 11 workers using 29390 MB)
@  3492s  (total 11 workers using 29739 MB)
@  3503s  (total 11 workers using 29541 MB)
@  3515s  (total 11 workers using 29747 MB)
@  3525s  (total 11 workers using 29789 MB)
@  3537s  (total 11 workers using 29651 MB)
@  3548s  (total 11 workers using 29921 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 2 finished with result unknown) python3 avr.py
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3555s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3555s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3555s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3555s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3555s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3558s  (total 1 workers using 4614 MB)
@  3569s  (total 1 workers using 4614 MB)
@  3575s  (stopping all workers)
@  3575s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3575s  (copied results from worker 0 in /tmp//pr_test)
@  3575s  [0;30;47m(proof race finished with answer unknown in 3574.80 seconds)[m
unknown
c done
