c host: c3n17
c start: Fri Oct 18 22:51:33 CEST 2019
c arrayjobid: 17567257
c jobid: 17567712
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r1-p049.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567712.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   209s  (total 8 workers using 3979 MB)
@   219s  (total 8 workers using 4060 MB)
@   230s  (total 8 workers using 4162 MB)
@   241s  (total 8 workers using 4209 MB)
@   251s  (total 8 workers using 4192 MB)
@   262s  (total 8 workers using 4289 MB)
@   273s  (total 8 workers using 4410 MB)
@   284s  (total 8 workers using 4541 MB)
@   294s  (total 8 workers using 4623 MB)
@   305s  (total 8 workers using 4770 MB)
@   316s  (total 8 workers using 4807 MB)
@   327s  (total 8 workers using 4922 MB)
@   337s  (total 8 workers using 4968 MB)
@   348s  (total 8 workers using 5074 MB)
@   359s  (total 8 workers using 5110 MB)
@   370s  (total 8 workers using 5111 MB)
@   380s  (total 8 workers using 5189 MB)
@   391s  (total 8 workers using 5326 MB)
@   402s  (total 8 workers using 5394 MB)
@   413s  (total 8 workers using 5506 MB)
@   423s  (total 8 workers using 5663 MB)
@   434s  (total 8 workers using 5722 MB)
@   445s  (total 8 workers using 5895 MB)
@   455s  (total 8 workers using 5875 MB)
@   466s  (total 8 workers using 5970 MB)
@   477s  (total 8 workers using 6020 MB)
@   488s  (total 8 workers using 6198 MB)
@   498s  (total 8 workers using 6175 MB)
@   509s  (total 8 workers using 6281 MB)
@   520s  (total 8 workers using 6305 MB)
@   531s  (total 8 workers using 6482 MB)
@   541s  (total 8 workers using 6445 MB)
@   552s  (total 8 workers using 6436 MB)
@   563s  (total 8 workers using 6539 MB)
@   573s  (total 8 workers using 6564 MB)
@   584s  (total 8 workers using 6710 MB)
@   595s  (total 8 workers using 6824 MB)
@   606s  (total 8 workers using 6821 MB)
@   616s  (total 8 workers using 6857 MB)
@   627s  (total 8 workers using 6901 MB)
@   638s  (total 8 workers using 6956 MB)
@   649s  (total 8 workers using 7026 MB)
@   659s  (total 8 workers using 7089 MB)
@   670s  (total 8 workers using 7163 MB)
@   681s  (total 8 workers using 7223 MB)
@   692s  (total 8 workers using 7366 MB)
@   702s  (total 8 workers using 7257 MB)
@   713s  (total 8 workers using 7470 MB)
@   724s  (total 8 workers using 7396 MB)
@   735s  (total 8 workers using 7518 MB)
@   745s  (total 8 workers using 7539 MB)
@   756s  (total 8 workers using 7549 MB)
@   767s  (total 8 workers using 7632 MB)
@   778s  (total 8 workers using 7597 MB)
@   788s  (total 8 workers using 7787 MB)
@   799s  (total 8 workers using 7491 MB)
@   810s  (total 8 workers using 7675 MB)
@   820s  (total 8 workers using 7769 MB)
@   831s  (total 8 workers using 7904 MB)
@   842s  (total 8 workers using 7974 MB)
@   853s  (total 8 workers using 7988 MB)
@   863s  (total 8 workers using 7984 MB)
@   874s  (total 8 workers using 8039 MB)
@   885s  (total 8 workers using 8092 MB)
@   895s  (total 8 workers using 8141 MB)
@   906s  (total 8 workers using 8246 MB)
@   917s  (total 8 workers using 8320 MB)
@   928s  (total 8 workers using 8394 MB)
@   938s  (total 8 workers using 8431 MB)
@   949s  (total 8 workers using 8499 MB)
@   960s  (total 8 workers using 8484 MB)
@   971s  (total 8 workers using 8541 MB)
@   981s  (total 8 workers using 8694 MB)
@   992s  (total 8 workers using 8626 MB)
@  1003s  (total 8 workers using 8773 MB)
@  1014s  (total 8 workers using 8811 MB)
@  1024s  (total 8 workers using 8963 MB)
@  1035s  (total 8 workers using 8837 MB)
@  1046s  (total 8 workers using 8851 MB)
@  1057s  (total 8 workers using 8984 MB)
@  1067s  (total 8 workers using 9069 MB)
@  1078s  (total 8 workers using 9174 MB)
@  1089s  (total 8 workers using 9207 MB)
@  1100s  (total 8 workers using 9197 MB)
@  1110s  (total 8 workers using 9236 MB)
@  1121s  (total 8 workers using 9204 MB)
@  1132s  (total 8 workers using 9368 MB)
@  1142s  (total 8 workers using 9397 MB)
@  1153s  (total 8 workers using 9475 MB)
@  1164s  (total 8 workers using 9523 MB)
@  1175s  (total 8 workers using 9584 MB)
@  1185s  (total 8 workers using 9770 MB)
@  1196s  (total 8 workers using 9725 MB)
@  1207s  (total 8 workers using 9900 MB)
@  1218s  (total 8 workers using 9706 MB)
@  1228s  (total 8 workers using 9832 MB)
@  1239s  (total 8 workers using 9876 MB)
@  1250s  (total 8 workers using 9942 MB)
@  1260s  (total 8 workers using 9981 MB)
@  1271s  (total 8 workers using 10034 MB)
@  1282s  (total 8 workers using 10045 MB)
@  1293s  (total 8 workers using 10159 MB)
@  1303s  (total 8 workers using 10163 MB)
@  1314s  (total 8 workers using 10208 MB)
@  1325s  (total 8 workers using 10265 MB)
@  1336s  (total 8 workers using 10289 MB)
@  1346s  (total 8 workers using 10225 MB)
@  1357s  (total 8 workers using 10421 MB)
@  1368s  (total 8 workers using 10447 MB)
@  1379s  (total 8 workers using 10509 MB)
@  1389s  (total 8 workers using 10524 MB)
@  1400s  (total 8 workers using 10576 MB)
@  1411s  (total 8 workers using 10713 MB)
@  1422s  (total 8 workers using 10787 MB)
@  1432s  (total 8 workers using 10853 MB)
@  1443s  (total 8 workers using 10993 MB)
@  1454s  (total 8 workers using 10922 MB)
@  1465s  (total 8 workers using 10970 MB)
@  1475s  (total 8 workers using 11115 MB)
@  1486s  (total 8 workers using 11187 MB)
@  1497s  (total 8 workers using 11212 MB)
@  1507s  (total 8 workers using 11236 MB)
@  1518s  (total 8 workers using 11234 MB)
@  1529s  (total 8 workers using 11238 MB)
@  1540s  (total 8 workers using 11311 MB)
@  1550s  (total 8 workers using 11305 MB)
@  1561s  (total 8 workers using 11444 MB)
@  1572s  (total 8 workers using 11452 MB)
@  1583s  (total 8 workers using 11611 MB)
@  1593s  (total 8 workers using 11483 MB)
@  1604s  (total 8 workers using 11727 MB)
@  1615s  (total 8 workers using 11590 MB)
@  1625s  (total 8 workers using 11486 MB)
@  1636s  (total 8 workers using 11751 MB)
@  1647s  (total 8 workers using 11824 MB)
@  1658s  (total 8 workers using 11848 MB)
@  1668s  (total 8 workers using 11882 MB)
@  1679s  (total 8 workers using 11913 MB)
@  1690s  (total 8 workers using 11979 MB)
@  1701s  (total 8 workers using 12010 MB)
@  1711s  (total 8 workers using 12055 MB)
@  1722s  (total 8 workers using 12120 MB)
@  1733s  (total 8 workers using 12152 MB)
@  1744s  (total 8 workers using 12171 MB)
@  1754s  (total 8 workers using 12384 MB)
@  1765s  (total 8 workers using 12114 MB)
@  1776s  (total 8 workers using 12329 MB)
@  1787s  (total 8 workers using 12421 MB)
@  1797s  (total 8 workers using 12452 MB)
@  1808s  (total 8 workers using 12479 MB)
@  1819s  (total 8 workers using 12472 MB)
@  1830s  (total 8 workers using 12519 MB)
@  1840s  (total 8 workers using 12662 MB)
@  1851s  (total 8 workers using 12607 MB)
@  1862s  (total 8 workers using 12715 MB)
@  1872s  (total 8 workers using 12688 MB)
@  1883s  (total 8 workers using 12719 MB)
@  1894s  (total 8 workers using 12702 MB)
@  1905s  (total 8 workers using 12658 MB)
@  1915s  (total 8 workers using 12659 MB)
@  1926s  (total 8 workers using 12725 MB)
@  1937s  (total 8 workers using 13003 MB)
@  1948s  (total 8 workers using 12929 MB)
@  1958s  (total 8 workers using 12887 MB)
@  1969s  (total 8 workers using 13014 MB)
@  1980s  (total 8 workers using 13026 MB)
@  1990s  (total 8 workers using 13034 MB)
@  2001s  (total 8 workers using 13035 MB)
@  2012s  (total 8 workers using 13046 MB)
@  2023s  (total 8 workers using 13052 MB)
@  2033s  (total 8 workers using 13073 MB)
@  2044s  (total 8 workers using 13030 MB)
@  2055s  (total 8 workers using 13037 MB)
@  2066s  (total 8 workers using 13133 MB)
@  2076s  (total 8 workers using 13316 MB)
@  2087s  (total 8 workers using 13114 MB)
@  2098s  (total 8 workers using 13165 MB)
@  2109s  (total 8 workers using 13229 MB)
@  2119s  (total 8 workers using 13229 MB)
@  2130s  (total 8 workers using 13283 MB)
@  2141s  (total 8 workers using 13353 MB)
@  2151s  (total 8 workers using 13333 MB)
@  2162s  (total 8 workers using 13333 MB)
@  2173s  (total 8 workers using 13353 MB)
@  2184s  (total 8 workers using 13370 MB)
@  2194s  (total 8 workers using 13369 MB)
@  2205s  (total 8 workers using 13603 MB)
@  2216s  (total 8 workers using 13387 MB)
@  2227s  (total 8 workers using 12991 MB)
@  2237s  (total 8 workers using 13393 MB)
@  2248s  (total 8 workers using 13309 MB)
@  2259s  (total 8 workers using 13498 MB)
@  2269s  (total 8 workers using 13353 MB)
@  2280s  (total 8 workers using 13332 MB)
@  2291s  (total 8 workers using 13352 MB)
@  2302s  (total 8 workers using 13364 MB)
@  2312s  (total 8 workers using 13297 MB)
@  2323s  (total 8 workers using 13491 MB)
@  2334s  (total 8 workers using 13363 MB)
@  2345s  (total 8 workers using 13535 MB)
@  2355s  (total 8 workers using 13430 MB)
@  2366s  (total 8 workers using 13318 MB)
@  2377s  (total 8 workers using 13426 MB)
@  2388s  (total 8 workers using 13453 MB)
@  2398s  (total 8 workers using 13472 MB)
@  2409s  (total 8 workers using 13485 MB)
@  2420s  (total 8 workers using 13535 MB)
@  2430s  (total 8 workers using 13508 MB)
@  2441s  (total 8 workers using 13611 MB)
@  2452s  (total 8 workers using 13673 MB)
@  2463s  (total 8 workers using 13722 MB)
@  2473s  (total 8 workers using 13701 MB)
@  2484s  (total 8 workers using 13639 MB)
@  2495s  (total 8 workers using 13731 MB)
@  2506s  (total 8 workers using 13733 MB)
@  2516s  (total 8 workers using 13812 MB)
@  2527s  (total 8 workers using 13856 MB)
@  2538s  (total 8 workers using 13872 MB)
@  2548s  (total 8 workers using 13894 MB)
@  2559s  (total 8 workers using 13894 MB)
@  2570s  (total 8 workers using 13901 MB)
@  2581s  (total 8 workers using 13965 MB)
@  2591s  (total 8 workers using 13923 MB)
@  2602s  (total 8 workers using 13922 MB)
@  2613s  (total 8 workers using 13942 MB)
@  2624s  (total 8 workers using 13965 MB)
@  2634s  (total 8 workers using 13911 MB)
@  2645s  (total 8 workers using 13932 MB)
@  2656s  (total 8 workers using 13969 MB)
@  2667s  (total 8 workers using 13981 MB)
@  2677s  (total 8 workers using 14053 MB)
@  2688s  (total 8 workers using 13904 MB)
@  2699s  (total 8 workers using 14077 MB)
@  2710s  (total 8 workers using 14020 MB)
@  2720s  (total 8 workers using 13950 MB)
@  2731s  (total 8 workers using 14097 MB)
@  2742s  (total 8 workers using 14034 MB)
@  2752s  (total 8 workers using 14040 MB)
@  2763s  (total 8 workers using 14024 MB)
@  2774s  (total 8 workers using 14133 MB)
@  2785s  (total 8 workers using 14133 MB)
@  2795s  (total 8 workers using 14128 MB)
@  2806s  (total 8 workers using 14031 MB)
@  2817s  (total 8 workers using 14422 MB)
@  2827s  (total 8 workers using 14123 MB)
@  2838s  (total 8 workers using 14089 MB)
@  2849s  (total 8 workers using 14211 MB)
@  2860s  (total 8 workers using 14282 MB)
@  2870s  (total 8 workers using 14347 MB)
@  2881s  (total 8 workers using 14345 MB)
@  2892s  (total 8 workers using 14262 MB)
@  2903s  (total 8 workers using 14293 MB)
@  2913s  (total 8 workers using 14294 MB)
@  2924s  (total 8 workers using 14396 MB)
@  2935s  (total 8 workers using 14372 MB)
@  2946s  (total 8 workers using 14341 MB)
@  2956s  (total 8 workers using 14427 MB)
@  2967s  (total 8 workers using 14689 MB)
@  2978s  (total 8 workers using 14359 MB)
@  2988s  (total 8 workers using 14508 MB)
@  2999s  (total 8 workers using 14420 MB)
@  3010s  (total 8 workers using 14377 MB)
@  3021s  (total 8 workers using 14499 MB)
@  3031s  (total 8 workers using 14471 MB)
@  3042s  (total 8 workers using 14554 MB)
@  3053s  (total 8 workers using 14583 MB)
@  3064s  (total 8 workers using 14447 MB)
@  3074s  (total 8 workers using 14558 MB)
@  3085s  (total 8 workers using 14453 MB)
@  3096s  (total 8 workers using 14528 MB)
@  3106s  (total 8 workers using 14456 MB)
@  3117s  (total 8 workers using 14392 MB)
@  3128s  (total 8 workers using 14829 MB)
@  3139s  (total 8 workers using 14541 MB)
@  3149s  (total 8 workers using 14733 MB)
@  3160s  (total 8 workers using 14585 MB)
@  3171s  (total 8 workers using 14671 MB)
@  3182s  (total 8 workers using 14687 MB)
@  3192s  (total 8 workers using 14652 MB)
@  3203s  (total 8 workers using 14692 MB)
@  3214s  (total 8 workers using 14792 MB)
@  3225s  (total 8 workers using 15010 MB)
@  3235s  (total 8 workers using 14824 MB)
@  3246s  (total 8 workers using 14808 MB)
@  3257s  (total 8 workers using 14859 MB)
@  3268s  (total 8 workers using 14858 MB)
@  3278s  (total 8 workers using 14704 MB)
@  3289s  (total 8 workers using 14805 MB)
@  3300s  (total 8 workers using 14807 MB)
@  3310s  (total 8 workers using 14822 MB)
@  3321s  (total 8 workers using 15039 MB)
@  3332s  (total 8 workers using 14832 MB)
@  3343s  (total 8 workers using 14844 MB)
@  3353s  (total 8 workers using 14881 MB)
@  3364s  (total 8 workers using 14906 MB)
@  3375s  (total 8 workers using 14907 MB)
@  3385s  (total 8 workers using 14908 MB)
@  3396s  (total 8 workers using 14908 MB)
@  3407s  (total 8 workers using 14908 MB)
@  3418s  (total 8 workers using 14909 MB)
@  3428s  (total 8 workers using 14908 MB)
@  3439s  (total 8 workers using 14908 MB)
@  3450s  (total 8 workers using 14909 MB)
@  3461s  (total 8 workers using 15360 MB)
@  3471s  (total 8 workers using 15008 MB)
@  3482s  (total 8 workers using 15036 MB)
@  3493s  (total 8 workers using 15034 MB)
@  3504s  (total 8 workers using 15083 MB)
@  3514s  (total 8 workers using 15031 MB)
@  3525s  (total 8 workers using 14969 MB)
@  3536s  (total 8 workers using 14926 MB)
@  3547s  (total 8 workers using 15033 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 2 finished with result unknown) python3 avr.py
@  3554s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3554s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3555s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3557s  (total 2 workers using 5864 MB)
@  3567s  (total 2 workers using 5864 MB)
@  3575s  (stopping all workers)
@  3575s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3576s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3576s  (copied results from worker 0 in /tmp//pr_test)
@  3576s  [0;30;47m(proof race finished with answer unknown in 3575.62 seconds)[m
unknown
c done
