c host: c3n30
c start: Fri Oct 18 23:18:20 CEST 2019
c arrayjobid: 17567257
c jobid: 17567728
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r2-p121.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567728.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   305s  (total 11 workers using 9687 MB)
@   316s  (total 11 workers using 9807 MB)
@   327s  (total 11 workers using 9951 MB)
@   338s  (total 11 workers using 10210 MB)
@   349s  (total 11 workers using 10582 MB)
@   360s  (total 11 workers using 10738 MB)
@   371s  (total 11 workers using 10880 MB)
@   382s  (total 11 workers using 11282 MB)
@   393s  (total 11 workers using 11479 MB)
@   404s  (total 11 workers using 11365 MB)
@   415s  (total 11 workers using 11630 MB)
@   426s  (total 11 workers using 11826 MB)
@   437s  (total 11 workers using 11954 MB)
@   448s  (total 11 workers using 12081 MB)
@   459s  (total 11 workers using 12016 MB)
@   471s  (total 11 workers using 12368 MB)
@   481s  (total 11 workers using 12468 MB)
@   493s  (total 11 workers using 12820 MB)
@   504s  (total 11 workers using 12752 MB)
@   515s  (total 11 workers using 12966 MB)
@   526s  (total 11 workers using 13317 MB)
@   537s  (total 11 workers using 13462 MB)
@   548s  (total 11 workers using 13649 MB)
@   559s  (total 11 workers using 13827 MB)
@   570s  (total 11 workers using 14265 MB)
@   581s  (total 11 workers using 14159 MB)
@   592s  (total 11 workers using 14198 MB)
@   603s  (total 11 workers using 14322 MB)
@   614s  (total 11 workers using 14474 MB)
@   625s  (total 11 workers using 14709 MB)
@   636s  (total 11 workers using 14970 MB)
@   647s  (total 11 workers using 15109 MB)
@   658s  (total 11 workers using 15171 MB)
@   669s  (total 11 workers using 15491 MB)
@   680s  (total 11 workers using 15421 MB)
@   692s  (total 11 workers using 15623 MB)
@   703s  (total 11 workers using 15931 MB)
@   714s  (total 11 workers using 15914 MB)
@   725s  (total 11 workers using 16279 MB)
@   736s  (total 11 workers using 16373 MB)
@   747s  (total 11 workers using 15983 MB)
@   758s  (total 11 workers using 16525 MB)
@   769s  (total 11 workers using 16575 MB)
@   780s  (total 11 workers using 16794 MB)
@   791s  (total 11 workers using 17158 MB)
@   803s  (total 11 workers using 17528 MB)
@   814s  (total 11 workers using 17014 MB)
@   825s  (total 11 workers using 17192 MB)
@   836s  (total 11 workers using 17358 MB)
@   847s  (total 11 workers using 17671 MB)
@   858s  (total 11 workers using 17416 MB)
@   869s  (total 11 workers using 17407 MB)
@   880s  (total 11 workers using 17949 MB)
@   891s  (total 11 workers using 17873 MB)
@   902s  (total 11 workers using 17863 MB)
@   914s  (total 11 workers using 17732 MB)
@   925s  (total 11 workers using 17979 MB)
@   936s  (total 11 workers using 18120 MB)
@   947s  (total 11 workers using 18295 MB)
@   958s  (total 11 workers using 18478 MB)
@   969s  (total 11 workers using 18671 MB)
@   980s  (total 11 workers using 18402 MB)
@   991s  (total 11 workers using 19055 MB)
@  1003s  (total 11 workers using 19088 MB)
@  1014s  (total 11 workers using 18648 MB)
@  1025s  (total 11 workers using 19041 MB)
@  1036s  (total 11 workers using 19379 MB)
@  1047s  (total 11 workers using 19706 MB)
@  1058s  (total 11 workers using 19624 MB)
@  1069s  (total 11 workers using 20017 MB)
@  1080s  (total 11 workers using 19803 MB)
@  1092s  (total 11 workers using 19859 MB)
@  1102s  (total 11 workers using 20201 MB)
@  1114s  (total 11 workers using 20347 MB)
@  1125s  (total 11 workers using 20287 MB)
@  1136s  (total 11 workers using 20409 MB)
@  1147s  (total 11 workers using 20622 MB)
@  1158s  (total 11 workers using 20648 MB)
@  1169s  (total 11 workers using 21130 MB)
@  1180s  (total 11 workers using 20790 MB)
@  1191s  (total 11 workers using 20854 MB)
@  1202s  (total 11 workers using 21410 MB)
@  1213s  (total 11 workers using 21176 MB)
@  1224s  (total 11 workers using 21269 MB)
@  1235s  (total 11 workers using 21146 MB)
@  1246s  (total 11 workers using 21678 MB)
@  1257s  (total 11 workers using 21145 MB)
@  1268s  (total 11 workers using 21799 MB)
@  1279s  (total 11 workers using 21918 MB)
@  1290s  (total 11 workers using 22051 MB)
@  1301s  (total 11 workers using 22167 MB)
@  1313s  (total 11 workers using 22390 MB)
@  1323s  (total 11 workers using 22487 MB)
@  1335s  (total 11 workers using 22248 MB)
@  1345s  (total 11 workers using 22358 MB)
@  1357s  (total 11 workers using 22522 MB)
@  1368s  (total 11 workers using 22864 MB)
@  1379s  (total 11 workers using 23081 MB)
@  1390s  (total 11 workers using 22750 MB)
@  1401s  (total 11 workers using 22721 MB)
@  1412s  (total 11 workers using 23391 MB)
@  1423s  (total 11 workers using 23071 MB)
@  1434s  (total 11 workers using 23134 MB)
@  1445s  (total 11 workers using 23700 MB)
@  1456s  (total 11 workers using 23094 MB)
@  1467s  (total 11 workers using 23600 MB)
@  1478s  (total 11 workers using 24115 MB)
@  1489s  (total 11 workers using 23819 MB)
@  1500s  (total 11 workers using 24009 MB)
@  1511s  (total 11 workers using 23964 MB)
@  1522s  (total 11 workers using 24459 MB)
@  1533s  (total 11 workers using 24573 MB)
@  1544s  (total 11 workers using 24335 MB)
@  1556s  (total 11 workers using 24665 MB)
@  1567s  (total 11 workers using 25239 MB)
@  1578s  (total 11 workers using 24362 MB)
@  1589s  (total 11 workers using 25444 MB)
@  1600s  (total 11 workers using 25681 MB)
@  1611s  (total 11 workers using 24779 MB)
@  1622s  (total 11 workers using 25243 MB)
@  1633s  (total 11 workers using 25801 MB)
@  1644s  (total 11 workers using 25526 MB)
@  1655s  (total 11 workers using 26086 MB)
@  1666s  (total 11 workers using 25696 MB)
@  1677s  (total 11 workers using 26436 MB)
@  1688s  (total 11 workers using 25820 MB)
@  1699s  (total 11 workers using 26624 MB)
@  1710s  (total 11 workers using 26402 MB)
@  1721s  (total 11 workers using 26324 MB)
@  1732s  (total 11 workers using 26914 MB)
@  1743s  (total 11 workers using 26373 MB)
@  1754s  (total 11 workers using 26636 MB)
@  1765s  (total 11 workers using 26551 MB)
@  1776s  (total 11 workers using 26879 MB)
@  1787s  (total 11 workers using 26837 MB)
@  1798s  (total 11 workers using 26381 MB)
@  1809s  (total 11 workers using 27262 MB)
@  1821s  (total 11 workers using 27311 MB)
@  1831s  (total 11 workers using 27588 MB)
@  1843s  (total 11 workers using 27381 MB)
@  1854s  (total 11 workers using 27865 MB)
@  1865s  (total 11 workers using 27952 MB)
@  1876s  (total 11 workers using 28153 MB)
@  1887s  (total 11 workers using 28828 MB)
@  1898s  (total 11 workers using 28203 MB)
@  1909s  (total 11 workers using 28346 MB)
@  1920s  (total 11 workers using 28486 MB)
@  1931s  (total 11 workers using 28496 MB)
@  1942s  (total 11 workers using 28699 MB)
@  1953s  (total 11 workers using 28798 MB)
@  1964s  (total 11 workers using 28293 MB)
@  1975s  (total 11 workers using 28714 MB)
@  1986s  (total 11 workers using 28623 MB)
@  1997s  (total 11 workers using 28816 MB)
@  2008s  (total 11 workers using 29151 MB)
@  2019s  (total 11 workers using 28969 MB)
@  2030s  (total 11 workers using 29304 MB)
@  2041s  (total 11 workers using 29721 MB)
@  2052s  (total 11 workers using 29829 MB)
@  2063s  (total 11 workers using 29448 MB)
@  2074s  (total 11 workers using 29807 MB)
@  2085s  (total 11 workers using 30505 MB)
@  2096s  (total 11 workers using 30149 MB)
@  2108s  (total 11 workers using 30960 MB)
@  2118s  (total 11 workers using 29899 MB)
@  2130s  (total 11 workers using 30649 MB)
@  2141s  (total 11 workers using 30434 MB)
@  2152s  (total 11 workers using 30759 MB)
@  2163s  (total 11 workers using 30732 MB)
@  2174s  (total 11 workers using 30599 MB)
@  2185s  (total 11 workers using 31220 MB)
@  2196s  (total 11 workers using 31499 MB)
@  2207s  (total 11 workers using 31571 MB)
@  2218s  (total 11 workers using 31741 MB)
@  2229s  (total 11 workers using 31280 MB)
@  2240s  (total 11 workers using 31975 MB)
@  2251s  (total 11 workers using 31546 MB)
@  2262s  (total 11 workers using 32039 MB)
@  2273s  (total 11 workers using 31594 MB)
@  2284s  (total 11 workers using 32522 MB)
@  2295s  (total 11 workers using 32040 MB)
@  2306s  (total 11 workers using 32250 MB)
@  2317s  (total 11 workers using 32063 MB)
@  2329s  (total 11 workers using 32020 MB)
@  2339s  (total 11 workers using 32128 MB)
@  2351s  (total 11 workers using 32297 MB)
@  2361s  (total 11 workers using 31777 MB)
@  2373s  (total 11 workers using 32992 MB)
@  2384s  (total 11 workers using 32416 MB)
@  2395s  (total 11 workers using 32728 MB)
@  2406s  (total 11 workers using 32931 MB)
@  2417s  (total 11 workers using 33396 MB)
@  2428s  (total 11 workers using 32857 MB)
@  2439s  (total 11 workers using 32978 MB)
@  2450s  (total 11 workers using 33101 MB)
@  2461s  (total 11 workers using 33876 MB)
@  2472s  (total 11 workers using 33411 MB)
@  2483s  (total 11 workers using 33851 MB)
@  2494s  (total 11 workers using 33936 MB)
@  2505s  (total 11 workers using 34316 MB)
@  2516s  (total 11 workers using 34340 MB)
@  2528s  (total 11 workers using 33735 MB)
@  2539s  (total 11 workers using 34448 MB)
@  2550s  (total 11 workers using 34004 MB)
@  2561s  (total 11 workers using 35113 MB)
@  2572s  (total 11 workers using 35020 MB)
@  2583s  (total 11 workers using 34738 MB)
@  2594s  (total 11 workers using 34511 MB)
@  2605s  (total 11 workers using 34633 MB)
@  2616s  (total 11 workers using 34732 MB)
@  2627s  (total 11 workers using 35317 MB)
@  2638s  (total 11 workers using 35042 MB)
@  2649s  (total 11 workers using 34603 MB)
@  2660s  (total 11 workers using 35031 MB)
@  2671s  (total 11 workers using 35328 MB)
@  2683s  (total 11 workers using 34957 MB)
@  2694s  (total 11 workers using 35000 MB)
@  2705s  (total 11 workers using 35012 MB)
@  2716s  (total 11 workers using 35033 MB)
@  2727s  (total 11 workers using 35623 MB)
@  2738s  (total 11 workers using 35121 MB)
@  2749s  (total 11 workers using 35291 MB)
@  2760s  (total 11 workers using 35909 MB)
@  2771s  (total 11 workers using 35738 MB)
@  2782s  (total 11 workers using 35958 MB)
@  2793s  (total 11 workers using 35748 MB)
@  2804s  (total 11 workers using 35169 MB)
@  2815s  (total 11 workers using 36082 MB)
@  2826s  (total 11 workers using 36070 MB)
@  2837s  (total 11 workers using 35959 MB)
@  2848s  (total 11 workers using 35942 MB)
@  2860s  (total 11 workers using 36440 MB)
@  2871s  (total 11 workers using 35928 MB)
@  2882s  (total 11 workers using 37140 MB)
@  2893s  (total 11 workers using 36470 MB)
@  2904s  (total 11 workers using 35725 MB)
@  2915s  (total 11 workers using 36964 MB)
@  2926s  (total 11 workers using 36538 MB)
@  2937s  (total 11 workers using 37190 MB)
@  2948s  (total 11 workers using 36264 MB)
@  2959s  (total 11 workers using 37515 MB)
@  2970s  (total 11 workers using 36618 MB)
@  2981s  (total 11 workers using 37161 MB)
@  2992s  (total 11 workers using 36979 MB)
@  3003s  (total 11 workers using 37410 MB)
@  3014s  (total 11 workers using 36814 MB)
@  3025s  (total 11 workers using 37079 MB)
@  3036s  (total 11 workers using 37299 MB)
@  3047s  (total 11 workers using 36607 MB)
@  3059s  (total 11 workers using 38048 MB)
@  3070s  (total 11 workers using 37312 MB)
@  3081s  (total 11 workers using 38260 MB)
@  3092s  (total 11 workers using 37780 MB)
@  3103s  (total 11 workers using 38442 MB)
@  3114s  (total 11 workers using 38732 MB)
@  3125s  (total 11 workers using 38381 MB)
@  3136s  (total 11 workers using 38335 MB)
@  3147s  (total 11 workers using 38995 MB)
@  3158s  (total 11 workers using 38804 MB)
@  3169s  (total 11 workers using 39384 MB)
@  3180s  (total 11 workers using 39239 MB)
@  3191s  (total 11 workers using 39658 MB)
@  3202s  (total 11 workers using 39803 MB)
@  3213s  (total 11 workers using 39811 MB)
@  3224s  (total 11 workers using 39292 MB)
@  3236s  (total 11 workers using 39510 MB)
@  3247s  (total 11 workers using 40612 MB)
@  3258s  (total 11 workers using 40280 MB)
@  3269s  (total 11 workers using 40280 MB)
@  3280s  (total 11 workers using 39901 MB)
@  3291s  (total 11 workers using 39995 MB)
@  3302s  (total 11 workers using 40285 MB)
@  3313s  (total 11 workers using 39448 MB)
@  3324s  (total 11 workers using 40518 MB)
@  3335s  (total 11 workers using 40019 MB)
@  3346s  (total 11 workers using 40293 MB)
@  3357s  (total 11 workers using 39950 MB)
@  3368s  (total 11 workers using 40919 MB)
@  3379s  (total 11 workers using 40013 MB)
@  3391s  (total 11 workers using 40589 MB)
@  3401s  (total 11 workers using 39965 MB)
@  3413s  (total 11 workers using 41320 MB)
@  3424s  (total 11 workers using 40549 MB)
@  3435s  (total 11 workers using 41609 MB)
@  3446s  (total 11 workers using 41345 MB)
@  3457s  (total 11 workers using 41082 MB)
@  3468s  (total 11 workers using 41129 MB)
@  3479s  (total 11 workers using 41428 MB)
@  3490s  (total 11 workers using 41519 MB)
@  3501s  (total 11 workers using 41196 MB)
@  3512s  (total 11 workers using 41264 MB)
@  3523s  (total 11 workers using 41806 MB)
@  3534s  (total 11 workers using 41360 MB)
@  3545s  (total 11 workers using 41602 MB)
@  3547s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3555s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3556s  (total 4 workers using 19173 MB)
@  3556s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3557s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3558s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3566s  (total 1 workers using 862 MB)
@  3574s  (stopping all workers)
@  3574s  (worker 2 finished with result unknown) python3 avr.py
@  3574s  (copied results from worker 0 in /tmp//pr_test)
@  3574s  [0;30;47m(proof race finished with answer unknown in 3574.46 seconds)[m
unknown
c done
