c host: c3n25
c start: Fri Oct 18 21:27:41 CEST 2019
c arrayjobid: 17567257
c jobid: 17567620
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r1-p080.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567620.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   304s  (total 11 workers using 8527 MB)
@   315s  (total 11 workers using 8677 MB)
@   326s  (total 11 workers using 9024 MB)
@   338s  (total 11 workers using 9334 MB)
@   348s  (total 11 workers using 9384 MB)
@   360s  (total 11 workers using 9536 MB)
@   370s  (total 11 workers using 9808 MB)
@   382s  (total 11 workers using 9952 MB)
@   393s  (total 11 workers using 10132 MB)
@   404s  (total 11 workers using 10007 MB)
@   415s  (total 11 workers using 10098 MB)
@   426s  (total 11 workers using 10258 MB)
@   437s  (total 11 workers using 10581 MB)
@   448s  (total 11 workers using 10789 MB)
@   459s  (total 11 workers using 10759 MB)
@   470s  (total 11 workers using 11052 MB)
@   481s  (total 11 workers using 11324 MB)
@   492s  (total 11 workers using 11290 MB)
@   503s  (total 11 workers using 11576 MB)
@   514s  (total 11 workers using 11776 MB)
@   525s  (total 11 workers using 12001 MB)
@   536s  (total 11 workers using 11906 MB)
@   547s  (total 11 workers using 12251 MB)
@   559s  (total 11 workers using 12439 MB)
@   569s  (total 11 workers using 12640 MB)
@   581s  (total 11 workers using 12730 MB)
@   592s  (total 11 workers using 12773 MB)
@   603s  (total 11 workers using 12832 MB)
@   614s  (total 11 workers using 12940 MB)
@   625s  (total 11 workers using 13082 MB)
@   636s  (total 11 workers using 13326 MB)
@   647s  (total 11 workers using 13498 MB)
@   658s  (total 11 workers using 13704 MB)
@   670s  (total 11 workers using 13844 MB)
@   680s  (total 11 workers using 14063 MB)
@   692s  (total 11 workers using 14034 MB)
@   703s  (total 11 workers using 14066 MB)
@   714s  (total 11 workers using 14231 MB)
@   725s  (total 11 workers using 14519 MB)
@   736s  (total 11 workers using 14457 MB)
@   747s  (total 11 workers using 14722 MB)
@   758s  (total 11 workers using 14572 MB)
@   769s  (total 11 workers using 14705 MB)
@   781s  (total 11 workers using 14860 MB)
@   792s  (total 11 workers using 15010 MB)
@   803s  (total 11 workers using 15162 MB)
@   814s  (total 11 workers using 15349 MB)
@   825s  (total 11 workers using 15343 MB)
@   836s  (total 11 workers using 15655 MB)
@   847s  (total 11 workers using 15832 MB)
@   858s  (total 11 workers using 15923 MB)
@   870s  (total 11 workers using 16069 MB)
@   880s  (total 11 workers using 16013 MB)
@   892s  (total 11 workers using 16348 MB)
@   903s  (total 11 workers using 16388 MB)
@   914s  (total 11 workers using 16185 MB)
@   925s  (total 11 workers using 16362 MB)
@   936s  (total 11 workers using 16395 MB)
@   947s  (total 11 workers using 16611 MB)
@   958s  (total 11 workers using 16911 MB)
@   969s  (total 11 workers using 16901 MB)
@   980s  (total 11 workers using 16868 MB)
@   991s  (total 11 workers using 16928 MB)
@  1002s  (total 11 workers using 17056 MB)
@  1013s  (total 11 workers using 17336 MB)
@  1025s  (total 11 workers using 17397 MB)
@  1035s  (total 11 workers using 17531 MB)
@  1047s  (total 11 workers using 17474 MB)
@  1058s  (total 11 workers using 17756 MB)
@  1069s  (total 11 workers using 17612 MB)
@  1080s  (total 11 workers using 17944 MB)
@  1091s  (total 11 workers using 17918 MB)
@  1102s  (total 11 workers using 17930 MB)
@  1113s  (total 11 workers using 18308 MB)
@  1124s  (total 11 workers using 18405 MB)
@  1135s  (total 11 workers using 18222 MB)
@  1146s  (total 11 workers using 18481 MB)
@  1157s  (total 11 workers using 19058 MB)
@  1168s  (total 11 workers using 18760 MB)
@  1179s  (total 11 workers using 18606 MB)
@  1190s  (total 11 workers using 18777 MB)
@  1202s  (total 11 workers using 18579 MB)
@  1212s  (total 11 workers using 19378 MB)
@  1224s  (total 11 workers using 19595 MB)
@  1235s  (total 11 workers using 19570 MB)
@  1246s  (total 11 workers using 19866 MB)
@  1257s  (total 11 workers using 19970 MB)
@  1268s  (total 11 workers using 19764 MB)
@  1279s  (total 11 workers using 20088 MB)
@  1290s  (total 11 workers using 20048 MB)
@  1301s  (total 11 workers using 20054 MB)
@  1312s  (total 11 workers using 20347 MB)
@  1323s  (total 11 workers using 20558 MB)
@  1334s  (total 11 workers using 20747 MB)
@  1345s  (total 11 workers using 20394 MB)
@  1356s  (total 11 workers using 20571 MB)
@  1367s  (total 11 workers using 20812 MB)
@  1379s  (total 11 workers using 20968 MB)
@  1389s  (total 11 workers using 21415 MB)
@  1401s  (total 11 workers using 21339 MB)
@  1412s  (total 11 workers using 21077 MB)
@  1423s  (total 11 workers using 21240 MB)
@  1434s  (total 11 workers using 21231 MB)
@  1445s  (total 11 workers using 21528 MB)
@  1456s  (total 11 workers using 21417 MB)
@  1467s  (total 11 workers using 21791 MB)
@  1478s  (total 11 workers using 21612 MB)
@  1489s  (total 11 workers using 21656 MB)
@  1500s  (total 11 workers using 22251 MB)
@  1511s  (total 11 workers using 21801 MB)
@  1522s  (total 11 workers using 22242 MB)
@  1533s  (total 11 workers using 22556 MB)
@  1544s  (total 11 workers using 23056 MB)
@  1556s  (total 11 workers using 22426 MB)
@  1566s  (total 11 workers using 23266 MB)
@  1578s  (total 11 workers using 22845 MB)
@  1589s  (total 11 workers using 22644 MB)
@  1600s  (total 11 workers using 22930 MB)
@  1611s  (total 11 workers using 23112 MB)
@  1622s  (total 11 workers using 23203 MB)
@  1633s  (total 11 workers using 23519 MB)
@  1644s  (total 11 workers using 23523 MB)
@  1655s  (total 11 workers using 24109 MB)
@  1666s  (total 11 workers using 23302 MB)
@  1677s  (total 11 workers using 23625 MB)
@  1688s  (total 11 workers using 24004 MB)
@  1699s  (total 11 workers using 24253 MB)
@  1711s  (total 11 workers using 23993 MB)
@  1721s  (total 11 workers using 24513 MB)
@  1733s  (total 11 workers using 24319 MB)
@  1744s  (total 11 workers using 24474 MB)
@  1755s  (total 11 workers using 24393 MB)
@  1766s  (total 11 workers using 24799 MB)
@  1777s  (total 11 workers using 24866 MB)
@  1788s  (total 11 workers using 24626 MB)
@  1799s  (total 11 workers using 24729 MB)
@  1810s  (total 11 workers using 25162 MB)
@  1821s  (total 11 workers using 25016 MB)
@  1832s  (total 11 workers using 25150 MB)
@  1843s  (total 11 workers using 24703 MB)
@  1854s  (total 11 workers using 25677 MB)
@  1866s  (total 11 workers using 25082 MB)
@  1877s  (total 11 workers using 25416 MB)
@  1888s  (total 11 workers using 25800 MB)
@  1899s  (total 11 workers using 25734 MB)
@  1910s  (total 11 workers using 26023 MB)
@  1921s  (total 11 workers using 25912 MB)
@  1932s  (total 11 workers using 25527 MB)
@  1943s  (total 11 workers using 26220 MB)
@  1954s  (total 11 workers using 26051 MB)
@  1965s  (total 11 workers using 26383 MB)
@  1976s  (total 11 workers using 26310 MB)
@  1987s  (total 11 workers using 26490 MB)
@  1998s  (total 11 workers using 26733 MB)
@  2009s  (total 11 workers using 26742 MB)
@  2021s  (total 11 workers using 26402 MB)
@  2031s  (total 11 workers using 26712 MB)
@  2043s  (total 11 workers using 27358 MB)
@  2054s  (total 11 workers using 27310 MB)
@  2065s  (total 11 workers using 27156 MB)
@  2076s  (total 11 workers using 27342 MB)
@  2087s  (total 11 workers using 27414 MB)
@  2098s  (total 11 workers using 27300 MB)
@  2109s  (total 11 workers using 27659 MB)
@  2120s  (total 11 workers using 27602 MB)
@  2131s  (total 11 workers using 28171 MB)
@  2142s  (total 11 workers using 27850 MB)
@  2153s  (total 11 workers using 28209 MB)
@  2164s  (total 11 workers using 27988 MB)
@  2175s  (total 11 workers using 28443 MB)
@  2186s  (total 11 workers using 28115 MB)
@  2198s  (total 11 workers using 28981 MB)
@  2208s  (total 11 workers using 28258 MB)
@  2220s  (total 11 workers using 28304 MB)
@  2231s  (total 11 workers using 28824 MB)
@  2242s  (total 11 workers using 28531 MB)
@  2253s  (total 11 workers using 28856 MB)
@  2264s  (total 11 workers using 28919 MB)
@  2275s  (total 11 workers using 28844 MB)
@  2286s  (total 11 workers using 29219 MB)
@  2297s  (total 11 workers using 29662 MB)
@  2308s  (total 11 workers using 29020 MB)
@  2319s  (total 11 workers using 29743 MB)
@  2330s  (total 11 workers using 29650 MB)
@  2341s  (total 11 workers using 29605 MB)
@  2352s  (total 11 workers using 30132 MB)
@  2363s  (total 11 workers using 29491 MB)
@  2375s  (total 11 workers using 29882 MB)
@  2385s  (total 11 workers using 29674 MB)
@  2397s  (total 11 workers using 30394 MB)
@  2408s  (total 11 workers using 29937 MB)
@  2419s  (total 11 workers using 30500 MB)
@  2430s  (total 11 workers using 30370 MB)
@  2441s  (total 11 workers using 30415 MB)
@  2452s  (total 11 workers using 30092 MB)
@  2463s  (total 11 workers using 30006 MB)
@  2474s  (total 11 workers using 30463 MB)
@  2485s  (total 11 workers using 30490 MB)
@  2496s  (total 11 workers using 30697 MB)
@  2507s  (total 11 workers using 30699 MB)
@  2518s  (total 11 workers using 30873 MB)
@  2530s  (total 11 workers using 30705 MB)
@  2540s  (total 11 workers using 30979 MB)
@  2552s  (total 11 workers using 30996 MB)
@  2563s  (total 11 workers using 31131 MB)
@  2574s  (total 11 workers using 31122 MB)
@  2585s  (total 11 workers using 31030 MB)
@  2596s  (total 11 workers using 31208 MB)
@  2607s  (total 11 workers using 31380 MB)
@  2618s  (total 11 workers using 31184 MB)
@  2629s  (total 11 workers using 31235 MB)
@  2640s  (total 11 workers using 31248 MB)
@  2651s  (total 11 workers using 31793 MB)
@  2662s  (total 11 workers using 31232 MB)
@  2673s  (total 11 workers using 32195 MB)
@  2685s  (total 11 workers using 31648 MB)
@  2695s  (total 11 workers using 32052 MB)
@  2707s  (total 11 workers using 31892 MB)
@  2718s  (total 11 workers using 32525 MB)
@  2729s  (total 11 workers using 32446 MB)
@  2740s  (total 11 workers using 31966 MB)
@  2751s  (total 11 workers using 32641 MB)
@  2762s  (total 11 workers using 31996 MB)
@  2773s  (total 11 workers using 32858 MB)
@  2784s  (total 11 workers using 32667 MB)
@  2795s  (total 11 workers using 33264 MB)
@  2806s  (total 11 workers using 32819 MB)
@  2817s  (total 11 workers using 33196 MB)
@  2828s  (total 11 workers using 33063 MB)
@  2839s  (total 11 workers using 33966 MB)
@  2850s  (total 11 workers using 33347 MB)
@  2862s  (total 11 workers using 33697 MB)
@  2872s  (total 11 workers using 33523 MB)
@  2884s  (total 11 workers using 33452 MB)
@  2895s  (total 11 workers using 33724 MB)
@  2906s  (total 11 workers using 33855 MB)
@  2917s  (total 11 workers using 34306 MB)
@  2928s  (total 11 workers using 33663 MB)
@  2939s  (total 11 workers using 34349 MB)
@  2950s  (total 11 workers using 34458 MB)
@  2961s  (total 11 workers using 34184 MB)
@  2972s  (total 11 workers using 34672 MB)
@  2983s  (total 11 workers using 34211 MB)
@  2994s  (total 11 workers using 34042 MB)
@  3005s  (total 11 workers using 34056 MB)
@  3016s  (total 11 workers using 34164 MB)
@  3027s  (total 11 workers using 34711 MB)
@  3039s  (total 11 workers using 34238 MB)
@  3049s  (total 11 workers using 34715 MB)
@  3061s  (total 11 workers using 34929 MB)
@  3072s  (total 11 workers using 35193 MB)
@  3083s  (total 11 workers using 34990 MB)
@  3094s  (total 11 workers using 35357 MB)
@  3105s  (total 11 workers using 35091 MB)
@  3116s  (total 11 workers using 35263 MB)
@  3127s  (total 11 workers using 35066 MB)
@  3138s  (total 11 workers using 35136 MB)
@  3149s  (total 11 workers using 35324 MB)
@  3160s  (total 11 workers using 35261 MB)
@  3171s  (total 11 workers using 35450 MB)
@  3182s  (total 11 workers using 35586 MB)
@  3194s  (total 11 workers using 35677 MB)
@  3204s  (total 11 workers using 35111 MB)
@  3216s  (total 11 workers using 35886 MB)
@  3227s  (total 11 workers using 36070 MB)
@  3238s  (total 11 workers using 35936 MB)
@  3249s  (total 11 workers using 36891 MB)
@  3260s  (total 11 workers using 36666 MB)
@  3271s  (total 11 workers using 36956 MB)
@  3282s  (total 11 workers using 36747 MB)
@  3293s  (total 11 workers using 37590 MB)
@  3304s  (total 11 workers using 37084 MB)
@  3315s  (total 11 workers using 37600 MB)
@  3326s  (total 11 workers using 37358 MB)
@  3337s  (total 11 workers using 37793 MB)
@  3349s  (total 11 workers using 37586 MB)
@  3360s  (total 11 workers using 38090 MB)
@  3371s  (total 11 workers using 37822 MB)
@  3382s  (total 11 workers using 37805 MB)
@  3393s  (total 11 workers using 38525 MB)
@  3404s  (total 11 workers using 38171 MB)
@  3415s  (total 11 workers using 38575 MB)
@  3426s  (total 11 workers using 38203 MB)
@  3437s  (total 11 workers using 39112 MB)
@  3448s  (total 11 workers using 38223 MB)
@  3459s  (total 11 workers using 38083 MB)
@  3470s  (total 11 workers using 38765 MB)
@  3481s  (total 11 workers using 38411 MB)
@  3492s  (total 11 workers using 38037 MB)
@  3504s  (total 11 workers using 38396 MB)
@  3514s  (total 11 workers using 38988 MB)
@  3526s  (total 11 workers using 39118 MB)
@  3537s  (total 11 workers using 39128 MB)
@  3548s  (total 11 workers using 38676 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3557s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3557s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3558s  (total 1 workers using 6253 MB)
@  3569s  (total 1 workers using 6253 MB)
@  3573s  (stopping all workers)
@  3573s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3573s  (copied results from worker 0 in /tmp//pr_test)
@  3573s  [0;30;47m(proof race finished with answer unknown in 3572.84 seconds)[m
unknown
c done
