c host: c3n05
c start: Fri Oct 18 23:00:58 CEST 2019
c arrayjobid: 17567257
c jobid: 17567725
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r1-p074.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567725.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   305s  (total 11 workers using 7775 MB)
@   316s  (total 11 workers using 7967 MB)
@   327s  (total 11 workers using 8260 MB)
@   338s  (total 11 workers using 8350 MB)
@   349s  (total 11 workers using 8340 MB)
@   360s  (total 11 workers using 8616 MB)
@   371s  (total 11 workers using 8914 MB)
@   382s  (total 11 workers using 8985 MB)
@   393s  (total 11 workers using 9092 MB)
@   404s  (total 11 workers using 9240 MB)
@   415s  (total 11 workers using 9385 MB)
@   427s  (total 11 workers using 9468 MB)
@   437s  (total 11 workers using 9605 MB)
@   449s  (total 11 workers using 9729 MB)
@   460s  (total 11 workers using 9687 MB)
@   471s  (total 11 workers using 9879 MB)
@   482s  (total 11 workers using 9824 MB)
@   493s  (total 11 workers using 9884 MB)
@   504s  (total 11 workers using 9973 MB)
@   515s  (total 11 workers using 10211 MB)
@   526s  (total 11 workers using 10416 MB)
@   537s  (total 11 workers using 10574 MB)
@   548s  (total 11 workers using 10558 MB)
@   559s  (total 11 workers using 10627 MB)
@   570s  (total 11 workers using 10827 MB)
@   581s  (total 11 workers using 10929 MB)
@   592s  (total 11 workers using 10947 MB)
@   604s  (total 11 workers using 10991 MB)
@   614s  (total 11 workers using 10966 MB)
@   626s  (total 11 workers using 11087 MB)
@   637s  (total 11 workers using 11465 MB)
@   648s  (total 11 workers using 11415 MB)
@   659s  (total 11 workers using 11512 MB)
@   670s  (total 11 workers using 11697 MB)
@   681s  (total 11 workers using 11699 MB)
@   692s  (total 11 workers using 11955 MB)
@   703s  (total 11 workers using 12064 MB)
@   714s  (total 11 workers using 12211 MB)
@   725s  (total 11 workers using 12304 MB)
@   736s  (total 11 workers using 12295 MB)
@   747s  (total 11 workers using 12339 MB)
@   758s  (total 11 workers using 12381 MB)
@   769s  (total 11 workers using 12493 MB)
@   780s  (total 11 workers using 12504 MB)
@   791s  (total 11 workers using 12606 MB)
@   803s  (total 11 workers using 12766 MB)
@   814s  (total 11 workers using 12807 MB)
@   825s  (total 11 workers using 12919 MB)
@   836s  (total 11 workers using 13037 MB)
@   847s  (total 11 workers using 12960 MB)
@   858s  (total 11 workers using 13350 MB)
@   869s  (total 11 workers using 13324 MB)
@   880s  (total 11 workers using 13606 MB)
@   891s  (total 11 workers using 13628 MB)
@   902s  (total 11 workers using 13627 MB)
@   913s  (total 11 workers using 13675 MB)
@   924s  (total 11 workers using 13674 MB)
@   935s  (total 11 workers using 14086 MB)
@   946s  (total 11 workers using 14105 MB)
@   958s  (total 11 workers using 13982 MB)
@   968s  (total 11 workers using 14084 MB)
@   980s  (total 11 workers using 14147 MB)
@   990s  (total 11 workers using 14184 MB)
@  1002s  (total 11 workers using 14245 MB)
@  1013s  (total 11 workers using 14738 MB)
@  1024s  (total 11 workers using 14958 MB)
@  1035s  (total 11 workers using 14583 MB)
@  1046s  (total 11 workers using 14811 MB)
@  1057s  (total 11 workers using 14808 MB)
@  1068s  (total 11 workers using 14922 MB)
@  1079s  (total 11 workers using 15026 MB)
@  1090s  (total 11 workers using 15169 MB)
@  1101s  (total 11 workers using 15135 MB)
@  1112s  (total 11 workers using 15019 MB)
@  1123s  (total 11 workers using 15592 MB)
@  1134s  (total 11 workers using 15593 MB)
@  1145s  (total 11 workers using 15362 MB)
@  1156s  (total 11 workers using 15489 MB)
@  1167s  (total 11 workers using 15515 MB)
@  1178s  (total 11 workers using 15906 MB)
@  1189s  (total 11 workers using 15702 MB)
@  1200s  (total 11 workers using 15974 MB)
@  1211s  (total 11 workers using 16143 MB)
@  1222s  (total 11 workers using 16038 MB)
@  1233s  (total 11 workers using 16273 MB)
@  1244s  (total 11 workers using 16278 MB)
@  1255s  (total 11 workers using 16286 MB)
@  1267s  (total 11 workers using 16405 MB)
@  1277s  (total 11 workers using 16327 MB)
@  1289s  (total 11 workers using 16517 MB)
@  1300s  (total 11 workers using 16480 MB)
@  1311s  (total 11 workers using 16551 MB)
@  1322s  (total 11 workers using 16728 MB)
@  1333s  (total 11 workers using 16808 MB)
@  1344s  (total 11 workers using 17064 MB)
@  1355s  (total 11 workers using 17028 MB)
@  1366s  (total 11 workers using 17038 MB)
@  1377s  (total 11 workers using 17280 MB)
@  1388s  (total 11 workers using 17171 MB)
@  1399s  (total 11 workers using 17282 MB)
@  1410s  (total 11 workers using 17540 MB)
@  1421s  (total 11 workers using 17412 MB)
@  1432s  (total 11 workers using 17596 MB)
@  1443s  (total 11 workers using 17465 MB)
@  1454s  (total 11 workers using 17672 MB)
@  1466s  (total 11 workers using 17839 MB)
@  1477s  (total 11 workers using 17854 MB)
@  1488s  (total 11 workers using 17953 MB)
@  1499s  (total 11 workers using 18289 MB)
@  1510s  (total 11 workers using 17887 MB)
@  1521s  (total 11 workers using 18250 MB)
@  1532s  (total 11 workers using 18370 MB)
@  1543s  (total 11 workers using 18356 MB)
@  1555s  (total 11 workers using 18497 MB)
@  1566s  (total 11 workers using 18653 MB)
@  1577s  (total 11 workers using 18518 MB)
@  1588s  (total 11 workers using 18587 MB)
@  1599s  (total 11 workers using 18784 MB)
@  1610s  (total 11 workers using 18859 MB)
@  1621s  (total 11 workers using 18722 MB)
@  1632s  (total 11 workers using 18924 MB)
@  1644s  (total 11 workers using 18815 MB)
@  1654s  (total 11 workers using 19146 MB)
@  1666s  (total 11 workers using 19103 MB)
@  1677s  (total 11 workers using 19116 MB)
@  1688s  (total 11 workers using 19384 MB)
@  1699s  (total 11 workers using 19709 MB)
@  1710s  (total 11 workers using 19361 MB)
@  1721s  (total 11 workers using 19606 MB)
@  1732s  (total 11 workers using 19461 MB)
@  1743s  (total 11 workers using 19753 MB)
@  1755s  (total 11 workers using 19559 MB)
@  1766s  (total 11 workers using 19879 MB)
@  1777s  (total 11 workers using 20078 MB)
@  1788s  (total 11 workers using 19944 MB)
@  1799s  (total 11 workers using 20023 MB)
@  1810s  (total 11 workers using 20443 MB)
@  1821s  (total 11 workers using 20286 MB)
@  1832s  (total 11 workers using 20447 MB)
@  1844s  (total 11 workers using 20592 MB)
@  1855s  (total 11 workers using 20540 MB)
@  1866s  (total 11 workers using 20619 MB)
@  1877s  (total 11 workers using 20735 MB)
@  1888s  (total 11 workers using 20790 MB)
@  1899s  (total 11 workers using 21031 MB)
@  1910s  (total 11 workers using 20861 MB)
@  1921s  (total 11 workers using 21105 MB)
@  1933s  (total 11 workers using 21478 MB)
@  1944s  (total 11 workers using 21200 MB)
@  1955s  (total 11 workers using 21660 MB)
@  1966s  (total 11 workers using 21834 MB)
@  1977s  (total 11 workers using 21468 MB)
@  1988s  (total 11 workers using 22026 MB)
@  1999s  (total 11 workers using 21810 MB)
@  2010s  (total 11 workers using 21590 MB)
@  2021s  (total 11 workers using 22093 MB)
@  2032s  (total 11 workers using 21681 MB)
@  2043s  (total 11 workers using 21721 MB)
@  2054s  (total 11 workers using 22306 MB)
@  2065s  (total 11 workers using 21854 MB)
@  2076s  (total 11 workers using 22364 MB)
@  2087s  (total 11 workers using 22196 MB)
@  2098s  (total 11 workers using 22112 MB)
@  2110s  (total 11 workers using 22678 MB)
@  2120s  (total 11 workers using 22298 MB)
@  2132s  (total 11 workers using 22032 MB)
@  2143s  (total 11 workers using 22827 MB)
@  2154s  (total 11 workers using 22402 MB)
@  2165s  (total 11 workers using 23044 MB)
@  2176s  (total 11 workers using 23071 MB)
@  2187s  (total 11 workers using 22646 MB)
@  2198s  (total 11 workers using 23292 MB)
@  2209s  (total 11 workers using 23109 MB)
@  2220s  (total 11 workers using 23084 MB)
@  2231s  (total 11 workers using 22975 MB)
@  2242s  (total 11 workers using 22840 MB)
@  2253s  (total 11 workers using 23341 MB)
@  2264s  (total 11 workers using 23025 MB)
@  2275s  (total 11 workers using 23548 MB)
@  2286s  (total 11 workers using 23289 MB)
@  2297s  (total 11 workers using 23686 MB)
@  2308s  (total 11 workers using 23606 MB)
@  2319s  (total 11 workers using 24067 MB)
@  2330s  (total 11 workers using 23829 MB)
@  2341s  (total 11 workers using 23842 MB)
@  2352s  (total 11 workers using 24598 MB)
@  2363s  (total 11 workers using 24004 MB)
@  2375s  (total 11 workers using 24173 MB)
@  2385s  (total 11 workers using 23965 MB)
@  2397s  (total 11 workers using 24511 MB)
@  2408s  (total 11 workers using 24191 MB)
@  2419s  (total 11 workers using 24130 MB)
@  2430s  (total 11 workers using 24413 MB)
@  2441s  (total 11 workers using 24317 MB)
@  2452s  (total 11 workers using 24709 MB)
@  2463s  (total 11 workers using 24467 MB)
@  2474s  (total 11 workers using 24598 MB)
@  2485s  (total 11 workers using 24605 MB)
@  2496s  (total 11 workers using 24574 MB)
@  2507s  (total 11 workers using 24593 MB)
@  2518s  (total 11 workers using 24447 MB)
@  2529s  (total 11 workers using 25046 MB)
@  2540s  (total 11 workers using 24739 MB)
@  2551s  (total 11 workers using 25348 MB)
@  2562s  (total 11 workers using 25088 MB)
@  2573s  (total 11 workers using 25400 MB)
@  2584s  (total 11 workers using 25429 MB)
@  2596s  (total 11 workers using 25314 MB)
@  2606s  (total 11 workers using 25623 MB)
@  2618s  (total 11 workers using 25484 MB)
@  2629s  (total 11 workers using 25605 MB)
@  2640s  (total 11 workers using 25659 MB)
@  2651s  (total 11 workers using 25963 MB)
@  2662s  (total 11 workers using 25803 MB)
@  2673s  (total 11 workers using 25829 MB)
@  2684s  (total 11 workers using 26101 MB)
@  2695s  (total 11 workers using 26068 MB)
@  2706s  (total 11 workers using 26316 MB)
@  2717s  (total 11 workers using 26070 MB)
@  2728s  (total 11 workers using 26202 MB)
@  2739s  (total 11 workers using 26047 MB)
@  2750s  (total 11 workers using 26422 MB)
@  2761s  (total 11 workers using 26336 MB)
@  2772s  (total 11 workers using 26729 MB)
@  2783s  (total 11 workers using 26421 MB)
@  2794s  (total 11 workers using 26701 MB)
@  2805s  (total 11 workers using 26542 MB)
@  2816s  (total 11 workers using 27032 MB)
@  2827s  (total 11 workers using 26996 MB)
@  2838s  (total 11 workers using 26707 MB)
@  2849s  (total 11 workers using 26794 MB)
@  2860s  (total 11 workers using 27007 MB)
@  2871s  (total 11 workers using 26945 MB)
@  2882s  (total 11 workers using 27380 MB)
@  2893s  (total 11 workers using 26905 MB)
@  2905s  (total 11 workers using 27235 MB)
@  2916s  (total 11 workers using 27181 MB)
@  2927s  (total 11 workers using 27437 MB)
@  2938s  (total 11 workers using 27181 MB)
@  2949s  (total 11 workers using 27423 MB)
@  2960s  (total 11 workers using 27276 MB)
@  2971s  (total 11 workers using 27305 MB)
@  2982s  (total 11 workers using 27334 MB)
@  2993s  (total 11 workers using 27626 MB)
@  3004s  (total 11 workers using 27360 MB)
@  3015s  (total 11 workers using 27601 MB)
@  3026s  (total 11 workers using 27417 MB)
@  3038s  (total 11 workers using 27928 MB)
@  3049s  (total 11 workers using 27654 MB)
@  3060s  (total 11 workers using 27965 MB)
@  3071s  (total 11 workers using 27617 MB)
@  3082s  (total 11 workers using 27691 MB)
@  3093s  (total 11 workers using 27992 MB)
@  3104s  (total 11 workers using 27859 MB)
@  3115s  (total 11 workers using 28003 MB)
@  3127s  (total 11 workers using 27869 MB)
@  3137s  (total 11 workers using 28311 MB)
@  3149s  (total 11 workers using 28036 MB)
@  3160s  (total 11 workers using 28440 MB)
@  3171s  (total 11 workers using 28245 MB)
@  3182s  (total 11 workers using 28562 MB)
@  3193s  (total 11 workers using 28282 MB)
@  3204s  (total 11 workers using 28602 MB)
@  3215s  (total 11 workers using 28880 MB)
@  3226s  (total 11 workers using 28506 MB)
@  3238s  (total 11 workers using 28539 MB)
@  3248s  (total 11 workers using 28616 MB)
@  3260s  (total 11 workers using 28523 MB)
@  3271s  (total 11 workers using 28525 MB)
@  3282s  (total 11 workers using 28581 MB)
@  3293s  (total 11 workers using 28611 MB)
@  3304s  (total 11 workers using 28681 MB)
@  3315s  (total 11 workers using 29135 MB)
@  3326s  (total 11 workers using 29597 MB)
@  3337s  (total 11 workers using 29082 MB)
@  3349s  (total 11 workers using 29540 MB)
@  3359s  (total 11 workers using 29142 MB)
@  3371s  (total 11 workers using 29128 MB)
@  3382s  (total 11 workers using 29932 MB)
@  3393s  (total 11 workers using 29443 MB)
@  3404s  (total 11 workers using 30091 MB)
@  3415s  (total 11 workers using 30225 MB)
@  3426s  (total 11 workers using 29760 MB)
@  3437s  (total 11 workers using 29767 MB)
@  3448s  (total 11 workers using 29516 MB)
@  3460s  (total 11 workers using 29927 MB)
@  3471s  (total 11 workers using 29965 MB)
@  3482s  (total 11 workers using 30159 MB)
@  3493s  (total 11 workers using 30182 MB)
@  3504s  (total 11 workers using 30106 MB)
@  3515s  (total 11 workers using 30848 MB)
@  3526s  (total 11 workers using 30100 MB)
@  3537s  (total 11 workers using 30713 MB)
@  3549s  (total 11 workers using 30385 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3556s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3556s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3559s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3559s  (total 1 workers using 2845 MB)
@  3569s  (total 1 workers using 2845 MB)
@  3573s  (stopping all workers)
@  3573s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3574s  (copied results from worker 0 in /tmp//pr_test)
@  3574s  [0;30;47m(proof race finished with answer unknown in 3573.57 seconds)[m
unknown
c done
