c host: c3n30
c start: Fri Oct 18 22:18:43 CEST 2019
c arrayjobid: 17567257
c jobid: 17567671
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r0-p031.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567671.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   304s  (total 11 workers using 6752 MB)
@   315s  (total 11 workers using 6838 MB)
@   326s  (total 11 workers using 7258 MB)
@   337s  (total 11 workers using 7422 MB)
@   348s  (total 11 workers using 7574 MB)
@   359s  (total 11 workers using 7740 MB)
@   370s  (total 11 workers using 7761 MB)
@   381s  (total 11 workers using 8103 MB)
@   392s  (total 11 workers using 8518 MB)
@   404s  (total 11 workers using 8675 MB)
@   414s  (total 11 workers using 8863 MB)
@   426s  (total 11 workers using 8934 MB)
@   437s  (total 11 workers using 9062 MB)
@   448s  (total 11 workers using 9228 MB)
@   459s  (total 11 workers using 9433 MB)
@   470s  (total 11 workers using 9438 MB)
@   481s  (total 11 workers using 9571 MB)
@   492s  (total 11 workers using 9802 MB)
@   503s  (total 11 workers using 10026 MB)
@   514s  (total 11 workers using 10145 MB)
@   525s  (total 11 workers using 10262 MB)
@   536s  (total 11 workers using 10332 MB)
@   547s  (total 11 workers using 10564 MB)
@   558s  (total 11 workers using 10527 MB)
@   569s  (total 11 workers using 10905 MB)
@   581s  (total 11 workers using 10996 MB)
@   591s  (total 11 workers using 11072 MB)
@   603s  (total 11 workers using 11193 MB)
@   614s  (total 11 workers using 11464 MB)
@   625s  (total 11 workers using 11571 MB)
@   636s  (total 11 workers using 11717 MB)
@   647s  (total 11 workers using 11710 MB)
@   658s  (total 11 workers using 11731 MB)
@   669s  (total 11 workers using 12029 MB)
@   680s  (total 11 workers using 12101 MB)
@   692s  (total 11 workers using 12403 MB)
@   702s  (total 11 workers using 12630 MB)
@   714s  (total 11 workers using 12608 MB)
@   725s  (total 11 workers using 12739 MB)
@   736s  (total 11 workers using 12832 MB)
@   747s  (total 11 workers using 12972 MB)
@   758s  (total 11 workers using 13021 MB)
@   769s  (total 11 workers using 12893 MB)
@   780s  (total 11 workers using 13478 MB)
@   791s  (total 11 workers using 13672 MB)
@   802s  (total 11 workers using 13878 MB)
@   813s  (total 11 workers using 13927 MB)
@   824s  (total 11 workers using 14013 MB)
@   835s  (total 11 workers using 14090 MB)
@   846s  (total 11 workers using 14246 MB)
@   857s  (total 11 workers using 14510 MB)
@   868s  (total 11 workers using 14614 MB)
@   879s  (total 11 workers using 14820 MB)
@   890s  (total 11 workers using 14678 MB)
@   901s  (total 11 workers using 14943 MB)
@   912s  (total 11 workers using 15086 MB)
@   923s  (total 11 workers using 15286 MB)
@   934s  (total 11 workers using 15381 MB)
@   945s  (total 11 workers using 15397 MB)
@   956s  (total 11 workers using 15505 MB)
@   967s  (total 11 workers using 15778 MB)
@   979s  (total 11 workers using 15834 MB)
@   989s  (total 11 workers using 15955 MB)
@  1001s  (total 11 workers using 16085 MB)
@  1012s  (total 11 workers using 16225 MB)
@  1023s  (total 11 workers using 16379 MB)
@  1034s  (total 11 workers using 16416 MB)
@  1045s  (total 11 workers using 16423 MB)
@  1056s  (total 11 workers using 16700 MB)
@  1067s  (total 11 workers using 16557 MB)
@  1078s  (total 11 workers using 16929 MB)
@  1089s  (total 11 workers using 17117 MB)
@  1100s  (total 11 workers using 17299 MB)
@  1111s  (total 11 workers using 17318 MB)
@  1122s  (total 11 workers using 17398 MB)
@  1133s  (total 11 workers using 17466 MB)
@  1144s  (total 11 workers using 17570 MB)
@  1155s  (total 11 workers using 18004 MB)
@  1166s  (total 11 workers using 17802 MB)
@  1177s  (total 11 workers using 18200 MB)
@  1188s  (total 11 workers using 18113 MB)
@  1200s  (total 11 workers using 18467 MB)
@  1210s  (total 11 workers using 18526 MB)
@  1222s  (total 11 workers using 18634 MB)
@  1232s  (total 11 workers using 18783 MB)
@  1244s  (total 11 workers using 18814 MB)
@  1255s  (total 11 workers using 19008 MB)
@  1266s  (total 11 workers using 19104 MB)
@  1277s  (total 11 workers using 19232 MB)
@  1288s  (total 11 workers using 19332 MB)
@  1299s  (total 11 workers using 19283 MB)
@  1310s  (total 11 workers using 19662 MB)
@  1321s  (total 11 workers using 19686 MB)
@  1332s  (total 11 workers using 20003 MB)
@  1343s  (total 11 workers using 19978 MB)
@  1354s  (total 11 workers using 20033 MB)
@  1365s  (total 11 workers using 20066 MB)
@  1376s  (total 11 workers using 20228 MB)
@  1387s  (total 11 workers using 20364 MB)
@  1398s  (total 11 workers using 20481 MB)
@  1409s  (total 11 workers using 20693 MB)
@  1420s  (total 11 workers using 20588 MB)
@  1431s  (total 11 workers using 20725 MB)
@  1442s  (total 11 workers using 20841 MB)
@  1453s  (total 11 workers using 20981 MB)
@  1464s  (total 11 workers using 21251 MB)
@  1475s  (total 11 workers using 21028 MB)
@  1486s  (total 11 workers using 21393 MB)
@  1497s  (total 11 workers using 21315 MB)
@  1509s  (total 11 workers using 21643 MB)
@  1519s  (total 11 workers using 21936 MB)
@  1531s  (total 11 workers using 21774 MB)
@  1541s  (total 11 workers using 21996 MB)
@  1553s  (total 11 workers using 22254 MB)
@  1564s  (total 11 workers using 22201 MB)
@  1575s  (total 11 workers using 22462 MB)
@  1586s  (total 11 workers using 22357 MB)
@  1597s  (total 11 workers using 22511 MB)
@  1608s  (total 11 workers using 22667 MB)
@  1619s  (total 11 workers using 22593 MB)
@  1630s  (total 11 workers using 22853 MB)
@  1641s  (total 11 workers using 22986 MB)
@  1652s  (total 11 workers using 23071 MB)
@  1663s  (total 11 workers using 23451 MB)
@  1674s  (total 11 workers using 23275 MB)
@  1685s  (total 11 workers using 23389 MB)
@  1696s  (total 11 workers using 23433 MB)
@  1707s  (total 11 workers using 23560 MB)
@  1718s  (total 11 workers using 23905 MB)
@  1729s  (total 11 workers using 23827 MB)
@  1740s  (total 11 workers using 23657 MB)
@  1751s  (total 11 workers using 24302 MB)
@  1762s  (total 11 workers using 24209 MB)
@  1774s  (total 11 workers using 24272 MB)
@  1784s  (total 11 workers using 24555 MB)
@  1796s  (total 11 workers using 24475 MB)
@  1807s  (total 11 workers using 24632 MB)
@  1818s  (total 11 workers using 24734 MB)
@  1829s  (total 11 workers using 24684 MB)
@  1840s  (total 11 workers using 24953 MB)
@  1851s  (total 11 workers using 25055 MB)
@  1862s  (total 11 workers using 25063 MB)
@  1873s  (total 11 workers using 25065 MB)
@  1884s  (total 11 workers using 25044 MB)
@  1895s  (total 11 workers using 25109 MB)
@  1906s  (total 11 workers using 25387 MB)
@  1917s  (total 11 workers using 25038 MB)
@  1928s  (total 11 workers using 25616 MB)
@  1939s  (total 11 workers using 25669 MB)
@  1950s  (total 11 workers using 25634 MB)
@  1961s  (total 11 workers using 25858 MB)
@  1972s  (total 11 workers using 25969 MB)
@  1983s  (total 11 workers using 25719 MB)
@  1994s  (total 11 workers using 25950 MB)
@  2005s  (total 11 workers using 25690 MB)
@  2016s  (total 11 workers using 26062 MB)
@  2027s  (total 11 workers using 25714 MB)
@  2039s  (total 11 workers using 26274 MB)
@  2049s  (total 11 workers using 26124 MB)
@  2061s  (total 11 workers using 25875 MB)
@  2072s  (total 11 workers using 26317 MB)
@  2083s  (total 11 workers using 26272 MB)
@  2094s  (total 11 workers using 26098 MB)
@  2105s  (total 11 workers using 26358 MB)
@  2116s  (total 11 workers using 26352 MB)
@  2127s  (total 11 workers using 26471 MB)
@  2138s  (total 11 workers using 26805 MB)
@  2149s  (total 11 workers using 26531 MB)
@  2160s  (total 11 workers using 26787 MB)
@  2171s  (total 11 workers using 27004 MB)
@  2182s  (total 11 workers using 26935 MB)
@  2193s  (total 11 workers using 26647 MB)
@  2204s  (total 11 workers using 26917 MB)
@  2215s  (total 11 workers using 27104 MB)
@  2226s  (total 11 workers using 27138 MB)
@  2237s  (total 11 workers using 27329 MB)
@  2248s  (total 11 workers using 26911 MB)
@  2260s  (total 11 workers using 27397 MB)
@  2270s  (total 11 workers using 27413 MB)
@  2282s  (total 11 workers using 27701 MB)
@  2293s  (total 11 workers using 28052 MB)
@  2304s  (total 11 workers using 27808 MB)
@  2315s  (total 11 workers using 27929 MB)
@  2326s  (total 11 workers using 28146 MB)
@  2337s  (total 11 workers using 28239 MB)
@  2348s  (total 11 workers using 28282 MB)
@  2359s  (total 11 workers using 28087 MB)
@  2370s  (total 11 workers using 28348 MB)
@  2381s  (total 11 workers using 28231 MB)
@  2392s  (total 11 workers using 28224 MB)
@  2403s  (total 11 workers using 28522 MB)
@  2414s  (total 11 workers using 28366 MB)
@  2425s  (total 11 workers using 28600 MB)
@  2436s  (total 11 workers using 28403 MB)
@  2447s  (total 11 workers using 28822 MB)
@  2458s  (total 11 workers using 28627 MB)
@  2469s  (total 11 workers using 28730 MB)
@  2480s  (total 11 workers using 28970 MB)
@  2491s  (total 11 workers using 28696 MB)
@  2503s  (total 11 workers using 29321 MB)
@  2513s  (total 11 workers using 28957 MB)
@  2525s  (total 11 workers using 29041 MB)
@  2535s  (total 11 workers using 29104 MB)
@  2547s  (total 11 workers using 29171 MB)
@  2558s  (total 11 workers using 29025 MB)
@  2569s  (total 11 workers using 29719 MB)
@  2580s  (total 11 workers using 29238 MB)
@  2591s  (total 11 workers using 29911 MB)
@  2602s  (total 11 workers using 29473 MB)
@  2613s  (total 11 workers using 29987 MB)
@  2624s  (total 11 workers using 30039 MB)
@  2635s  (total 11 workers using 29932 MB)
@  2646s  (total 11 workers using 29911 MB)
@  2657s  (total 11 workers using 30059 MB)
@  2668s  (total 11 workers using 30157 MB)
@  2679s  (total 11 workers using 30667 MB)
@  2690s  (total 11 workers using 30532 MB)
@  2701s  (total 11 workers using 30762 MB)
@  2712s  (total 11 workers using 30189 MB)
@  2723s  (total 11 workers using 30680 MB)
@  2734s  (total 11 workers using 30453 MB)
@  2745s  (total 11 workers using 30574 MB)
@  2756s  (total 11 workers using 30804 MB)
@  2767s  (total 11 workers using 30758 MB)
@  2778s  (total 11 workers using 30451 MB)
@  2789s  (total 11 workers using 30730 MB)
@  2800s  (total 11 workers using 30746 MB)
@  2811s  (total 11 workers using 31023 MB)
@  2822s  (total 11 workers using 30858 MB)
@  2833s  (total 11 workers using 31134 MB)
@  2844s  (total 11 workers using 30924 MB)
@  2855s  (total 11 workers using 31176 MB)
@  2866s  (total 11 workers using 31222 MB)
@  2877s  (total 11 workers using 31474 MB)
@  2888s  (total 11 workers using 31321 MB)
@  2899s  (total 11 workers using 31660 MB)
@  2910s  (total 11 workers using 31608 MB)
@  2921s  (total 11 workers using 31123 MB)
@  2932s  (total 11 workers using 31434 MB)
@  2943s  (total 11 workers using 31482 MB)
@  2954s  (total 11 workers using 31523 MB)
@  2965s  (total 11 workers using 31866 MB)
@  2976s  (total 11 workers using 31811 MB)
@  2987s  (total 11 workers using 32011 MB)
@  2998s  (total 11 workers using 32263 MB)
@  3009s  (total 11 workers using 32425 MB)
@  3020s  (total 11 workers using 32138 MB)
@  3031s  (total 11 workers using 32242 MB)
@  3042s  (total 11 workers using 32476 MB)
@  3053s  (total 11 workers using 32671 MB)
@  3064s  (total 11 workers using 32418 MB)
@  3075s  (total 11 workers using 32586 MB)
@  3086s  (total 11 workers using 32414 MB)
@  3097s  (total 11 workers using 32676 MB)
@  3108s  (total 11 workers using 32502 MB)
@  3119s  (total 11 workers using 32874 MB)
@  3130s  (total 11 workers using 32586 MB)
@  3142s  (total 11 workers using 32581 MB)
@  3152s  (total 11 workers using 33044 MB)
@  3164s  (total 11 workers using 32723 MB)
@  3174s  (total 11 workers using 32861 MB)
@  3186s  (total 11 workers using 32756 MB)
@  3196s  (total 11 workers using 32592 MB)
@  3208s  (total 11 workers using 33038 MB)
@  3218s  (total 11 workers using 33187 MB)
@  3230s  (total 11 workers using 33238 MB)
@  3240s  (total 11 workers using 33100 MB)
@  3252s  (total 11 workers using 33173 MB)
@  3262s  (total 11 workers using 33203 MB)
@  3274s  (total 11 workers using 33289 MB)
@  3284s  (total 11 workers using 33298 MB)
@  3296s  (total 11 workers using 33639 MB)
@  3306s  (total 11 workers using 33804 MB)
@  3318s  (total 11 workers using 33611 MB)
@  3328s  (total 11 workers using 33822 MB)
@  3340s  (total 11 workers using 33467 MB)
@  3351s  (total 11 workers using 33514 MB)
@  3362s  (total 11 workers using 33610 MB)
@  3373s  (total 11 workers using 33803 MB)
@  3384s  (total 11 workers using 33587 MB)
@  3395s  (total 11 workers using 33902 MB)
@  3406s  (total 11 workers using 34129 MB)
@  3417s  (total 11 workers using 33756 MB)
@  3428s  (total 11 workers using 34250 MB)
@  3439s  (total 11 workers using 34091 MB)
@  3450s  (total 11 workers using 34045 MB)
@  3461s  (total 11 workers using 34540 MB)
@  3472s  (total 11 workers using 34294 MB)
@  3483s  (total 11 workers using 34635 MB)
@  3494s  (total 11 workers using 34737 MB)
@  3505s  (total 11 workers using 34811 MB)
@  3516s  (total 11 workers using 34849 MB)
@  3527s  (total 11 workers using 34772 MB)
@  3538s  (total 11 workers using 35161 MB)
@  3549s  (total 11 workers using 34761 MB)
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3555s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3556s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3560s  (total 5 workers using 19047 MB)
@  3570s  (total 5 workers using 19047 MB)
@  3576s  (stopping all workers)
@  3576s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3576s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3576s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3576s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3576s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3577s  (copied results from worker 0 in /tmp//pr_test)
@  3577s  [0;30;47m(proof race finished with answer unknown in 3576.57 seconds)[m
unknown
c done
