c host: c3n32
c start: Fri Oct 18 23:28:27 CEST 2019
c arrayjobid: 17567257
c jobid: 17567742
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r0-p060.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567742.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   304s  (total 11 workers using 10235 MB)
@   316s  (total 11 workers using 10437 MB)
@   327s  (total 11 workers using 10516 MB)
@   338s  (total 11 workers using 10577 MB)
@   349s  (total 11 workers using 10671 MB)
@   360s  (total 11 workers using 10898 MB)
@   371s  (total 11 workers using 11059 MB)
@   382s  (total 11 workers using 11227 MB)
@   393s  (total 11 workers using 11547 MB)
@   404s  (total 11 workers using 11632 MB)
@   415s  (total 11 workers using 11866 MB)
@   426s  (total 11 workers using 12048 MB)
@   437s  (total 11 workers using 12081 MB)
@   448s  (total 11 workers using 12329 MB)
@   459s  (total 11 workers using 12592 MB)
@   470s  (total 11 workers using 12553 MB)
@   481s  (total 11 workers using 12832 MB)
@   493s  (total 11 workers using 12820 MB)
@   503s  (total 11 workers using 12846 MB)
@   515s  (total 11 workers using 13399 MB)
@   526s  (total 11 workers using 13290 MB)
@   537s  (total 11 workers using 13286 MB)
@   548s  (total 11 workers using 13476 MB)
@   559s  (total 11 workers using 13719 MB)
@   570s  (total 11 workers using 13844 MB)
@   581s  (total 11 workers using 13979 MB)
@   592s  (total 11 workers using 14279 MB)
@   604s  (total 11 workers using 14522 MB)
@   614s  (total 11 workers using 14596 MB)
@   626s  (total 11 workers using 14573 MB)
@   637s  (total 11 workers using 14910 MB)
@   648s  (total 11 workers using 14942 MB)
@   659s  (total 11 workers using 15366 MB)
@   670s  (total 11 workers using 15292 MB)
@   681s  (total 11 workers using 15507 MB)
@   693s  (total 11 workers using 15475 MB)
@   704s  (total 11 workers using 16046 MB)
@   715s  (total 11 workers using 16404 MB)
@   726s  (total 11 workers using 16451 MB)
@   737s  (total 11 workers using 16737 MB)
@   748s  (total 11 workers using 17066 MB)
@   759s  (total 11 workers using 17153 MB)
@   770s  (total 11 workers using 17444 MB)
@   782s  (total 11 workers using 17755 MB)
@   792s  (total 11 workers using 17570 MB)
@   804s  (total 11 workers using 17664 MB)
@   815s  (total 11 workers using 18028 MB)
@   826s  (total 11 workers using 18085 MB)
@   837s  (total 11 workers using 18199 MB)
@   848s  (total 11 workers using 18458 MB)
@   859s  (total 11 workers using 18660 MB)
@   871s  (total 11 workers using 18621 MB)
@   881s  (total 11 workers using 18603 MB)
@   893s  (total 11 workers using 18714 MB)
@   904s  (total 11 workers using 18910 MB)
@   915s  (total 11 workers using 19204 MB)
@   926s  (total 11 workers using 19492 MB)
@   937s  (total 11 workers using 19779 MB)
@   948s  (total 11 workers using 19847 MB)
@   959s  (total 11 workers using 19786 MB)
@   970s  (total 11 workers using 20080 MB)
@   981s  (total 11 workers using 20080 MB)
@   992s  (total 11 workers using 20353 MB)
@  1004s  (total 11 workers using 20876 MB)
@  1014s  (total 11 workers using 20663 MB)
@  1026s  (total 11 workers using 20539 MB)
@  1037s  (total 11 workers using 21038 MB)
@  1048s  (total 11 workers using 20604 MB)
@  1059s  (total 11 workers using 21056 MB)
@  1070s  (total 11 workers using 21214 MB)
@  1081s  (total 11 workers using 21606 MB)
@  1092s  (total 11 workers using 21454 MB)
@  1103s  (total 11 workers using 21655 MB)
@  1114s  (total 11 workers using 22145 MB)
@  1125s  (total 11 workers using 22450 MB)
@  1136s  (total 11 workers using 22012 MB)
@  1147s  (total 11 workers using 22135 MB)
@  1159s  (total 11 workers using 21872 MB)
@  1170s  (total 11 workers using 22878 MB)
@  1181s  (total 11 workers using 23303 MB)
@  1192s  (total 11 workers using 23151 MB)
@  1203s  (total 11 workers using 23242 MB)
@  1214s  (total 11 workers using 23803 MB)
@  1225s  (total 11 workers using 23837 MB)
@  1236s  (total 11 workers using 23932 MB)
@  1248s  (total 11 workers using 23853 MB)
@  1259s  (total 11 workers using 23939 MB)
@  1270s  (total 11 workers using 24731 MB)
@  1281s  (total 11 workers using 24949 MB)
@  1292s  (total 11 workers using 24827 MB)
@  1303s  (total 11 workers using 24351 MB)
@  1314s  (total 11 workers using 24634 MB)
@  1326s  (total 11 workers using 25071 MB)
@  1337s  (total 11 workers using 24428 MB)
@  1348s  (total 11 workers using 24667 MB)
@  1359s  (total 11 workers using 24808 MB)
@  1370s  (total 11 workers using 25478 MB)
@  1381s  (total 11 workers using 25918 MB)
@  1392s  (total 11 workers using 25523 MB)
@  1404s  (total 11 workers using 25611 MB)
@  1414s  (total 11 workers using 25953 MB)
@  1426s  (total 11 workers using 26078 MB)
@  1437s  (total 11 workers using 25821 MB)
@  1448s  (total 11 workers using 26154 MB)
@  1459s  (total 11 workers using 26640 MB)
@  1470s  (total 11 workers using 26651 MB)
@  1481s  (total 11 workers using 26489 MB)
@  1492s  (total 11 workers using 26859 MB)
@  1503s  (total 11 workers using 26711 MB)
@  1515s  (total 11 workers using 27136 MB)
@  1526s  (total 11 workers using 26789 MB)
@  1537s  (total 11 workers using 26954 MB)
@  1548s  (total 11 workers using 27815 MB)
@  1559s  (total 11 workers using 27468 MB)
@  1570s  (total 11 workers using 27359 MB)
@  1581s  (total 11 workers using 27658 MB)
@  1592s  (total 11 workers using 28091 MB)
@  1604s  (total 11 workers using 28008 MB)
@  1615s  (total 11 workers using 27897 MB)
@  1626s  (total 11 workers using 28158 MB)
@  1637s  (total 11 workers using 28507 MB)
@  1648s  (total 11 workers using 28260 MB)
@  1659s  (total 11 workers using 28447 MB)
@  1670s  (total 11 workers using 28754 MB)
@  1681s  (total 11 workers using 28706 MB)
@  1693s  (total 11 workers using 28468 MB)
@  1704s  (total 11 workers using 28611 MB)
@  1715s  (total 11 workers using 29105 MB)
@  1726s  (total 11 workers using 28822 MB)
@  1737s  (total 11 workers using 28923 MB)
@  1748s  (total 11 workers using 29825 MB)
@  1759s  (total 11 workers using 29943 MB)
@  1770s  (total 11 workers using 29559 MB)
@  1781s  (total 11 workers using 30129 MB)
@  1792s  (total 11 workers using 30651 MB)
@  1804s  (total 11 workers using 29983 MB)
@  1815s  (total 11 workers using 30999 MB)
@  1826s  (total 11 workers using 30930 MB)
@  1837s  (total 11 workers using 30839 MB)
@  1848s  (total 11 workers using 30360 MB)
@  1859s  (total 11 workers using 30901 MB)
@  1870s  (total 11 workers using 31251 MB)
@  1881s  (total 11 workers using 30295 MB)
@  1893s  (total 11 workers using 31030 MB)
@  1904s  (total 11 workers using 31336 MB)
@  1915s  (total 11 workers using 31852 MB)
@  1926s  (total 11 workers using 31098 MB)
@  1937s  (total 11 workers using 31861 MB)
@  1948s  (total 11 workers using 30634 MB)
@  1959s  (total 11 workers using 31271 MB)
@  1970s  (total 11 workers using 32243 MB)
@  1982s  (total 11 workers using 32155 MB)
@  1993s  (total 11 workers using 32041 MB)
@  2004s  (total 11 workers using 32528 MB)
@  2015s  (total 11 workers using 32445 MB)
@  2026s  (total 11 workers using 32160 MB)
@  2037s  (total 11 workers using 32409 MB)
@  2048s  (total 11 workers using 32535 MB)
@  2059s  (total 11 workers using 32313 MB)
@  2071s  (total 11 workers using 32852 MB)
@  2082s  (total 11 workers using 32692 MB)
@  2093s  (total 11 workers using 32944 MB)
@  2104s  (total 11 workers using 33564 MB)
@  2115s  (total 11 workers using 32936 MB)
@  2126s  (total 11 workers using 33118 MB)
@  2137s  (total 11 workers using 33563 MB)
@  2148s  (total 11 workers using 33076 MB)
@  2160s  (total 11 workers using 33423 MB)
@  2171s  (total 11 workers using 33839 MB)
@  2182s  (total 11 workers using 33251 MB)
@  2193s  (total 11 workers using 33739 MB)
@  2204s  (total 11 workers using 34332 MB)
@  2215s  (total 11 workers using 33448 MB)
@  2226s  (total 11 workers using 33953 MB)
@  2237s  (total 11 workers using 34797 MB)
@  2248s  (total 11 workers using 34409 MB)
@  2259s  (total 11 workers using 34761 MB)
@  2271s  (total 11 workers using 34925 MB)
@  2282s  (total 11 workers using 34680 MB)
@  2293s  (total 11 workers using 35540 MB)
@  2304s  (total 11 workers using 35095 MB)
@  2315s  (total 11 workers using 35433 MB)
@  2326s  (total 11 workers using 35508 MB)
@  2337s  (total 11 workers using 36032 MB)
@  2348s  (total 11 workers using 35936 MB)
@  2360s  (total 11 workers using 36897 MB)
@  2371s  (total 11 workers using 36723 MB)
@  2382s  (total 11 workers using 36181 MB)
@  2393s  (total 11 workers using 36754 MB)
@  2404s  (total 11 workers using 36033 MB)
@  2415s  (total 11 workers using 36803 MB)
@  2426s  (total 11 workers using 36254 MB)
@  2437s  (total 11 workers using 36330 MB)
@  2449s  (total 11 workers using 36859 MB)
@  2460s  (total 11 workers using 36024 MB)
@  2471s  (total 11 workers using 36324 MB)
@  2482s  (total 11 workers using 36841 MB)
@  2493s  (total 11 workers using 36871 MB)
@  2504s  (total 11 workers using 36138 MB)
@  2515s  (total 11 workers using 36688 MB)
@  2526s  (total 11 workers using 36752 MB)
@  2538s  (total 11 workers using 36893 MB)
@  2549s  (total 11 workers using 37128 MB)
@  2560s  (total 11 workers using 37084 MB)
@  2571s  (total 11 workers using 38150 MB)
@  2582s  (total 11 workers using 37947 MB)
@  2593s  (total 11 workers using 37756 MB)
@  2604s  (total 11 workers using 38571 MB)
@  2615s  (total 11 workers using 38393 MB)
@  2626s  (total 11 workers using 39366 MB)
@  2637s  (total 11 workers using 38602 MB)
@  2648s  (total 11 workers using 39209 MB)
@  2659s  (total 11 workers using 39114 MB)
@  2670s  (total 11 workers using 38691 MB)
@  2681s  (total 11 workers using 38588 MB)
@  2693s  (total 11 workers using 39831 MB)
@  2703s  (total 11 workers using 39086 MB)
@  2715s  (total 11 workers using 39087 MB)
@  2726s  (total 11 workers using 38789 MB)
@  2737s  (total 11 workers using 39439 MB)
@  2748s  (total 11 workers using 39685 MB)
@  2759s  (total 11 workers using 38834 MB)
@  2770s  (total 11 workers using 38791 MB)
@  2781s  (total 11 workers using 39429 MB)
@  2792s  (total 11 workers using 39429 MB)
@  2803s  (total 11 workers using 39544 MB)
@  2814s  (total 11 workers using 39316 MB)
@  2825s  (total 11 workers using 39609 MB)
@  2836s  (total 11 workers using 40012 MB)
@  2847s  (total 11 workers using 39191 MB)
@  2858s  (total 11 workers using 39327 MB)
@  2870s  (total 11 workers using 39788 MB)
@  2881s  (total 11 workers using 40301 MB)
@  2892s  (total 11 workers using 40497 MB)
@  2903s  (total 11 workers using 40184 MB)
@  2914s  (total 11 workers using 41018 MB)
@  2925s  (total 11 workers using 40177 MB)
@  2936s  (total 11 workers using 40082 MB)
@  2947s  (total 11 workers using 36572 MB)
@  2949s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  2958s  (total 10 workers using 28088 MB)
@  2969s  (total 10 workers using 28032 MB)
@  2980s  (total 10 workers using 28057 MB)
@  2991s  (total 10 workers using 28112 MB)
@  3002s  (total 10 workers using 28206 MB)
@  3013s  (total 10 workers using 28226 MB)
@  3024s  (total 10 workers using 28186 MB)
@  3035s  (total 10 workers using 28208 MB)
@  3046s  (total 10 workers using 28612 MB)
@  3056s  (total 10 workers using 28712 MB)
@  3067s  (total 10 workers using 29050 MB)
@  3078s  (total 10 workers using 28929 MB)
@  3089s  (total 10 workers using 28719 MB)
@  3100s  (total 10 workers using 29092 MB)
@  3111s  (total 10 workers using 29253 MB)
@  3122s  (total 10 workers using 28671 MB)
@  3133s  (total 10 workers using 29033 MB)
@  3144s  (total 10 workers using 29526 MB)
@  3155s  (total 10 workers using 29352 MB)
@  3166s  (total 10 workers using 29508 MB)
@  3177s  (total 10 workers using 29720 MB)
@  3188s  (total 10 workers using 29698 MB)
@  3199s  (total 10 workers using 29715 MB)
@  3210s  (total 10 workers using 29749 MB)
@  3221s  (total 10 workers using 29860 MB)
@  3232s  (total 10 workers using 29902 MB)
@  3243s  (total 10 workers using 29943 MB)
@  3253s  (total 10 workers using 29762 MB)
@  3265s  (total 10 workers using 30119 MB)
@  3275s  (total 10 workers using 30157 MB)
@  3286s  (total 10 workers using 30120 MB)
@  3297s  (total 10 workers using 30153 MB)
@  3308s  (total 10 workers using 30261 MB)
@  3319s  (total 10 workers using 30260 MB)
@  3330s  (total 10 workers using 30326 MB)
@  3341s  (total 10 workers using 30425 MB)
@  3352s  (total 10 workers using 30461 MB)
@  3363s  (total 10 workers using 30698 MB)
@  3374s  (total 10 workers using 30783 MB)
@  3385s  (total 10 workers using 30876 MB)
@  3396s  (total 10 workers using 30851 MB)
@  3407s  (total 10 workers using 30880 MB)
@  3418s  (total 10 workers using 30914 MB)
@  3429s  (total 10 workers using 30964 MB)
@  3440s  (total 10 workers using 30992 MB)
@  3451s  (total 10 workers using 30986 MB)
@  3462s  (total 10 workers using 31088 MB)
@  3472s  (total 10 workers using 31167 MB)
@  3484s  (total 10 workers using 31180 MB)
@  3494s  (total 10 workers using 31248 MB)
@  3505s  (total 10 workers using 31227 MB)
@  3516s  (total 10 workers using 31270 MB)
@  3527s  (total 10 workers using 31377 MB)
@  3538s  (total 10 workers using 31370 MB)
@  3549s  (total 10 workers using 32070 MB)
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3555s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3556s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3556s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3560s  (total 4 workers using 15248 MB)
@  3570s  (total 4 workers using 15248 MB)
@  3574s  (stopping all workers)
@  3574s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3574s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3575s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3575s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3575s  (copied results from worker 0 in /tmp//pr_test)
@  3575s  [0;30;47m(proof race finished with answer unknown in 3574.80 seconds)[m
unknown
c done
