c host: c3n15
c start: Fri Oct 18 21:53:19 CEST 2019
c arrayjobid: 17567257
c jobid: 17567650
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r1-p093.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567650.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   306s  (total 11 workers using 5404 MB)
@   317s  (total 11 workers using 5542 MB)
@   328s  (total 11 workers using 5576 MB)
@   339s  (total 11 workers using 5721 MB)
@   350s  (total 11 workers using 5791 MB)
@   361s  (total 11 workers using 5885 MB)
@   372s  (total 11 workers using 6038 MB)
@   383s  (total 11 workers using 6104 MB)
@   394s  (total 11 workers using 6289 MB)
@   406s  (total 11 workers using 6318 MB)
@   417s  (total 11 workers using 6528 MB)
@   428s  (total 11 workers using 6647 MB)
@   439s  (total 11 workers using 6598 MB)
@   450s  (total 11 workers using 6764 MB)
@   461s  (total 11 workers using 6840 MB)
@   472s  (total 11 workers using 6841 MB)
@   483s  (total 11 workers using 6957 MB)
@   494s  (total 11 workers using 7050 MB)
@   505s  (total 11 workers using 7097 MB)
@   517s  (total 11 workers using 7138 MB)
@   528s  (total 11 workers using 7332 MB)
@   539s  (total 11 workers using 7400 MB)
@   550s  (total 11 workers using 7542 MB)
@   561s  (total 11 workers using 7560 MB)
@   572s  (total 11 workers using 7655 MB)
@   583s  (total 11 workers using 7669 MB)
@   594s  (total 11 workers using 7718 MB)
@   605s  (total 11 workers using 7759 MB)
@   616s  (total 11 workers using 7961 MB)
@   628s  (total 11 workers using 8201 MB)
@   639s  (total 11 workers using 8254 MB)
@   650s  (total 11 workers using 8309 MB)
@   661s  (total 11 workers using 8395 MB)
@   672s  (total 11 workers using 8459 MB)
@   683s  (total 11 workers using 8516 MB)
@   694s  (total 11 workers using 8599 MB)
@   705s  (total 11 workers using 8636 MB)
@   716s  (total 11 workers using 8707 MB)
@   727s  (total 11 workers using 8772 MB)
@   738s  (total 11 workers using 8885 MB)
@   749s  (total 11 workers using 8920 MB)
@   760s  (total 11 workers using 9025 MB)
@   771s  (total 11 workers using 9038 MB)
@   782s  (total 11 workers using 9267 MB)
@   793s  (total 11 workers using 9374 MB)
@   804s  (total 11 workers using 9491 MB)
@   815s  (total 11 workers using 9573 MB)
@   827s  (total 11 workers using 9636 MB)
@   838s  (total 11 workers using 9839 MB)
@   849s  (total 11 workers using 9936 MB)
@   860s  (total 11 workers using 10036 MB)
@   871s  (total 11 workers using 10060 MB)
@   882s  (total 11 workers using 10211 MB)
@   893s  (total 11 workers using 10457 MB)
@   904s  (total 11 workers using 10529 MB)
@   915s  (total 11 workers using 10574 MB)
@   926s  (total 11 workers using 10615 MB)
@   937s  (total 11 workers using 10588 MB)
@   948s  (total 11 workers using 10777 MB)
@   959s  (total 11 workers using 10775 MB)
@   970s  (total 11 workers using 10870 MB)
@   982s  (total 11 workers using 10852 MB)
@   992s  (total 11 workers using 10991 MB)
@  1004s  (total 11 workers using 11130 MB)
@  1015s  (total 11 workers using 11202 MB)
@  1026s  (total 11 workers using 11301 MB)
@  1037s  (total 11 workers using 11363 MB)
@  1048s  (total 11 workers using 11469 MB)
@  1059s  (total 11 workers using 11453 MB)
@  1070s  (total 11 workers using 11620 MB)
@  1081s  (total 11 workers using 11657 MB)
@  1092s  (total 11 workers using 11774 MB)
@  1103s  (total 11 workers using 11732 MB)
@  1114s  (total 11 workers using 11915 MB)
@  1125s  (total 11 workers using 11998 MB)
@  1136s  (total 11 workers using 12046 MB)
@  1147s  (total 11 workers using 12143 MB)
@  1158s  (total 11 workers using 12221 MB)
@  1169s  (total 11 workers using 12188 MB)
@  1180s  (total 11 workers using 12389 MB)
@  1191s  (total 11 workers using 12437 MB)
@  1203s  (total 11 workers using 12417 MB)
@  1214s  (total 11 workers using 12478 MB)
@  1225s  (total 11 workers using 12536 MB)
@  1236s  (total 11 workers using 12398 MB)
@  1247s  (total 11 workers using 12704 MB)
@  1258s  (total 11 workers using 12793 MB)
@  1269s  (total 11 workers using 12885 MB)
@  1280s  (total 11 workers using 12893 MB)
@  1291s  (total 11 workers using 13053 MB)
@  1302s  (total 11 workers using 13073 MB)
@  1314s  (total 11 workers using 13016 MB)
@  1325s  (total 11 workers using 13138 MB)
@  1336s  (total 11 workers using 13189 MB)
@  1347s  (total 11 workers using 13268 MB)
@  1358s  (total 11 workers using 13563 MB)
@  1369s  (total 11 workers using 13742 MB)
@  1380s  (total 11 workers using 13793 MB)
@  1391s  (total 11 workers using 13851 MB)
@  1402s  (total 11 workers using 13764 MB)
@  1413s  (total 11 workers using 14023 MB)
@  1425s  (total 11 workers using 14030 MB)
@  1436s  (total 11 workers using 14037 MB)
@  1447s  (total 11 workers using 14013 MB)
@  1458s  (total 11 workers using 14099 MB)
@  1469s  (total 11 workers using 14135 MB)
@  1480s  (total 11 workers using 14228 MB)
@  1491s  (total 11 workers using 14207 MB)
@  1502s  (total 11 workers using 14358 MB)
@  1514s  (total 11 workers using 14431 MB)
@  1524s  (total 11 workers using 14431 MB)
@  1536s  (total 11 workers using 14574 MB)
@  1547s  (total 11 workers using 14621 MB)
@  1558s  (total 11 workers using 14672 MB)
@  1569s  (total 11 workers using 14722 MB)
@  1580s  (total 11 workers using 14757 MB)
@  1591s  (total 11 workers using 14827 MB)
@  1602s  (total 11 workers using 14833 MB)
@  1613s  (total 11 workers using 14856 MB)
@  1625s  (total 11 workers using 15092 MB)
@  1635s  (total 11 workers using 15194 MB)
@  1647s  (total 11 workers using 15317 MB)
@  1658s  (total 11 workers using 15390 MB)
@  1669s  (total 11 workers using 15429 MB)
@  1680s  (total 11 workers using 15465 MB)
@  1691s  (total 11 workers using 15410 MB)
@  1702s  (total 11 workers using 15486 MB)
@  1713s  (total 11 workers using 15522 MB)
@  1724s  (total 11 workers using 15648 MB)
@  1735s  (total 11 workers using 15709 MB)
@  1746s  (total 11 workers using 15649 MB)
@  1758s  (total 11 workers using 15753 MB)
@  1769s  (total 11 workers using 15724 MB)
@  1780s  (total 11 workers using 15852 MB)
@  1791s  (total 11 workers using 15909 MB)
@  1802s  (total 11 workers using 15886 MB)
@  1813s  (total 11 workers using 16114 MB)
@  1824s  (total 11 workers using 16078 MB)
@  1835s  (total 11 workers using 16151 MB)
@  1846s  (total 11 workers using 16179 MB)
@  1857s  (total 11 workers using 16182 MB)
@  1869s  (total 11 workers using 16276 MB)
@  1880s  (total 11 workers using 16311 MB)
@  1891s  (total 11 workers using 16367 MB)
@  1902s  (total 11 workers using 16427 MB)
@  1913s  (total 11 workers using 16393 MB)
@  1924s  (total 11 workers using 16524 MB)
@  1935s  (total 11 workers using 16556 MB)
@  1946s  (total 11 workers using 16777 MB)
@  1957s  (total 11 workers using 16937 MB)
@  1968s  (total 11 workers using 16942 MB)
@  1980s  (total 11 workers using 16975 MB)
@  1991s  (total 11 workers using 17160 MB)
@  2002s  (total 11 workers using 16952 MB)
@  2013s  (total 11 workers using 17063 MB)
@  2024s  (total 11 workers using 17060 MB)
@  2035s  (total 11 workers using 17198 MB)
@  2046s  (total 11 workers using 17235 MB)
@  2057s  (total 11 workers using 17287 MB)
@  2069s  (total 11 workers using 17303 MB)
@  2079s  (total 11 workers using 17451 MB)
@  2091s  (total 11 workers using 17465 MB)
@  2102s  (total 11 workers using 17630 MB)
@  2113s  (total 11 workers using 17578 MB)
@  2124s  (total 11 workers using 17723 MB)
@  2135s  (total 11 workers using 17780 MB)
@  2146s  (total 11 workers using 17682 MB)
@  2157s  (total 11 workers using 17824 MB)
@  2168s  (total 11 workers using 18171 MB)
@  2179s  (total 11 workers using 18282 MB)
@  2190s  (total 11 workers using 18303 MB)
@  2202s  (total 11 workers using 18255 MB)
@  2213s  (total 11 workers using 18317 MB)
@  2224s  (total 11 workers using 18316 MB)
@  2235s  (total 11 workers using 18360 MB)
@  2246s  (total 11 workers using 18386 MB)
@  2257s  (total 11 workers using 18357 MB)
@  2268s  (total 11 workers using 18644 MB)
@  2279s  (total 11 workers using 18584 MB)
@  2290s  (total 11 workers using 18547 MB)
@  2301s  (total 11 workers using 18684 MB)
@  2313s  (total 11 workers using 18709 MB)
@  2324s  (total 11 workers using 18857 MB)
@  2335s  (total 11 workers using 18886 MB)
@  2346s  (total 11 workers using 18863 MB)
@  2357s  (total 11 workers using 19075 MB)
@  2368s  (total 11 workers using 18939 MB)
@  2379s  (total 11 workers using 18857 MB)
@  2390s  (total 11 workers using 19190 MB)
@  2402s  (total 11 workers using 18776 MB)
@  2413s  (total 11 workers using 19367 MB)
@  2424s  (total 11 workers using 19121 MB)
@  2435s  (total 11 workers using 19206 MB)
@  2446s  (total 11 workers using 19312 MB)
@  2457s  (total 11 workers using 19418 MB)
@  2468s  (total 11 workers using 19375 MB)
@  2479s  (total 11 workers using 19614 MB)
@  2490s  (total 11 workers using 19629 MB)
@  2501s  (total 11 workers using 19578 MB)
@  2513s  (total 11 workers using 19724 MB)
@  2523s  (total 11 workers using 19829 MB)
@  2535s  (total 11 workers using 19898 MB)
@  2546s  (total 11 workers using 20041 MB)
@  2557s  (total 11 workers using 19921 MB)
@  2568s  (total 11 workers using 20096 MB)
@  2579s  (total 11 workers using 20145 MB)
@  2590s  (total 11 workers using 20283 MB)
@  2601s  (total 11 workers using 20262 MB)
@  2612s  (total 11 workers using 20282 MB)
@  2623s  (total 11 workers using 20367 MB)
@  2634s  (total 11 workers using 20562 MB)
@  2646s  (total 11 workers using 20425 MB)
@  2657s  (total 11 workers using 20658 MB)
@  2668s  (total 11 workers using 20788 MB)
@  2679s  (total 11 workers using 20931 MB)
@  2690s  (total 11 workers using 20952 MB)
@  2701s  (total 11 workers using 20993 MB)
@  2712s  (total 11 workers using 20996 MB)
@  2723s  (total 11 workers using 21273 MB)
@  2734s  (total 11 workers using 21388 MB)
@  2745s  (total 11 workers using 21452 MB)
@  2757s  (total 11 workers using 21508 MB)
@  2768s  (total 11 workers using 21196 MB)
@  2779s  (total 11 workers using 21635 MB)
@  2790s  (total 11 workers using 21913 MB)
@  2801s  (total 11 workers using 21917 MB)
@  2812s  (total 11 workers using 22089 MB)
@  2823s  (total 11 workers using 21999 MB)
@  2834s  (total 11 workers using 22003 MB)
@  2845s  (total 11 workers using 22039 MB)
@  2856s  (total 11 workers using 22103 MB)
@  2868s  (total 11 workers using 22174 MB)
@  2879s  (total 11 workers using 22261 MB)
@  2890s  (total 11 workers using 22058 MB)
@  2901s  (total 11 workers using 22394 MB)
@  2912s  (total 11 workers using 22476 MB)
@  2923s  (total 11 workers using 22513 MB)
@  2934s  (total 11 workers using 22326 MB)
@  2945s  (total 11 workers using 22634 MB)
@  2956s  (total 11 workers using 22659 MB)
@  2967s  (total 11 workers using 22722 MB)
@  2979s  (total 11 workers using 22768 MB)
@  2990s  (total 11 workers using 22758 MB)
@  3001s  (total 11 workers using 22873 MB)
@  3012s  (total 11 workers using 22936 MB)
@  3023s  (total 11 workers using 23064 MB)
@  3034s  (total 11 workers using 23039 MB)
@  3045s  (total 11 workers using 23163 MB)
@  3056s  (total 11 workers using 23262 MB)
@  3067s  (total 11 workers using 23366 MB)
@  3078s  (total 11 workers using 23327 MB)
@  3090s  (total 11 workers using 23509 MB)
@  3101s  (total 11 workers using 23749 MB)
@  3112s  (total 11 workers using 23693 MB)
@  3123s  (total 11 workers using 23893 MB)
@  3134s  (total 11 workers using 23979 MB)
@  3145s  (total 11 workers using 23808 MB)
@  3156s  (total 11 workers using 24007 MB)
@  3167s  (total 11 workers using 24009 MB)
@  3179s  (total 11 workers using 24198 MB)
@  3189s  (total 11 workers using 24214 MB)
@  3201s  (total 11 workers using 24573 MB)
@  3212s  (total 11 workers using 24316 MB)
@  3223s  (total 11 workers using 24606 MB)
@  3234s  (total 11 workers using 24488 MB)
@  3245s  (total 11 workers using 24792 MB)
@  3256s  (total 11 workers using 24916 MB)
@  3267s  (total 11 workers using 24796 MB)
@  3278s  (total 11 workers using 24853 MB)
@  3290s  (total 11 workers using 24711 MB)
@  3301s  (total 11 workers using 24906 MB)
@  3312s  (total 11 workers using 25263 MB)
@  3323s  (total 11 workers using 25154 MB)
@  3334s  (total 11 workers using 24954 MB)
@  3345s  (total 11 workers using 25323 MB)
@  3356s  (total 11 workers using 25378 MB)
@  3367s  (total 11 workers using 25063 MB)
@  3379s  (total 11 workers using 25371 MB)
@  3390s  (total 11 workers using 25475 MB)
@  3401s  (total 11 workers using 25384 MB)
@  3412s  (total 11 workers using 25642 MB)
@  3423s  (total 11 workers using 25662 MB)
@  3434s  (total 11 workers using 25614 MB)
@  3445s  (total 11 workers using 25890 MB)
@  3456s  (total 11 workers using 25851 MB)
@  3467s  (total 11 workers using 25744 MB)
@  3478s  (total 11 workers using 25935 MB)
@  3490s  (total 11 workers using 26172 MB)
@  3501s  (total 11 workers using 26134 MB)
@  3512s  (total 11 workers using 26396 MB)
@  3523s  (total 11 workers using 26502 MB)
@  3524s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3534s  (total 10 workers using 24381 MB)
@  3545s  (total 10 workers using 24428 MB)
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3554s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3555s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3555s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3555s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3555s  (worker 2 finished with result unknown) python3 avr.py
@  3556s  (total 1 workers using 1058 MB)
@  3566s  (total 1 workers using 1058 MB)
@  3576s  (stopping all workers)
@  3576s  (total 1 workers using 0 MB)
@  3576s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3576s  (copied results from worker 0 in /tmp//pr_test)
@  3576s  [0;30;47m(proof race finished with answer unknown in 3575.87 seconds)[m
unknown
c done
