c host: c3n20
c start: Fri Oct 18 23:25:28 CEST 2019
c arrayjobid: 17567257
c jobid: 17567731
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck2_r0-p173.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567731.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   304s  (total 11 workers using 9124 MB)
@   316s  (total 11 workers using 9356 MB)
@   327s  (total 11 workers using 9668 MB)
@   338s  (total 11 workers using 9724 MB)
@   349s  (total 11 workers using 9707 MB)
@   360s  (total 11 workers using 9888 MB)
@   371s  (total 11 workers using 10017 MB)
@   382s  (total 11 workers using 10348 MB)
@   393s  (total 11 workers using 10423 MB)
@   404s  (total 11 workers using 10533 MB)
@   415s  (total 11 workers using 10774 MB)
@   426s  (total 11 workers using 10926 MB)
@   437s  (total 11 workers using 11041 MB)
@   448s  (total 11 workers using 11070 MB)
@   459s  (total 11 workers using 11060 MB)
@   470s  (total 11 workers using 11414 MB)
@   481s  (total 11 workers using 11751 MB)
@   493s  (total 11 workers using 11679 MB)
@   503s  (total 11 workers using 11826 MB)
@   515s  (total 11 workers using 12037 MB)
@   526s  (total 11 workers using 12082 MB)
@   537s  (total 11 workers using 12326 MB)
@   548s  (total 11 workers using 12387 MB)
@   559s  (total 11 workers using 12500 MB)
@   570s  (total 11 workers using 12477 MB)
@   581s  (total 11 workers using 12594 MB)
@   592s  (total 11 workers using 12689 MB)
@   603s  (total 11 workers using 12929 MB)
@   614s  (total 11 workers using 13034 MB)
@   625s  (total 11 workers using 13158 MB)
@   636s  (total 11 workers using 13376 MB)
@   647s  (total 11 workers using 13373 MB)
@   658s  (total 11 workers using 13418 MB)
@   669s  (total 11 workers using 13562 MB)
@   680s  (total 11 workers using 13731 MB)
@   692s  (total 11 workers using 13849 MB)
@   703s  (total 11 workers using 13957 MB)
@   714s  (total 11 workers using 13917 MB)
@   725s  (total 11 workers using 14098 MB)
@   736s  (total 11 workers using 14010 MB)
@   747s  (total 11 workers using 14373 MB)
@   758s  (total 11 workers using 14398 MB)
@   769s  (total 11 workers using 14516 MB)
@   780s  (total 11 workers using 14748 MB)
@   791s  (total 11 workers using 14646 MB)
@   802s  (total 11 workers using 14828 MB)
@   813s  (total 11 workers using 14989 MB)
@   824s  (total 11 workers using 15263 MB)
@   835s  (total 11 workers using 15233 MB)
@   847s  (total 11 workers using 15575 MB)
@   857s  (total 11 workers using 15478 MB)
@   869s  (total 11 workers using 15589 MB)
@   880s  (total 11 workers using 15764 MB)
@   891s  (total 11 workers using 15646 MB)
@   902s  (total 11 workers using 15629 MB)
@   913s  (total 11 workers using 15934 MB)
@   924s  (total 11 workers using 15916 MB)
@   935s  (total 11 workers using 16228 MB)
@   946s  (total 11 workers using 16012 MB)
@   957s  (total 11 workers using 16166 MB)
@   968s  (total 11 workers using 16319 MB)
@   980s  (total 11 workers using 16140 MB)
@   990s  (total 11 workers using 16478 MB)
@  1002s  (total 11 workers using 16569 MB)
@  1013s  (total 11 workers using 16785 MB)
@  1024s  (total 11 workers using 17158 MB)
@  1035s  (total 11 workers using 17036 MB)
@  1046s  (total 11 workers using 17354 MB)
@  1057s  (total 11 workers using 17335 MB)
@  1068s  (total 11 workers using 17636 MB)
@  1079s  (total 11 workers using 17475 MB)
@  1090s  (total 11 workers using 17620 MB)
@  1101s  (total 11 workers using 17631 MB)
@  1112s  (total 11 workers using 17882 MB)
@  1123s  (total 11 workers using 17813 MB)
@  1134s  (total 11 workers using 18067 MB)
@  1145s  (total 11 workers using 18076 MB)
@  1156s  (total 11 workers using 18242 MB)
@  1167s  (total 11 workers using 18291 MB)
@  1178s  (total 11 workers using 18526 MB)
@  1189s  (total 11 workers using 18433 MB)
@  1200s  (total 11 workers using 18890 MB)
@  1211s  (total 11 workers using 18767 MB)
@  1222s  (total 11 workers using 18808 MB)
@  1233s  (total 11 workers using 18925 MB)
@  1245s  (total 11 workers using 19040 MB)
@  1255s  (total 11 workers using 19331 MB)
@  1267s  (total 11 workers using 19522 MB)
@  1278s  (total 11 workers using 19191 MB)
@  1289s  (total 11 workers using 19550 MB)
@  1300s  (total 11 workers using 19557 MB)
@  1311s  (total 11 workers using 19637 MB)
@  1322s  (total 11 workers using 19987 MB)
@  1333s  (total 11 workers using 20231 MB)
@  1344s  (total 11 workers using 20180 MB)
@  1355s  (total 11 workers using 20334 MB)
@  1366s  (total 11 workers using 20520 MB)
@  1377s  (total 11 workers using 20386 MB)
@  1388s  (total 11 workers using 20563 MB)
@  1399s  (total 11 workers using 20525 MB)
@  1410s  (total 11 workers using 20674 MB)
@  1421s  (total 11 workers using 20717 MB)
@  1432s  (total 11 workers using 20704 MB)
@  1443s  (total 11 workers using 20969 MB)
@  1454s  (total 11 workers using 20905 MB)
@  1465s  (total 11 workers using 20947 MB)
@  1476s  (total 11 workers using 21140 MB)
@  1487s  (total 11 workers using 21056 MB)
@  1498s  (total 11 workers using 21538 MB)
@  1509s  (total 11 workers using 21632 MB)
@  1520s  (total 11 workers using 21843 MB)
@  1531s  (total 11 workers using 21877 MB)
@  1542s  (total 11 workers using 22006 MB)
@  1553s  (total 11 workers using 21904 MB)
@  1564s  (total 11 workers using 22271 MB)
@  1576s  (total 11 workers using 22016 MB)
@  1587s  (total 11 workers using 22081 MB)
@  1598s  (total 11 workers using 22281 MB)
@  1609s  (total 11 workers using 22589 MB)
@  1620s  (total 11 workers using 22449 MB)
@  1631s  (total 11 workers using 22673 MB)
@  1642s  (total 11 workers using 22871 MB)
@  1653s  (total 11 workers using 22821 MB)
@  1664s  (total 11 workers using 23119 MB)
@  1675s  (total 11 workers using 23311 MB)
@  1686s  (total 11 workers using 23283 MB)
@  1697s  (total 11 workers using 23271 MB)
@  1708s  (total 11 workers using 23368 MB)
@  1719s  (total 11 workers using 23607 MB)
@  1730s  (total 11 workers using 23274 MB)
@  1741s  (total 11 workers using 23892 MB)
@  1752s  (total 11 workers using 23731 MB)
@  1763s  (total 11 workers using 24158 MB)
@  1775s  (total 11 workers using 24144 MB)
@  1785s  (total 11 workers using 24430 MB)
@  1797s  (total 11 workers using 24670 MB)
@  1808s  (total 11 workers using 24528 MB)
@  1819s  (total 11 workers using 24582 MB)
@  1830s  (total 11 workers using 24801 MB)
@  1841s  (total 11 workers using 24887 MB)
@  1852s  (total 11 workers using 25179 MB)
@  1863s  (total 11 workers using 25179 MB)
@  1874s  (total 11 workers using 25178 MB)
@  1885s  (total 11 workers using 25118 MB)
@  1896s  (total 11 workers using 25701 MB)
@  1907s  (total 11 workers using 25573 MB)
@  1918s  (total 11 workers using 25489 MB)
@  1929s  (total 11 workers using 25815 MB)
@  1940s  (total 11 workers using 26012 MB)
@  1952s  (total 11 workers using 26417 MB)
@  1962s  (total 11 workers using 26026 MB)
@  1974s  (total 11 workers using 26158 MB)
@  1985s  (total 11 workers using 26138 MB)
@  1996s  (total 11 workers using 26154 MB)
@  2007s  (total 11 workers using 26330 MB)
@  2018s  (total 11 workers using 26331 MB)
@  2029s  (total 11 workers using 26394 MB)
@  2040s  (total 11 workers using 26846 MB)
@  2051s  (total 11 workers using 26780 MB)
@  2062s  (total 11 workers using 27173 MB)
@  2073s  (total 11 workers using 26990 MB)
@  2084s  (total 11 workers using 27530 MB)
@  2095s  (total 11 workers using 27256 MB)
@  2106s  (total 11 workers using 27596 MB)
@  2117s  (total 11 workers using 27253 MB)
@  2128s  (total 11 workers using 27888 MB)
@  2139s  (total 11 workers using 28068 MB)
@  2151s  (total 11 workers using 27748 MB)
@  2161s  (total 11 workers using 28289 MB)
@  2173s  (total 11 workers using 27897 MB)
@  2184s  (total 11 workers using 28505 MB)
@  2195s  (total 11 workers using 28079 MB)
@  2206s  (total 11 workers using 28697 MB)
@  2217s  (total 11 workers using 28620 MB)
@  2228s  (total 11 workers using 28691 MB)
@  2239s  (total 11 workers using 28457 MB)
@  2250s  (total 11 workers using 28863 MB)
@  2261s  (total 11 workers using 28836 MB)
@  2272s  (total 11 workers using 28700 MB)
@  2283s  (total 11 workers using 29344 MB)
@  2294s  (total 11 workers using 28865 MB)
@  2305s  (total 11 workers using 29653 MB)
@  2316s  (total 11 workers using 29236 MB)
@  2327s  (total 11 workers using 29686 MB)
@  2338s  (total 11 workers using 29869 MB)
@  2349s  (total 11 workers using 29834 MB)
@  2360s  (total 11 workers using 29810 MB)
@  2371s  (total 11 workers using 29848 MB)
@  2382s  (total 11 workers using 30229 MB)
@  2394s  (total 11 workers using 30023 MB)
@  2404s  (total 11 workers using 30001 MB)
@  2416s  (total 11 workers using 30000 MB)
@  2427s  (total 11 workers using 30748 MB)
@  2438s  (total 11 workers using 30757 MB)
@  2444s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  2449s  (total 10 workers using 28417 MB)
@  2460s  (total 10 workers using 29146 MB)
@  2470s  (total 10 workers using 28317 MB)
@  2482s  (total 10 workers using 29227 MB)
@  2492s  (total 10 workers using 28733 MB)
@  2503s  (total 10 workers using 29382 MB)
@  2514s  (total 10 workers using 29246 MB)
@  2525s  (total 10 workers using 28991 MB)
@  2536s  (total 10 workers using 29679 MB)
@  2547s  (total 10 workers using 29213 MB)
@  2558s  (total 10 workers using 29760 MB)
@  2569s  (total 10 workers using 29379 MB)
@  2580s  (total 10 workers using 29724 MB)
@  2591s  (total 10 workers using 29979 MB)
@  2602s  (total 10 workers using 29549 MB)
@  2613s  (total 10 workers using 30089 MB)
@  2624s  (total 10 workers using 29617 MB)
@  2635s  (total 10 workers using 30213 MB)
@  2646s  (total 10 workers using 30275 MB)
@  2657s  (total 10 workers using 29912 MB)
@  2667s  (total 10 workers using 30419 MB)
@  2679s  (total 10 workers using 30003 MB)
@  2689s  (total 10 workers using 30554 MB)
@  2700s  (total 10 workers using 30192 MB)
@  2711s  (total 10 workers using 30615 MB)
@  2722s  (total 10 workers using 30768 MB)
@  2733s  (total 10 workers using 30316 MB)
@  2744s  (total 10 workers using 31166 MB)
@  2755s  (total 10 workers using 30465 MB)
@  2766s  (total 10 workers using 31120 MB)
@  2777s  (total 10 workers using 31567 MB)
@  2788s  (total 10 workers using 30704 MB)
@  2799s  (total 10 workers using 31598 MB)
@  2810s  (total 10 workers using 30828 MB)
@  2821s  (total 10 workers using 31439 MB)
@  2832s  (total 10 workers using 31289 MB)
@  2843s  (total 10 workers using 31530 MB)
@  2854s  (total 10 workers using 31749 MB)
@  2865s  (total 10 workers using 31377 MB)
@  2876s  (total 10 workers using 31827 MB)
@  2887s  (total 10 workers using 31461 MB)
@  2898s  (total 10 workers using 32109 MB)
@  2908s  (total 10 workers using 32010 MB)
@  2919s  (total 10 workers using 31595 MB)
@  2930s  (total 10 workers using 32077 MB)
@  2941s  (total 10 workers using 31649 MB)
@  2952s  (total 10 workers using 32208 MB)
@  2963s  (total 10 workers using 31981 MB)
@  2974s  (total 10 workers using 32357 MB)
@  2985s  (total 10 workers using 32384 MB)
@  2996s  (total 10 workers using 32255 MB)
@  3007s  (total 10 workers using 32572 MB)
@  3018s  (total 10 workers using 32170 MB)
@  3029s  (total 10 workers using 32650 MB)
@  3040s  (total 10 workers using 32722 MB)
@  3051s  (total 10 workers using 32247 MB)
@  3062s  (total 10 workers using 32952 MB)
@  3073s  (total 10 workers using 32767 MB)
@  3083s  (total 10 workers using 33179 MB)
@  3095s  (total 10 workers using 32923 MB)
@  3105s  (total 10 workers using 32970 MB)
@  3116s  (total 10 workers using 33361 MB)
@  3127s  (total 10 workers using 32919 MB)
@  3138s  (total 10 workers using 33528 MB)
@  3149s  (total 10 workers using 33134 MB)
@  3160s  (total 10 workers using 33670 MB)
@  3171s  (total 10 workers using 34382 MB)
@  3182s  (total 10 workers using 33522 MB)
@  3193s  (total 10 workers using 34144 MB)
@  3204s  (total 10 workers using 33619 MB)
@  3215s  (total 10 workers using 34129 MB)
@  3226s  (total 10 workers using 34520 MB)
@  3237s  (total 10 workers using 33952 MB)
@  3248s  (total 10 workers using 34855 MB)
@  3259s  (total 10 workers using 34727 MB)
@  3270s  (total 10 workers using 34283 MB)
@  3281s  (total 10 workers using 34863 MB)
@  3292s  (total 10 workers using 34251 MB)
@  3302s  (total 10 workers using 34996 MB)
@  3314s  (total 10 workers using 35248 MB)
@  3324s  (total 10 workers using 34363 MB)
@  3335s  (total 10 workers using 35138 MB)
@  3346s  (total 10 workers using 34662 MB)
@  3357s  (total 10 workers using 35415 MB)
@  3368s  (total 10 workers using 35805 MB)
@  3379s  (total 10 workers using 34954 MB)
@  3390s  (total 10 workers using 35682 MB)
@  3401s  (total 10 workers using 34994 MB)
@  3412s  (total 10 workers using 35456 MB)
@  3423s  (total 10 workers using 35881 MB)
@  3434s  (total 10 workers using 35310 MB)
@  3445s  (total 10 workers using 35942 MB)
@  3456s  (total 10 workers using 36011 MB)
@  3467s  (total 10 workers using 35387 MB)
@  3478s  (total 10 workers using 36158 MB)
@  3489s  (total 10 workers using 35493 MB)
@  3500s  (total 10 workers using 36300 MB)
@  3511s  (total 10 workers using 36373 MB)
@  3521s  (total 10 workers using 35877 MB)
@  3532s  (total 10 workers using 36447 MB)
@  3543s  (total 10 workers using 35625 MB)
@  3554s  (total 10 workers using 31217 MB)
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3555s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3557s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3557s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3563s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3565s  (total 2 workers using 2692 MB)
@  3575s  (stopping all workers)
@  3575s  (total 2 workers using 0 MB)
@  3575s  (worker 2 finished with result unknown) python3 avr.py
@  3575s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3575s  (copied results from worker 0 in /tmp//pr_test)
@  3575s  [0;30;47m(proof race finished with answer unknown in 3574.96 seconds)[m
unknown
c done
