c host: c3n10
c start: Fri Oct 18 21:40:58 CEST 2019
c arrayjobid: 17567257
c jobid: 17567630
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck2_r0-p166.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567630.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   304s  (total 11 workers using 7072 MB)
@   315s  (total 11 workers using 7230 MB)
@   326s  (total 11 workers using 7286 MB)
@   337s  (total 11 workers using 7427 MB)
@   348s  (total 11 workers using 7572 MB)
@   359s  (total 11 workers using 7503 MB)
@   370s  (total 11 workers using 7677 MB)
@   381s  (total 11 workers using 7797 MB)
@   392s  (total 11 workers using 7875 MB)
@   403s  (total 11 workers using 7886 MB)
@   414s  (total 11 workers using 7990 MB)
@   425s  (total 11 workers using 8128 MB)
@   436s  (total 11 workers using 8292 MB)
@   447s  (total 11 workers using 8407 MB)
@   458s  (total 11 workers using 8526 MB)
@   469s  (total 11 workers using 8683 MB)
@   480s  (total 11 workers using 8617 MB)
@   491s  (total 11 workers using 8676 MB)
@   502s  (total 11 workers using 8753 MB)
@   513s  (total 11 workers using 8951 MB)
@   524s  (total 11 workers using 9088 MB)
@   535s  (total 11 workers using 9327 MB)
@   546s  (total 11 workers using 9426 MB)
@   557s  (total 11 workers using 9566 MB)
@   568s  (total 11 workers using 9640 MB)
@   580s  (total 11 workers using 9782 MB)
@   590s  (total 11 workers using 9876 MB)
@   602s  (total 11 workers using 9967 MB)
@   612s  (total 11 workers using 9914 MB)
@   624s  (total 11 workers using 9985 MB)
@   635s  (total 11 workers using 10092 MB)
@   646s  (total 11 workers using 10247 MB)
@   657s  (total 11 workers using 10231 MB)
@   668s  (total 11 workers using 10339 MB)
@   679s  (total 11 workers using 10466 MB)
@   690s  (total 11 workers using 10583 MB)
@   701s  (total 11 workers using 10725 MB)
@   712s  (total 11 workers using 10861 MB)
@   723s  (total 11 workers using 10880 MB)
@   734s  (total 11 workers using 11032 MB)
@   745s  (total 11 workers using 11176 MB)
@   756s  (total 11 workers using 11230 MB)
@   767s  (total 11 workers using 11412 MB)
@   778s  (total 11 workers using 11338 MB)
@   789s  (total 11 workers using 11421 MB)
@   800s  (total 11 workers using 11513 MB)
@   811s  (total 11 workers using 11513 MB)
@   822s  (total 11 workers using 11608 MB)
@   833s  (total 11 workers using 11728 MB)
@   845s  (total 11 workers using 11794 MB)
@   855s  (total 11 workers using 11908 MB)
@   867s  (total 11 workers using 12197 MB)
@   877s  (total 11 workers using 12297 MB)
@   889s  (total 11 workers using 12410 MB)
@   900s  (total 11 workers using 12406 MB)
@   911s  (total 11 workers using 12568 MB)
@   922s  (total 11 workers using 12588 MB)
@   933s  (total 11 workers using 12891 MB)
@   944s  (total 11 workers using 12958 MB)
@   955s  (total 11 workers using 13071 MB)
@   966s  (total 11 workers using 12977 MB)
@   977s  (total 11 workers using 13204 MB)
@   988s  (total 11 workers using 13246 MB)
@   999s  (total 11 workers using 13135 MB)
@  1010s  (total 11 workers using 13361 MB)
@  1021s  (total 11 workers using 13437 MB)
@  1032s  (total 11 workers using 13346 MB)
@  1043s  (total 11 workers using 13670 MB)
@  1054s  (total 11 workers using 13710 MB)
@  1065s  (total 11 workers using 13693 MB)
@  1076s  (total 11 workers using 13812 MB)
@  1088s  (total 11 workers using 13932 MB)
@  1098s  (total 11 workers using 13944 MB)
@  1110s  (total 11 workers using 14129 MB)
@  1121s  (total 11 workers using 14122 MB)
@  1132s  (total 11 workers using 14073 MB)
@  1143s  (total 11 workers using 14351 MB)
@  1154s  (total 11 workers using 14205 MB)
@  1165s  (total 11 workers using 14368 MB)
@  1176s  (total 11 workers using 14438 MB)
@  1187s  (total 11 workers using 14179 MB)
@  1198s  (total 11 workers using 14639 MB)
@  1209s  (total 11 workers using 14571 MB)
@  1220s  (total 11 workers using 14541 MB)
@  1231s  (total 11 workers using 14819 MB)
@  1242s  (total 11 workers using 14533 MB)
@  1253s  (total 11 workers using 14877 MB)
@  1264s  (total 11 workers using 14789 MB)
@  1275s  (total 11 workers using 14851 MB)
@  1286s  (total 11 workers using 15092 MB)
@  1297s  (total 11 workers using 15022 MB)
@  1308s  (total 11 workers using 15236 MB)
@  1319s  (total 11 workers using 15163 MB)
@  1330s  (total 11 workers using 15171 MB)
@  1341s  (total 11 workers using 15466 MB)
@  1353s  (total 11 workers using 15457 MB)
@  1363s  (total 11 workers using 15655 MB)
@  1375s  (total 11 workers using 15873 MB)
@  1385s  (total 11 workers using 15955 MB)
@  1397s  (total 11 workers using 16138 MB)
@  1408s  (total 11 workers using 16058 MB)
@  1419s  (total 11 workers using 16206 MB)
@  1430s  (total 11 workers using 16219 MB)
@  1441s  (total 11 workers using 16340 MB)
@  1452s  (total 11 workers using 16280 MB)
@  1463s  (total 11 workers using 16438 MB)
@  1474s  (total 11 workers using 16494 MB)
@  1485s  (total 11 workers using 16570 MB)
@  1496s  (total 11 workers using 16591 MB)
@  1507s  (total 11 workers using 16594 MB)
@  1518s  (total 11 workers using 16788 MB)
@  1529s  (total 11 workers using 16602 MB)
@  1540s  (total 11 workers using 16804 MB)
@  1551s  (total 11 workers using 16887 MB)
@  1562s  (total 11 workers using 17043 MB)
@  1573s  (total 11 workers using 16977 MB)
@  1584s  (total 11 workers using 17140 MB)
@  1595s  (total 11 workers using 17484 MB)
@  1606s  (total 11 workers using 17691 MB)
@  1617s  (total 11 workers using 17867 MB)
@  1628s  (total 11 workers using 17932 MB)
@  1639s  (total 11 workers using 18012 MB)
@  1650s  (total 11 workers using 18070 MB)
@  1661s  (total 11 workers using 18221 MB)
@  1672s  (total 11 workers using 18254 MB)
@  1683s  (total 11 workers using 18251 MB)
@  1694s  (total 11 workers using 18277 MB)
@  1705s  (total 11 workers using 18386 MB)
@  1716s  (total 11 workers using 18293 MB)
@  1727s  (total 11 workers using 18559 MB)
@  1738s  (total 11 workers using 18418 MB)
@  1749s  (total 11 workers using 18682 MB)
@  1760s  (total 11 workers using 18727 MB)
@  1771s  (total 11 workers using 18790 MB)
@  1782s  (total 11 workers using 18864 MB)
@  1794s  (total 11 workers using 18992 MB)
@  1804s  (total 11 workers using 19113 MB)
@  1816s  (total 11 workers using 19350 MB)
@  1827s  (total 11 workers using 19070 MB)
@  1838s  (total 11 workers using 19581 MB)
@  1849s  (total 11 workers using 19421 MB)
@  1860s  (total 11 workers using 19608 MB)
@  1871s  (total 11 workers using 19662 MB)
@  1882s  (total 11 workers using 19737 MB)
@  1893s  (total 11 workers using 19761 MB)
@  1904s  (total 11 workers using 19814 MB)
@  1915s  (total 11 workers using 19915 MB)
@  1926s  (total 11 workers using 19949 MB)
@  1937s  (total 11 workers using 19871 MB)
@  1948s  (total 11 workers using 20181 MB)
@  1959s  (total 11 workers using 20130 MB)
@  1970s  (total 11 workers using 20433 MB)
@  1981s  (total 11 workers using 20473 MB)
@  1992s  (total 11 workers using 20484 MB)
@  2003s  (total 11 workers using 20613 MB)
@  2014s  (total 11 workers using 20567 MB)
@  2025s  (total 11 workers using 20732 MB)
@  2036s  (total 11 workers using 20738 MB)
@  2047s  (total 11 workers using 20894 MB)
@  2059s  (total 11 workers using 20879 MB)
@  2069s  (total 11 workers using 21016 MB)
@  2081s  (total 11 workers using 21128 MB)
@  2092s  (total 11 workers using 21288 MB)
@  2103s  (total 11 workers using 21323 MB)
@  2114s  (total 11 workers using 21287 MB)
@  2125s  (total 11 workers using 21455 MB)
@  2136s  (total 11 workers using 21335 MB)
@  2147s  (total 11 workers using 21609 MB)
@  2158s  (total 11 workers using 21560 MB)
@  2169s  (total 11 workers using 21558 MB)
@  2180s  (total 11 workers using 21848 MB)
@  2191s  (total 11 workers using 21923 MB)
@  2202s  (total 11 workers using 21875 MB)
@  2213s  (total 11 workers using 22085 MB)
@  2224s  (total 11 workers using 22272 MB)
@  2236s  (total 11 workers using 22052 MB)
@  2247s  (total 11 workers using 22274 MB)
@  2258s  (total 11 workers using 22219 MB)
@  2269s  (total 11 workers using 22530 MB)
@  2280s  (total 11 workers using 22300 MB)
@  2291s  (total 11 workers using 22466 MB)
@  2302s  (total 11 workers using 22469 MB)
@  2313s  (total 11 workers using 22731 MB)
@  2324s  (total 11 workers using 22788 MB)
@  2335s  (total 11 workers using 22786 MB)
@  2346s  (total 11 workers using 22917 MB)
@  2357s  (total 11 workers using 22756 MB)
@  2368s  (total 11 workers using 23005 MB)
@  2379s  (total 11 workers using 23013 MB)
@  2390s  (total 11 workers using 23338 MB)
@  2401s  (total 11 workers using 23285 MB)
@  2413s  (total 11 workers using 23181 MB)
@  2423s  (total 11 workers using 23421 MB)
@  2435s  (total 11 workers using 23498 MB)
@  2446s  (total 11 workers using 23544 MB)
@  2457s  (total 11 workers using 23392 MB)
@  2468s  (total 11 workers using 23809 MB)
@  2479s  (total 11 workers using 23851 MB)
@  2490s  (total 11 workers using 23566 MB)
@  2501s  (total 11 workers using 23905 MB)
@  2512s  (total 11 workers using 23682 MB)
@  2523s  (total 11 workers using 24036 MB)
@  2534s  (total 11 workers using 24008 MB)
@  2545s  (total 11 workers using 23873 MB)
@  2556s  (total 11 workers using 24146 MB)
@  2567s  (total 11 workers using 24217 MB)
@  2578s  (total 11 workers using 24410 MB)
@  2589s  (total 11 workers using 24258 MB)
@  2600s  (total 11 workers using 24444 MB)
@  2611s  (total 11 workers using 24463 MB)
@  2622s  (total 11 workers using 24593 MB)
@  2633s  (total 11 workers using 24640 MB)
@  2644s  (total 11 workers using 24786 MB)
@  2655s  (total 11 workers using 24645 MB)
@  2666s  (total 11 workers using 25130 MB)
@  2678s  (total 11 workers using 24848 MB)
@  2688s  (total 11 workers using 25332 MB)
@  2700s  (total 11 workers using 25079 MB)
@  2711s  (total 11 workers using 25169 MB)
@  2722s  (total 11 workers using 25516 MB)
@  2733s  (total 11 workers using 24980 MB)
@  2744s  (total 11 workers using 25368 MB)
@  2755s  (total 11 workers using 25430 MB)
@  2766s  (total 11 workers using 25425 MB)
@  2777s  (total 11 workers using 25725 MB)
@  2788s  (total 11 workers using 25730 MB)
@  2799s  (total 11 workers using 25876 MB)
@  2810s  (total 11 workers using 25916 MB)
@  2821s  (total 11 workers using 25701 MB)
@  2832s  (total 11 workers using 26021 MB)
@  2843s  (total 11 workers using 25995 MB)
@  2854s  (total 11 workers using 26114 MB)
@  2865s  (total 11 workers using 26203 MB)
@  2877s  (total 11 workers using 26326 MB)
@  2887s  (total 11 workers using 26476 MB)
@  2899s  (total 11 workers using 26508 MB)
@  2909s  (total 11 workers using 26587 MB)
@  2921s  (total 11 workers using 26904 MB)
@  2932s  (total 11 workers using 26921 MB)
@  2943s  (total 11 workers using 26916 MB)
@  2954s  (total 11 workers using 26947 MB)
@  2965s  (total 11 workers using 26821 MB)
@  2976s  (total 11 workers using 27122 MB)
@  2987s  (total 11 workers using 26979 MB)
@  2998s  (total 11 workers using 27113 MB)
@  3009s  (total 11 workers using 27218 MB)
@  3020s  (total 11 workers using 27127 MB)
@  3031s  (total 11 workers using 27419 MB)
@  3042s  (total 11 workers using 27629 MB)
@  3053s  (total 11 workers using 27618 MB)
@  3064s  (total 11 workers using 27493 MB)
@  3076s  (total 11 workers using 27764 MB)
@  3086s  (total 11 workers using 27679 MB)
@  3098s  (total 11 workers using 27946 MB)
@  3109s  (total 11 workers using 28096 MB)
@  3120s  (total 11 workers using 28075 MB)
@  3131s  (total 11 workers using 28156 MB)
@  3142s  (total 11 workers using 28297 MB)
@  3153s  (total 11 workers using 28256 MB)
@  3164s  (total 11 workers using 28442 MB)
@  3175s  (total 11 workers using 28280 MB)
@  3186s  (total 11 workers using 28461 MB)
@  3197s  (total 11 workers using 28545 MB)
@  3208s  (total 11 workers using 28465 MB)
@  3219s  (total 11 workers using 28511 MB)
@  3230s  (total 11 workers using 28736 MB)
@  3241s  (total 11 workers using 28553 MB)
@  3252s  (total 11 workers using 28817 MB)
@  3263s  (total 11 workers using 28739 MB)
@  3274s  (total 11 workers using 28969 MB)
@  3285s  (total 11 workers using 28854 MB)
@  3296s  (total 11 workers using 29296 MB)
@  3307s  (total 11 workers using 29339 MB)
@  3319s  (total 11 workers using 29227 MB)
@  3329s  (total 11 workers using 29205 MB)
@  3341s  (total 11 workers using 29303 MB)
@  3352s  (total 11 workers using 29382 MB)
@  3363s  (total 11 workers using 29468 MB)
@  3374s  (total 11 workers using 29479 MB)
@  3385s  (total 11 workers using 29624 MB)
@  3396s  (total 11 workers using 29423 MB)
@  3407s  (total 11 workers using 29732 MB)
@  3418s  (total 11 workers using 29774 MB)
@  3429s  (total 11 workers using 29829 MB)
@  3440s  (total 11 workers using 30016 MB)
@  3451s  (total 11 workers using 30028 MB)
@  3462s  (total 11 workers using 30320 MB)
@  3473s  (total 11 workers using 30438 MB)
@  3484s  (total 11 workers using 29955 MB)
@  3495s  (total 11 workers using 30317 MB)
@  3506s  (total 11 workers using 30382 MB)
@  3518s  (total 11 workers using 30469 MB)
@  3528s  (total 11 workers using 30551 MB)
@  3540s  (total 11 workers using 30696 MB)
@  3551s  (total 11 workers using 30315 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3555s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3556s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3557s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3561s  (total 3 workers using 8163 MB)
@  3571s  (total 3 workers using 8163 MB)
@  3574s  (stopping all workers)
@  3574s  (worker 2 finished with result unknown) python3 avr.py
@  3574s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3574s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3574s  (copied results from worker 0 in /tmp//pr_test)
@  3574s  [0;30;47m(proof race finished with answer unknown in 3573.87 seconds)[m
unknown
c done
