c host: c3n29
c start: Fri Oct 18 21:33:40 CEST 2019
c arrayjobid: 17567257
c jobid: 17567622
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r1-p095.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567622.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   305s  (total 11 workers using 5782 MB)
@   316s  (total 11 workers using 5899 MB)
@   327s  (total 11 workers using 5934 MB)
@   338s  (total 11 workers using 5902 MB)
@   349s  (total 11 workers using 5969 MB)
@   360s  (total 11 workers using 6054 MB)
@   371s  (total 11 workers using 6135 MB)
@   383s  (total 11 workers using 6186 MB)
@   393s  (total 11 workers using 6246 MB)
@   405s  (total 11 workers using 6493 MB)
@   416s  (total 11 workers using 6624 MB)
@   427s  (total 11 workers using 6737 MB)
@   438s  (total 11 workers using 6911 MB)
@   449s  (total 11 workers using 6938 MB)
@   460s  (total 11 workers using 7009 MB)
@   471s  (total 11 workers using 7067 MB)
@   482s  (total 11 workers using 7089 MB)
@   493s  (total 11 workers using 7304 MB)
@   504s  (total 11 workers using 7401 MB)
@   516s  (total 11 workers using 7546 MB)
@   527s  (total 11 workers using 7456 MB)
@   538s  (total 11 workers using 7642 MB)
@   549s  (total 11 workers using 7664 MB)
@   560s  (total 11 workers using 7829 MB)
@   571s  (total 11 workers using 7760 MB)
@   582s  (total 11 workers using 7914 MB)
@   593s  (total 11 workers using 7940 MB)
@   604s  (total 11 workers using 8056 MB)
@   615s  (total 11 workers using 8042 MB)
@   626s  (total 11 workers using 8145 MB)
@   637s  (total 11 workers using 8181 MB)
@   649s  (total 11 workers using 8190 MB)
@   659s  (total 11 workers using 8249 MB)
@   671s  (total 11 workers using 8365 MB)
@   682s  (total 11 workers using 8497 MB)
@   693s  (total 11 workers using 8557 MB)
@   704s  (total 11 workers using 8521 MB)
@   715s  (total 11 workers using 8718 MB)
@   726s  (total 11 workers using 8812 MB)
@   737s  (total 11 workers using 8898 MB)
@   748s  (total 11 workers using 8932 MB)
@   759s  (total 11 workers using 8974 MB)
@   770s  (total 11 workers using 9135 MB)
@   782s  (total 11 workers using 9408 MB)
@   793s  (total 11 workers using 9399 MB)
@   804s  (total 11 workers using 9432 MB)
@   815s  (total 11 workers using 9403 MB)
@   826s  (total 11 workers using 9412 MB)
@   837s  (total 11 workers using 9686 MB)
@   848s  (total 11 workers using 9664 MB)
@   859s  (total 11 workers using 9725 MB)
@   871s  (total 11 workers using 9753 MB)
@   882s  (total 11 workers using 9858 MB)
@   893s  (total 11 workers using 9808 MB)
@   904s  (total 11 workers using 9941 MB)
@   915s  (total 11 workers using 9950 MB)
@   926s  (total 11 workers using 10121 MB)
@   937s  (total 11 workers using 10189 MB)
@   948s  (total 11 workers using 10214 MB)
@   959s  (total 11 workers using 10482 MB)
@   970s  (total 11 workers using 10323 MB)
@   982s  (total 11 workers using 10518 MB)
@   993s  (total 11 workers using 10572 MB)
@  1004s  (total 11 workers using 10670 MB)
@  1015s  (total 11 workers using 10596 MB)
@  1026s  (total 11 workers using 10611 MB)
@  1037s  (total 11 workers using 10674 MB)
@  1048s  (total 11 workers using 10730 MB)
@  1059s  (total 11 workers using 10713 MB)
@  1071s  (total 11 workers using 10814 MB)
@  1082s  (total 11 workers using 10907 MB)
@  1093s  (total 11 workers using 10943 MB)
@  1104s  (total 11 workers using 10962 MB)
@  1115s  (total 11 workers using 11190 MB)
@  1126s  (total 11 workers using 11154 MB)
@  1137s  (total 11 workers using 11239 MB)
@  1148s  (total 11 workers using 11175 MB)
@  1159s  (total 11 workers using 11335 MB)
@  1170s  (total 11 workers using 11470 MB)
@  1182s  (total 11 workers using 11553 MB)
@  1193s  (total 11 workers using 11560 MB)
@  1204s  (total 11 workers using 11748 MB)
@  1215s  (total 11 workers using 11844 MB)
@  1226s  (total 11 workers using 11849 MB)
@  1237s  (total 11 workers using 11900 MB)
@  1248s  (total 11 workers using 12047 MB)
@  1259s  (total 11 workers using 12092 MB)
@  1271s  (total 11 workers using 12023 MB)
@  1282s  (total 11 workers using 12178 MB)
@  1293s  (total 11 workers using 12280 MB)
@  1304s  (total 11 workers using 12169 MB)
@  1315s  (total 11 workers using 12241 MB)
@  1326s  (total 11 workers using 12495 MB)
@  1337s  (total 11 workers using 12557 MB)
@  1348s  (total 11 workers using 12519 MB)
@  1359s  (total 11 workers using 12706 MB)
@  1370s  (total 11 workers using 12743 MB)
@  1382s  (total 11 workers using 12675 MB)
@  1393s  (total 11 workers using 12767 MB)
@  1404s  (total 11 workers using 12984 MB)
@  1415s  (total 11 workers using 12894 MB)
@  1426s  (total 11 workers using 12892 MB)
@  1437s  (total 11 workers using 13103 MB)
@  1448s  (total 11 workers using 13134 MB)
@  1459s  (total 11 workers using 13143 MB)
@  1471s  (total 11 workers using 13367 MB)
@  1482s  (total 11 workers using 13404 MB)
@  1493s  (total 11 workers using 13366 MB)
@  1504s  (total 11 workers using 13638 MB)
@  1515s  (total 11 workers using 13669 MB)
@  1526s  (total 11 workers using 13737 MB)
@  1537s  (total 11 workers using 13853 MB)
@  1548s  (total 11 workers using 13966 MB)
@  1560s  (total 11 workers using 13885 MB)
@  1571s  (total 11 workers using 14056 MB)
@  1582s  (total 11 workers using 14103 MB)
@  1593s  (total 11 workers using 13924 MB)
@  1604s  (total 11 workers using 14242 MB)
@  1615s  (total 11 workers using 14297 MB)
@  1626s  (total 11 workers using 14209 MB)
@  1637s  (total 11 workers using 14303 MB)
@  1648s  (total 11 workers using 14476 MB)
@  1659s  (total 11 workers using 14445 MB)
@  1671s  (total 11 workers using 14651 MB)
@  1682s  (total 11 workers using 14856 MB)
@  1693s  (total 11 workers using 14830 MB)
@  1704s  (total 11 workers using 15034 MB)
@  1715s  (total 11 workers using 15121 MB)
@  1726s  (total 11 workers using 15054 MB)
@  1737s  (total 11 workers using 15186 MB)
@  1748s  (total 11 workers using 15273 MB)
@  1760s  (total 11 workers using 15084 MB)
@  1771s  (total 11 workers using 15333 MB)
@  1782s  (total 11 workers using 15365 MB)
@  1793s  (total 11 workers using 15267 MB)
@  1804s  (total 11 workers using 15490 MB)
@  1815s  (total 11 workers using 15509 MB)
@  1826s  (total 11 workers using 15491 MB)
@  1837s  (total 11 workers using 15671 MB)
@  1848s  (total 11 workers using 15664 MB)
@  1859s  (total 11 workers using 15896 MB)
@  1870s  (total 11 workers using 15914 MB)
@  1881s  (total 11 workers using 15811 MB)
@  1893s  (total 11 workers using 16117 MB)
@  1904s  (total 11 workers using 15928 MB)
@  1915s  (total 11 workers using 16175 MB)
@  1926s  (total 11 workers using 16326 MB)
@  1937s  (total 11 workers using 16124 MB)
@  1948s  (total 11 workers using 16406 MB)
@  1959s  (total 11 workers using 16317 MB)
@  1970s  (total 11 workers using 16409 MB)
@  1981s  (total 11 workers using 16590 MB)
@  1992s  (total 11 workers using 16365 MB)
@  2004s  (total 11 workers using 16691 MB)
@  2015s  (total 11 workers using 16635 MB)
@  2026s  (total 11 workers using 16628 MB)
@  2037s  (total 11 workers using 16780 MB)
@  2048s  (total 11 workers using 16589 MB)
@  2059s  (total 11 workers using 16916 MB)
@  2070s  (total 11 workers using 16924 MB)
@  2081s  (total 11 workers using 16772 MB)
@  2093s  (total 11 workers using 16994 MB)
@  2104s  (total 11 workers using 16800 MB)
@  2115s  (total 11 workers using 17089 MB)
@  2126s  (total 11 workers using 17061 MB)
@  2137s  (total 11 workers using 16845 MB)
@  2148s  (total 11 workers using 17087 MB)
@  2159s  (total 11 workers using 16964 MB)
@  2170s  (total 11 workers using 17241 MB)
@  2182s  (total 11 workers using 17340 MB)
@  2193s  (total 11 workers using 17156 MB)
@  2204s  (total 11 workers using 17325 MB)
@  2215s  (total 11 workers using 17252 MB)
@  2226s  (total 11 workers using 17450 MB)
@  2237s  (total 11 workers using 17403 MB)
@  2248s  (total 11 workers using 17487 MB)
@  2259s  (total 11 workers using 17581 MB)
@  2271s  (total 11 workers using 17389 MB)
@  2281s  (total 11 workers using 17711 MB)
@  2293s  (total 11 workers using 17558 MB)
@  2304s  (total 11 workers using 17837 MB)
@  2315s  (total 11 workers using 17782 MB)
@  2326s  (total 11 workers using 17854 MB)
@  2337s  (total 11 workers using 18058 MB)
@  2348s  (total 11 workers using 17908 MB)
@  2359s  (total 11 workers using 18302 MB)
@  2370s  (total 11 workers using 18264 MB)
@  2382s  (total 11 workers using 18162 MB)
@  2393s  (total 11 workers using 18389 MB)
@  2404s  (total 11 workers using 18136 MB)
@  2415s  (total 11 workers using 18368 MB)
@  2426s  (total 11 workers using 18328 MB)
@  2437s  (total 11 workers using 18558 MB)
@  2448s  (total 11 workers using 18459 MB)
@  2459s  (total 11 workers using 18656 MB)
@  2471s  (total 11 workers using 18651 MB)
@  2482s  (total 11 workers using 18581 MB)
@  2493s  (total 11 workers using 18724 MB)
@  2504s  (total 11 workers using 18656 MB)
@  2515s  (total 11 workers using 18733 MB)
@  2526s  (total 11 workers using 18767 MB)
@  2537s  (total 11 workers using 19068 MB)
@  2548s  (total 11 workers using 19079 MB)
@  2560s  (total 11 workers using 18949 MB)
@  2571s  (total 11 workers using 19139 MB)
@  2582s  (total 11 workers using 19099 MB)
@  2593s  (total 11 workers using 19224 MB)
@  2604s  (total 11 workers using 19278 MB)
@  2615s  (total 11 workers using 19446 MB)
@  2626s  (total 11 workers using 19348 MB)
@  2637s  (total 11 workers using 19604 MB)
@  2648s  (total 11 workers using 19546 MB)
@  2659s  (total 11 workers using 19658 MB)
@  2670s  (total 11 workers using 19543 MB)
@  2681s  (total 11 workers using 19775 MB)
@  2693s  (total 11 workers using 19839 MB)
@  2703s  (total 11 workers using 19887 MB)
@  2715s  (total 11 workers using 19693 MB)
@  2726s  (total 11 workers using 19740 MB)
@  2737s  (total 11 workers using 19943 MB)
@  2748s  (total 11 workers using 19893 MB)
@  2759s  (total 11 workers using 20053 MB)
@  2770s  (total 11 workers using 19943 MB)
@  2781s  (total 11 workers using 20105 MB)
@  2792s  (total 11 workers using 20004 MB)
@  2803s  (total 11 workers using 20321 MB)
@  2814s  (total 11 workers using 20267 MB)
@  2826s  (total 11 workers using 20341 MB)
@  2837s  (total 11 workers using 20385 MB)
@  2848s  (total 11 workers using 20261 MB)
@  2859s  (total 11 workers using 20524 MB)
@  2870s  (total 11 workers using 20422 MB)
@  2881s  (total 11 workers using 20667 MB)
@  2892s  (total 11 workers using 20634 MB)
@  2903s  (total 11 workers using 20892 MB)
@  2915s  (total 11 workers using 20752 MB)
@  2926s  (total 11 workers using 20956 MB)
@  2937s  (total 11 workers using 20883 MB)
@  2948s  (total 11 workers using 21048 MB)
@  2959s  (total 11 workers using 21105 MB)
@  2970s  (total 11 workers using 21084 MB)
@  2981s  (total 11 workers using 21089 MB)
@  2992s  (total 11 workers using 21220 MB)
@  3004s  (total 11 workers using 21190 MB)
@  3015s  (total 11 workers using 21098 MB)
@  3026s  (total 11 workers using 21446 MB)
@  3037s  (total 11 workers using 21203 MB)
@  3048s  (total 11 workers using 21627 MB)
@  3059s  (total 11 workers using 21409 MB)
@  3070s  (total 11 workers using 21708 MB)
@  3081s  (total 11 workers using 21461 MB)
@  3093s  (total 11 workers using 21874 MB)
@  3104s  (total 11 workers using 21627 MB)
@  3115s  (total 11 workers using 21875 MB)
@  3126s  (total 11 workers using 21831 MB)
@  3137s  (total 11 workers using 21952 MB)
@  3148s  (total 11 workers using 21595 MB)
@  3160s  (total 11 workers using 21871 MB)
@  3171s  (total 11 workers using 21702 MB)
@  3182s  (total 11 workers using 21980 MB)
@  3193s  (total 11 workers using 21884 MB)
@  3204s  (total 11 workers using 22218 MB)
@  3215s  (total 11 workers using 22012 MB)
@  3226s  (total 11 workers using 22331 MB)
@  3237s  (total 11 workers using 22194 MB)
@  3249s  (total 11 workers using 22384 MB)
@  3260s  (total 11 workers using 22302 MB)
@  3271s  (total 11 workers using 22327 MB)
@  3282s  (total 11 workers using 22189 MB)
@  3293s  (total 11 workers using 22538 MB)
@  3304s  (total 11 workers using 22175 MB)
@  3315s  (total 11 workers using 22661 MB)
@  3326s  (total 11 workers using 22419 MB)
@  3338s  (total 11 workers using 22615 MB)
@  3349s  (total 11 workers using 22465 MB)
@  3360s  (total 11 workers using 22733 MB)
@  3371s  (total 11 workers using 22542 MB)
@  3382s  (total 11 workers using 22759 MB)
@  3393s  (total 11 workers using 22664 MB)
@  3404s  (total 11 workers using 22994 MB)
@  3415s  (total 11 workers using 22745 MB)
@  3427s  (total 11 workers using 23082 MB)
@  3438s  (total 11 workers using 22800 MB)
@  3449s  (total 11 workers using 23220 MB)
@  3460s  (total 11 workers using 22909 MB)
@  3471s  (total 11 workers using 23323 MB)
@  3482s  (total 11 workers using 22978 MB)
@  3493s  (total 11 workers using 23346 MB)
@  3504s  (total 11 workers using 23044 MB)
@  3515s  (total 11 workers using 23603 MB)
@  3526s  (total 11 workers using 23132 MB)
@  3538s  (total 11 workers using 23465 MB)
@  3549s  (total 11 workers using 23289 MB)
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3555s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3555s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3556s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3559s  (total 1 workers using 5555 MB)
@  3569s  (total 1 workers using 5555 MB)
@  3575s  (stopping all workers)
@  3575s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3576s  (copied results from worker 0 in /tmp//pr_test)
@  3576s  [0;30;47m(proof race finished with answer unknown in 3575.54 seconds)[m
unknown
c done
