c host: c3n02
c start: Fri Oct 18 22:39:18 CEST 2019
c arrayjobid: 17567257
c jobid: 17567687
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r2-p021.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567687.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   304s  (total 11 workers using 19791 MB)
@   316s  (total 11 workers using 19735 MB)
@   326s  (total 11 workers using 20645 MB)
@   338s  (total 11 workers using 19924 MB)
@   349s  (total 11 workers using 20606 MB)
@   360s  (total 11 workers using 20045 MB)
@   371s  (total 11 workers using 22047 MB)
@   382s  (total 11 workers using 22155 MB)
@   393s  (total 11 workers using 22130 MB)
@   404s  (total 11 workers using 21997 MB)
@   415s  (total 11 workers using 22918 MB)
@   426s  (total 11 workers using 22907 MB)
@   437s  (total 11 workers using 21814 MB)
@   448s  (total 11 workers using 23016 MB)
@   459s  (total 11 workers using 23742 MB)
@   470s  (total 11 workers using 24729 MB)
@   481s  (total 11 workers using 24885 MB)
@   492s  (total 11 workers using 25046 MB)
@   503s  (total 11 workers using 25049 MB)
@   515s  (total 11 workers using 25808 MB)
@   525s  (total 11 workers using 25498 MB)
@   537s  (total 11 workers using 25775 MB)
@   548s  (total 11 workers using 26923 MB)
@   559s  (total 11 workers using 25770 MB)
@   570s  (total 11 workers using 24926 MB)
@   581s  (total 11 workers using 27312 MB)
@   592s  (total 11 workers using 25647 MB)
@   603s  (total 11 workers using 27428 MB)
@   614s  (total 11 workers using 27610 MB)
@   625s  (total 11 workers using 27767 MB)
@   636s  (total 11 workers using 28309 MB)
@   647s  (total 11 workers using 27799 MB)
@   658s  (total 11 workers using 28464 MB)
@   670s  (total 11 workers using 26944 MB)
@   681s  (total 11 workers using 27288 MB)
@   692s  (total 11 workers using 27515 MB)
@   703s  (total 11 workers using 27610 MB)
@   714s  (total 11 workers using 28633 MB)
@   725s  (total 11 workers using 28809 MB)
@   736s  (total 11 workers using 29093 MB)
@   747s  (total 11 workers using 28964 MB)
@   758s  (total 11 workers using 29320 MB)
@   769s  (total 11 workers using 29033 MB)
@   780s  (total 11 workers using 31478 MB)
@   791s  (total 11 workers using 31440 MB)
@   803s  (total 11 workers using 30745 MB)
@   814s  (total 11 workers using 30749 MB)
@   825s  (total 11 workers using 33357 MB)
@   836s  (total 11 workers using 32717 MB)
@   847s  (total 11 workers using 32002 MB)
@   858s  (total 11 workers using 34256 MB)
@   869s  (total 11 workers using 33559 MB)
@   880s  (total 11 workers using 32776 MB)
@   891s  (total 11 workers using 34757 MB)
@   902s  (total 11 workers using 33906 MB)
@   914s  (total 11 workers using 35005 MB)
@   924s  (total 11 workers using 32956 MB)
@   936s  (total 11 workers using 34651 MB)
@   947s  (total 11 workers using 32769 MB)
@   958s  (total 11 workers using 34579 MB)
@   969s  (total 11 workers using 36160 MB)
@   980s  (total 11 workers using 33980 MB)
@   991s  (total 11 workers using 34820 MB)
@  1002s  (total 11 workers using 35963 MB)
@  1013s  (total 11 workers using 36525 MB)
@  1024s  (total 11 workers using 36749 MB)
@  1035s  (total 11 workers using 37864 MB)
@  1047s  (total 11 workers using 38669 MB)
@  1057s  (total 11 workers using 39176 MB)
@  1069s  (total 11 workers using 40559 MB)
@  1080s  (total 11 workers using 39813 MB)
@  1091s  (total 11 workers using 37285 MB)
@  1102s  (total 11 workers using 37819 MB)
@  1113s  (total 11 workers using 38861 MB)
@  1124s  (total 11 workers using 38463 MB)
@  1135s  (total 11 workers using 38562 MB)
@  1146s  (total 11 workers using 39418 MB)
@  1157s  (total 11 workers using 39292 MB)
@  1168s  (total 11 workers using 39479 MB)
@  1180s  (total 11 workers using 40464 MB)
@  1191s  (total 11 workers using 42624 MB)
@  1202s  (total 11 workers using 42797 MB)
@  1213s  (total 11 workers using 43820 MB)
@  1224s  (total 11 workers using 42787 MB)
@  1235s  (total 11 workers using 42783 MB)
@  1246s  (total 11 workers using 42605 MB)
@  1257s  (total 11 workers using 41418 MB)
@  1268s  (total 11 workers using 43941 MB)
@  1279s  (total 11 workers using 41036 MB)
@  1290s  (total 11 workers using 43523 MB)
@  1301s  (total 11 workers using 41555 MB)
@  1312s  (total 11 workers using 44805 MB)
@  1323s  (total 11 workers using 43454 MB)
@  1335s  (total 11 workers using 43827 MB)
@  1346s  (total 11 workers using 45683 MB)
@  1357s  (total 11 workers using 44088 MB)
@  1368s  (total 11 workers using 43612 MB)
@  1379s  (total 11 workers using 45554 MB)
@  1390s  (total 11 workers using 42744 MB)
@  1401s  (total 11 workers using 45917 MB)
@  1412s  (total 11 workers using 43929 MB)
@  1423s  (total 11 workers using 43318 MB)
@  1434s  (total 11 workers using 44705 MB)
@  1446s  (total 11 workers using 43254 MB)
@  1456s  (total 11 workers using 45194 MB)
@  1468s  (total 11 workers using 43246 MB)
@  1479s  (total 11 workers using 46100 MB)
@  1490s  (total 11 workers using 43325 MB)
@  1501s  (total 11 workers using 45837 MB)
@  1512s  (total 11 workers using 43295 MB)
@  1523s  (total 11 workers using 45686 MB)
@  1534s  (total 11 workers using 47034 MB)
@  1545s  (total 11 workers using 44575 MB)
@  1556s  (total 11 workers using 47050 MB)
@  1567s  (total 11 workers using 43875 MB)
@  1579s  (total 11 workers using 46740 MB)
@  1590s  (total 11 workers using 47529 MB)
@  1601s  (total 11 workers using 45692 MB)
@  1612s  (total 11 workers using 46544 MB)
@  1623s  (total 11 workers using 47678 MB)
@  1634s  (total 11 workers using 47958 MB)
@  1645s  (total 11 workers using 45616 MB)
@  1656s  (total 11 workers using 47126 MB)
@  1667s  (total 11 workers using 49968 MB)
@  1678s  (total 11 workers using 46130 MB)
@  1690s  (total 11 workers using 47871 MB)
@  1700s  (total 11 workers using 49076 MB)
@  1712s  (total 11 workers using 50189 MB)
@  1723s  (total 11 workers using 47313 MB)
@  1734s  (total 11 workers using 48382 MB)
@  1745s  (total 11 workers using 50656 MB)
@  1756s  (total 11 workers using 51868 MB)
@  1767s  (total 11 workers using 47989 MB)
@  1778s  (total 11 workers using 48929 MB)
@  1789s  (total 11 workers using 50288 MB)
@  1800s  (total 11 workers using 51175 MB)
@  1811s  (total 11 workers using 50588 MB)
@  1823s  (total 11 workers using 51534 MB)
@  1834s  (total 11 workers using 52494 MB)
@  1845s  (total 11 workers using 52263 MB)
@  1856s  (total 11 workers using 52637 MB)
@  1867s  (total 11 workers using 53649 MB)
@  1878s  (total 11 workers using 53217 MB)
@  1889s  (total 11 workers using 53357 MB)
@  1900s  (total 11 workers using 53391 MB)
@  1911s  (total 11 workers using 54028 MB)
@  1922s  (total 11 workers using 52855 MB)
@  1933s  (total 11 workers using 51018 MB)
@  1944s  (total 11 workers using 50390 MB)
@  1955s  (total 11 workers using 51611 MB)
@  1966s  (total 11 workers using 51884 MB)
@  1977s  (total 11 workers using 50235 MB)
@  1988s  (total 11 workers using 50004 MB)
@  2000s  (total 11 workers using 50943 MB)
@  2010s  (total 11 workers using 27872 MB)
@  2011s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  2022s  (total 10 workers using 28823 MB)
@  2032s  (total 10 workers using 28040 MB)
@  2043s  (total 10 workers using 27969 MB)
@  2054s  (total 10 workers using 28124 MB)
@  2065s  (total 10 workers using 28130 MB)
@  2076s  (total 10 workers using 29050 MB)
@  2087s  (total 10 workers using 28271 MB)
@  2098s  (total 10 workers using 29278 MB)
@  2109s  (total 10 workers using 28557 MB)
@  2120s  (total 10 workers using 28346 MB)
@  2131s  (total 10 workers using 28611 MB)
@  2142s  (total 10 workers using 28452 MB)
@  2153s  (total 10 workers using 29226 MB)
@  2164s  (total 10 workers using 28777 MB)
@  2175s  (total 10 workers using 29156 MB)
@  2186s  (total 10 workers using 29267 MB)
@  2197s  (total 10 workers using 28828 MB)
@  2207s  (total 10 workers using 29840 MB)
@  2219s  (total 10 workers using 29170 MB)
@  2229s  (total 10 workers using 29172 MB)
@  2240s  (total 10 workers using 29477 MB)
@  2251s  (total 10 workers using 29727 MB)
@  2262s  (total 10 workers using 29946 MB)
@  2273s  (total 10 workers using 29271 MB)
@  2284s  (total 10 workers using 30577 MB)
@  2295s  (total 10 workers using 29628 MB)
@  2306s  (total 10 workers using 29381 MB)
@  2317s  (total 10 workers using 30019 MB)
@  2328s  (total 10 workers using 29456 MB)
@  2339s  (total 10 workers using 29634 MB)
@  2350s  (total 10 workers using 30318 MB)
@  2361s  (total 10 workers using 29341 MB)
@  2372s  (total 10 workers using 29594 MB)
@  2383s  (total 10 workers using 30117 MB)
@  2394s  (total 10 workers using 31000 MB)
@  2404s  (total 10 workers using 30734 MB)
@  2416s  (total 10 workers using 31756 MB)
@  2426s  (total 10 workers using 30959 MB)
@  2437s  (total 10 workers using 30962 MB)
@  2448s  (total 10 workers using 31714 MB)
@  2459s  (total 10 workers using 30992 MB)
@  2470s  (total 10 workers using 31233 MB)
@  2481s  (total 10 workers using 31246 MB)
@  2492s  (total 10 workers using 32204 MB)
@  2503s  (total 10 workers using 31543 MB)
@  2514s  (total 10 workers using 31811 MB)
@  2525s  (total 10 workers using 32407 MB)
@  2536s  (total 10 workers using 32668 MB)
@  2547s  (total 10 workers using 31588 MB)
@  2558s  (total 10 workers using 32498 MB)
@  2569s  (total 10 workers using 31792 MB)
@  2580s  (total 10 workers using 32868 MB)
@  2591s  (total 10 workers using 31971 MB)
@  2601s  (total 10 workers using 32643 MB)
@  2613s  (total 10 workers using 32979 MB)
@  2623s  (total 10 workers using 32395 MB)
@  2634s  (total 10 workers using 32812 MB)
@  2645s  (total 10 workers using 33393 MB)
@  2656s  (total 10 workers using 32840 MB)
@  2667s  (total 10 workers using 33539 MB)
@  2678s  (total 10 workers using 32955 MB)
@  2689s  (total 10 workers using 33467 MB)
@  2700s  (total 10 workers using 33253 MB)
@  2711s  (total 10 workers using 33211 MB)
@  2722s  (total 10 workers using 33401 MB)
@  2733s  (total 10 workers using 33537 MB)
@  2744s  (total 10 workers using 34133 MB)
@  2755s  (total 10 workers using 33379 MB)
@  2766s  (total 10 workers using 34253 MB)
@  2777s  (total 10 workers using 33655 MB)
@  2788s  (total 10 workers using 34443 MB)
@  2798s  (total 10 workers using 33515 MB)
@  2810s  (total 10 workers using 36022 MB)
@  2820s  (total 10 workers using 35052 MB)
@  2831s  (total 10 workers using 34869 MB)
@  2842s  (total 10 workers using 34113 MB)
@  2853s  (total 10 workers using 35743 MB)
@  2864s  (total 10 workers using 34837 MB)
@  2875s  (total 10 workers using 35892 MB)
@  2886s  (total 10 workers using 34702 MB)
@  2897s  (total 10 workers using 35847 MB)
@  2908s  (total 10 workers using 34916 MB)
@  2919s  (total 10 workers using 35421 MB)
@  2930s  (total 10 workers using 35004 MB)
@  2941s  (total 10 workers using 35422 MB)
@  2951s  (total 10 workers using 35032 MB)
@  2963s  (total 10 workers using 35803 MB)
@  2973s  (total 10 workers using 35126 MB)
@  2984s  (total 10 workers using 36100 MB)
@  2995s  (total 10 workers using 35349 MB)
@  3006s  (total 10 workers using 35903 MB)
@  3017s  (total 10 workers using 35388 MB)
@  3028s  (total 10 workers using 35600 MB)
@  3039s  (total 10 workers using 35905 MB)
@  3050s  (total 10 workers using 35868 MB)
@  3061s  (total 10 workers using 36689 MB)
@  3072s  (total 10 workers using 35571 MB)
@  3083s  (total 10 workers using 37609 MB)
@  3094s  (total 10 workers using 35903 MB)
@  3104s  (total 10 workers using 36980 MB)
@  3115s  (total 10 workers using 35969 MB)
@  3126s  (total 10 workers using 36417 MB)
@  3137s  (total 10 workers using 36328 MB)
@  3148s  (total 10 workers using 36076 MB)
@  3159s  (total 10 workers using 36623 MB)
@  3170s  (total 10 workers using 36160 MB)
@  3181s  (total 10 workers using 36839 MB)
@  3192s  (total 10 workers using 36171 MB)
@  3203s  (total 10 workers using 37086 MB)
@  3214s  (total 10 workers using 36214 MB)
@  3225s  (total 10 workers using 37204 MB)
@  3235s  (total 10 workers using 36378 MB)
@  3247s  (total 10 workers using 37598 MB)
@  3257s  (total 10 workers using 36587 MB)
@  3268s  (total 10 workers using 37155 MB)
@  3279s  (total 10 workers using 36979 MB)
@  3290s  (total 10 workers using 37206 MB)
@  3301s  (total 10 workers using 37194 MB)
@  3312s  (total 10 workers using 37368 MB)
@  3323s  (total 10 workers using 38122 MB)
@  3334s  (total 10 workers using 37710 MB)
@  3345s  (total 10 workers using 38468 MB)
@  3356s  (total 10 workers using 37674 MB)
@  3367s  (total 10 workers using 37776 MB)
@  3378s  (total 10 workers using 38487 MB)
@  3388s  (total 10 workers using 37857 MB)
@  3399s  (total 10 workers using 38017 MB)
@  3410s  (total 10 workers using 39415 MB)
@  3421s  (total 10 workers using 37917 MB)
@  3432s  (total 10 workers using 38701 MB)
@  3443s  (total 10 workers using 38040 MB)
@  3454s  (total 10 workers using 38796 MB)
@  3465s  (total 10 workers using 39366 MB)
@  3476s  (total 10 workers using 40499 MB)
@  3487s  (total 10 workers using 38384 MB)
@  3498s  (total 10 workers using 38407 MB)
@  3509s  (total 10 workers using 38398 MB)
@  3519s  (total 10 workers using 39620 MB)
@  3530s  (total 10 workers using 38484 MB)
@  3541s  (total 10 workers using 39142 MB)
@  3552s  (total 10 workers using 38548 MB)
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3558s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3563s  (total 2 workers using 7475 MB)
@  3573s  (stopping all workers)
@  3573s  (total 2 workers using 0 MB)
@  3573s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3573s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3573s  (copied results from worker 0 in /tmp//pr_test)
@  3573s  [0;30;47m(proof race finished with answer unknown in 3573.08 seconds)[m
unknown
c done
