c host: c3n28
c start: Fri Oct 18 21:59:58 CEST 2019
c arrayjobid: 17567257
c jobid: 17567662
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r1-p100.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567662.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   304s  (total 11 workers using 5643 MB)
@   315s  (total 11 workers using 5659 MB)
@   326s  (total 11 workers using 5846 MB)
@   338s  (total 11 workers using 5859 MB)
@   348s  (total 11 workers using 5950 MB)
@   360s  (total 11 workers using 6035 MB)
@   370s  (total 11 workers using 6209 MB)
@   382s  (total 11 workers using 6325 MB)
@   393s  (total 11 workers using 6558 MB)
@   404s  (total 11 workers using 6588 MB)
@   415s  (total 11 workers using 6674 MB)
@   426s  (total 11 workers using 6788 MB)
@   437s  (total 11 workers using 6746 MB)
@   448s  (total 11 workers using 6897 MB)
@   459s  (total 11 workers using 7022 MB)
@   470s  (total 11 workers using 7151 MB)
@   481s  (total 11 workers using 7391 MB)
@   492s  (total 11 workers using 7448 MB)
@   503s  (total 11 workers using 7476 MB)
@   514s  (total 11 workers using 7632 MB)
@   525s  (total 11 workers using 7713 MB)
@   536s  (total 11 workers using 7789 MB)
@   547s  (total 11 workers using 7920 MB)
@   558s  (total 11 workers using 8074 MB)
@   569s  (total 11 workers using 8292 MB)
@   581s  (total 11 workers using 8369 MB)
@   591s  (total 11 workers using 8408 MB)
@   603s  (total 11 workers using 8499 MB)
@   614s  (total 11 workers using 8553 MB)
@   625s  (total 11 workers using 8659 MB)
@   636s  (total 11 workers using 8704 MB)
@   647s  (total 11 workers using 8777 MB)
@   658s  (total 11 workers using 8905 MB)
@   669s  (total 11 workers using 8946 MB)
@   680s  (total 11 workers using 8996 MB)
@   691s  (total 11 workers using 9054 MB)
@   702s  (total 11 workers using 9082 MB)
@   713s  (total 11 workers using 9210 MB)
@   724s  (total 11 workers using 9280 MB)
@   735s  (total 11 workers using 9433 MB)
@   746s  (total 11 workers using 9448 MB)
@   757s  (total 11 workers using 9525 MB)
@   768s  (total 11 workers using 9660 MB)
@   779s  (total 11 workers using 9682 MB)
@   790s  (total 11 workers using 9800 MB)
@   802s  (total 11 workers using 9917 MB)
@   812s  (total 11 workers using 9953 MB)
@   824s  (total 11 workers using 10045 MB)
@   834s  (total 11 workers using 10199 MB)
@   846s  (total 11 workers using 10040 MB)
@   857s  (total 11 workers using 10278 MB)
@   868s  (total 11 workers using 10298 MB)
@   879s  (total 11 workers using 10314 MB)
@   890s  (total 11 workers using 10262 MB)
@   901s  (total 11 workers using 10452 MB)
@   912s  (total 11 workers using 10477 MB)
@   923s  (total 11 workers using 10510 MB)
@   934s  (total 11 workers using 10492 MB)
@   945s  (total 11 workers using 10605 MB)
@   956s  (total 11 workers using 10730 MB)
@   967s  (total 11 workers using 10782 MB)
@   978s  (total 11 workers using 10863 MB)
@   989s  (total 11 workers using 10943 MB)
@  1001s  (total 11 workers using 11020 MB)
@  1011s  (total 11 workers using 11199 MB)
@  1023s  (total 11 workers using 11263 MB)
@  1034s  (total 11 workers using 11376 MB)
@  1045s  (total 11 workers using 11465 MB)
@  1056s  (total 11 workers using 11523 MB)
@  1067s  (total 11 workers using 11581 MB)
@  1078s  (total 11 workers using 11640 MB)
@  1089s  (total 11 workers using 11832 MB)
@  1100s  (total 11 workers using 11738 MB)
@  1111s  (total 11 workers using 11768 MB)
@  1122s  (total 11 workers using 11945 MB)
@  1133s  (total 11 workers using 12040 MB)
@  1144s  (total 11 workers using 12121 MB)
@  1155s  (total 11 workers using 12164 MB)
@  1166s  (total 11 workers using 12220 MB)
@  1177s  (total 11 workers using 12244 MB)
@  1188s  (total 11 workers using 12398 MB)
@  1200s  (total 11 workers using 12386 MB)
@  1210s  (total 11 workers using 12428 MB)
@  1222s  (total 11 workers using 12552 MB)
@  1233s  (total 11 workers using 12513 MB)
@  1244s  (total 11 workers using 12671 MB)
@  1255s  (total 11 workers using 12818 MB)
@  1266s  (total 11 workers using 13082 MB)
@  1277s  (total 11 workers using 13199 MB)
@  1288s  (total 11 workers using 13231 MB)
@  1299s  (total 11 workers using 13204 MB)
@  1310s  (total 11 workers using 13307 MB)
@  1321s  (total 11 workers using 13252 MB)
@  1332s  (total 11 workers using 13371 MB)
@  1343s  (total 11 workers using 13431 MB)
@  1354s  (total 11 workers using 13556 MB)
@  1365s  (total 11 workers using 13562 MB)
@  1376s  (total 11 workers using 13679 MB)
@  1387s  (total 11 workers using 13800 MB)
@  1398s  (total 11 workers using 13802 MB)
@  1409s  (total 11 workers using 13835 MB)
@  1421s  (total 11 workers using 14046 MB)
@  1432s  (total 11 workers using 14023 MB)
@  1443s  (total 11 workers using 14077 MB)
@  1454s  (total 11 workers using 14145 MB)
@  1465s  (total 11 workers using 14114 MB)
@  1476s  (total 11 workers using 14284 MB)
@  1487s  (total 11 workers using 14241 MB)
@  1498s  (total 11 workers using 14442 MB)
@  1509s  (total 11 workers using 14403 MB)
@  1520s  (total 11 workers using 14505 MB)
@  1531s  (total 11 workers using 14513 MB)
@  1542s  (total 11 workers using 14715 MB)
@  1553s  (total 11 workers using 14721 MB)
@  1564s  (total 11 workers using 14804 MB)
@  1575s  (total 11 workers using 14834 MB)
@  1586s  (total 11 workers using 14935 MB)
@  1597s  (total 11 workers using 14940 MB)
@  1608s  (total 11 workers using 14876 MB)
@  1620s  (total 11 workers using 14982 MB)
@  1630s  (total 11 workers using 15062 MB)
@  1642s  (total 11 workers using 15110 MB)
@  1653s  (total 11 workers using 15248 MB)
@  1664s  (total 11 workers using 15134 MB)
@  1675s  (total 11 workers using 15433 MB)
@  1686s  (total 11 workers using 15566 MB)
@  1697s  (total 11 workers using 15659 MB)
@  1708s  (total 11 workers using 15614 MB)
@  1719s  (total 11 workers using 15781 MB)
@  1730s  (total 11 workers using 15881 MB)
@  1741s  (total 11 workers using 15907 MB)
@  1752s  (total 11 workers using 15957 MB)
@  1763s  (total 11 workers using 16126 MB)
@  1774s  (total 11 workers using 16070 MB)
@  1785s  (total 11 workers using 16262 MB)
@  1796s  (total 11 workers using 16191 MB)
@  1807s  (total 11 workers using 16232 MB)
@  1819s  (total 11 workers using 16313 MB)
@  1829s  (total 11 workers using 16524 MB)
@  1841s  (total 11 workers using 16394 MB)
@  1851s  (total 11 workers using 16598 MB)
@  1863s  (total 11 workers using 16557 MB)
@  1874s  (total 11 workers using 16712 MB)
@  1885s  (total 11 workers using 16730 MB)
@  1896s  (total 11 workers using 16813 MB)
@  1907s  (total 11 workers using 16873 MB)
@  1918s  (total 11 workers using 16930 MB)
@  1929s  (total 11 workers using 17051 MB)
@  1940s  (total 11 workers using 17055 MB)
@  1951s  (total 11 workers using 17095 MB)
@  1962s  (total 11 workers using 17193 MB)
@  1973s  (total 11 workers using 17314 MB)
@  1984s  (total 11 workers using 17336 MB)
@  1995s  (total 11 workers using 17400 MB)
@  2006s  (total 11 workers using 17698 MB)
@  2017s  (total 11 workers using 17667 MB)
@  2028s  (total 11 workers using 17428 MB)
@  2039s  (total 11 workers using 17627 MB)
@  2050s  (total 11 workers using 17652 MB)
@  2062s  (total 11 workers using 17774 MB)
@  2073s  (total 11 workers using 17638 MB)
@  2084s  (total 11 workers using 17976 MB)
@  2095s  (total 11 workers using 17855 MB)
@  2106s  (total 11 workers using 18034 MB)
@  2117s  (total 11 workers using 18171 MB)
@  2128s  (total 11 workers using 18322 MB)
@  2139s  (total 11 workers using 18347 MB)
@  2150s  (total 11 workers using 18647 MB)
@  2161s  (total 11 workers using 18687 MB)
@  2172s  (total 11 workers using 18749 MB)
@  2183s  (total 11 workers using 18842 MB)
@  2194s  (total 11 workers using 18726 MB)
@  2205s  (total 11 workers using 18962 MB)
@  2216s  (total 11 workers using 19040 MB)
@  2227s  (total 11 workers using 19000 MB)
@  2239s  (total 11 workers using 18973 MB)
@  2249s  (total 11 workers using 19202 MB)
@  2261s  (total 11 workers using 18941 MB)
@  2272s  (total 11 workers using 19200 MB)
@  2283s  (total 11 workers using 19226 MB)
@  2294s  (total 11 workers using 19292 MB)
@  2305s  (total 11 workers using 19336 MB)
@  2316s  (total 11 workers using 19512 MB)
@  2327s  (total 11 workers using 19670 MB)
@  2338s  (total 11 workers using 19563 MB)
@  2349s  (total 11 workers using 19599 MB)
@  2360s  (total 11 workers using 19516 MB)
@  2371s  (total 11 workers using 19720 MB)
@  2382s  (total 11 workers using 19766 MB)
@  2393s  (total 11 workers using 19751 MB)
@  2404s  (total 11 workers using 19661 MB)
@  2415s  (total 11 workers using 19905 MB)
@  2426s  (total 11 workers using 20027 MB)
@  2437s  (total 11 workers using 19878 MB)
@  2448s  (total 11 workers using 19962 MB)
@  2460s  (total 11 workers using 20132 MB)
@  2470s  (total 11 workers using 20328 MB)
@  2482s  (total 11 workers using 20283 MB)
@  2493s  (total 11 workers using 20243 MB)
@  2504s  (total 11 workers using 20399 MB)
@  2515s  (total 11 workers using 20505 MB)
@  2526s  (total 11 workers using 20565 MB)
@  2537s  (total 11 workers using 20654 MB)
@  2548s  (total 11 workers using 20830 MB)
@  2559s  (total 11 workers using 20890 MB)
@  2570s  (total 11 workers using 21078 MB)
@  2581s  (total 11 workers using 21154 MB)
@  2592s  (total 11 workers using 21297 MB)
@  2603s  (total 11 workers using 21323 MB)
@  2614s  (total 11 workers using 21458 MB)
@  2625s  (total 11 workers using 21447 MB)
@  2636s  (total 11 workers using 21377 MB)
@  2647s  (total 11 workers using 21546 MB)
@  2658s  (total 11 workers using 21370 MB)
@  2669s  (total 11 workers using 21730 MB)
@  2681s  (total 11 workers using 21713 MB)
@  2692s  (total 11 workers using 22041 MB)
@  2703s  (total 11 workers using 21839 MB)
@  2714s  (total 11 workers using 21877 MB)
@  2725s  (total 11 workers using 22087 MB)
@  2736s  (total 11 workers using 22144 MB)
@  2747s  (total 11 workers using 22076 MB)
@  2758s  (total 11 workers using 22274 MB)
@  2769s  (total 11 workers using 22240 MB)
@  2780s  (total 11 workers using 22378 MB)
@  2791s  (total 11 workers using 22349 MB)
@  2802s  (total 11 workers using 22505 MB)
@  2813s  (total 11 workers using 22428 MB)
@  2824s  (total 11 workers using 22536 MB)
@  2835s  (total 11 workers using 22494 MB)
@  2846s  (total 11 workers using 22769 MB)
@  2857s  (total 11 workers using 22710 MB)
@  2868s  (total 11 workers using 22851 MB)
@  2880s  (total 11 workers using 22961 MB)
@  2890s  (total 11 workers using 22743 MB)
@  2902s  (total 11 workers using 22798 MB)
@  2913s  (total 11 workers using 23152 MB)
@  2924s  (total 11 workers using 22838 MB)
@  2935s  (total 11 workers using 23163 MB)
@  2946s  (total 11 workers using 23200 MB)
@  2957s  (total 11 workers using 23390 MB)
@  2968s  (total 11 workers using 23563 MB)
@  2979s  (total 11 workers using 23704 MB)
@  2990s  (total 11 workers using 23644 MB)
@  3001s  (total 11 workers using 23481 MB)
@  3012s  (total 11 workers using 23731 MB)
@  3023s  (total 11 workers using 23579 MB)
@  3034s  (total 11 workers using 23833 MB)
@  3045s  (total 11 workers using 23910 MB)
@  3056s  (total 11 workers using 23997 MB)
@  3067s  (total 11 workers using 24033 MB)
@  3078s  (total 11 workers using 23898 MB)
@  3089s  (total 11 workers using 24130 MB)
@  3100s  (total 11 workers using 24154 MB)
@  3111s  (total 11 workers using 23984 MB)
@  3123s  (total 11 workers using 24355 MB)
@  3133s  (total 11 workers using 24322 MB)
@  3145s  (total 11 workers using 24652 MB)
@  3156s  (total 11 workers using 24515 MB)
@  3167s  (total 11 workers using 24380 MB)
@  3178s  (total 11 workers using 24692 MB)
@  3189s  (total 11 workers using 24514 MB)
@  3200s  (total 11 workers using 24673 MB)
@  3211s  (total 11 workers using 24789 MB)
@  3222s  (total 11 workers using 24975 MB)
@  3233s  (total 11 workers using 24927 MB)
@  3244s  (total 11 workers using 24978 MB)
@  3255s  (total 11 workers using 25149 MB)
@  3266s  (total 11 workers using 25159 MB)
@  3277s  (total 11 workers using 25128 MB)
@  3288s  (total 11 workers using 25213 MB)
@  3299s  (total 11 workers using 25269 MB)
@  3310s  (total 11 workers using 25236 MB)
@  3321s  (total 11 workers using 25402 MB)
@  3332s  (total 11 workers using 25200 MB)
@  3343s  (total 11 workers using 25588 MB)
@  3354s  (total 11 workers using 25297 MB)
@  3365s  (total 11 workers using 25589 MB)
@  3376s  (total 11 workers using 25699 MB)
@  3387s  (total 11 workers using 25531 MB)
@  3398s  (total 11 workers using 25838 MB)
@  3410s  (total 11 workers using 25509 MB)
@  3420s  (total 11 workers using 25766 MB)
@  3432s  (total 11 workers using 25703 MB)
@  3442s  (total 11 workers using 25969 MB)
@  3454s  (total 11 workers using 26007 MB)
@  3465s  (total 11 workers using 26025 MB)
@  3476s  (total 11 workers using 26221 MB)
@  3487s  (total 11 workers using 26332 MB)
@  3498s  (total 11 workers using 26374 MB)
@  3509s  (total 11 workers using 26144 MB)
@  3520s  (total 11 workers using 26440 MB)
@  3531s  (total 11 workers using 26175 MB)
@  3542s  (total 11 workers using 26458 MB)
@  3553s  (total 11 workers using 26482 MB)
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 2 finished with result unknown) python3 avr.py
@  3554s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3555s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3555s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3563s  (total 1 workers using 4042 MB)
@  3573s  (total 1 workers using 4042 MB)
@  3575s  (stopping all workers)
@  3575s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3576s  (copied results from worker 0 in /tmp//pr_test)
@  3576s  [0;30;47m(proof race finished with answer unknown in 3575.55 seconds)[m
unknown
c done
