c host: c3n09
c start: Fri Oct 18 21:39:55 CEST 2019
c arrayjobid: 17567257
c jobid: 17567628
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r1-p062.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567628.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   305s  (total 11 workers using 9776 MB)
@   316s  (total 11 workers using 9995 MB)
@   327s  (total 11 workers using 10262 MB)
@   338s  (total 11 workers using 10389 MB)
@   349s  (total 11 workers using 10494 MB)
@   360s  (total 11 workers using 10855 MB)
@   371s  (total 11 workers using 10754 MB)
@   383s  (total 11 workers using 10941 MB)
@   394s  (total 11 workers using 11232 MB)
@   405s  (total 11 workers using 11471 MB)
@   416s  (total 11 workers using 11699 MB)
@   427s  (total 11 workers using 11570 MB)
@   438s  (total 11 workers using 11835 MB)
@   449s  (total 11 workers using 11980 MB)
@   460s  (total 11 workers using 12660 MB)
@   471s  (total 11 workers using 12604 MB)
@   482s  (total 11 workers using 12712 MB)
@   493s  (total 11 workers using 12946 MB)
@   504s  (total 11 workers using 12931 MB)
@   515s  (total 11 workers using 13172 MB)
@   526s  (total 11 workers using 13241 MB)
@   537s  (total 11 workers using 13593 MB)
@   548s  (total 11 workers using 13666 MB)
@   560s  (total 11 workers using 13850 MB)
@   571s  (total 11 workers using 13822 MB)
@   582s  (total 11 workers using 14076 MB)
@   593s  (total 11 workers using 14344 MB)
@   604s  (total 11 workers using 14393 MB)
@   615s  (total 11 workers using 14374 MB)
@   626s  (total 11 workers using 14420 MB)
@   637s  (total 11 workers using 14544 MB)
@   648s  (total 11 workers using 14783 MB)
@   659s  (total 11 workers using 14995 MB)
@   670s  (total 11 workers using 15098 MB)
@   681s  (total 11 workers using 15462 MB)
@   692s  (total 11 workers using 15589 MB)
@   703s  (total 11 workers using 15480 MB)
@   714s  (total 11 workers using 15755 MB)
@   725s  (total 11 workers using 15808 MB)
@   736s  (total 11 workers using 15886 MB)
@   747s  (total 11 workers using 15952 MB)
@   759s  (total 11 workers using 16332 MB)
@   769s  (total 11 workers using 16380 MB)
@   781s  (total 11 workers using 16547 MB)
@   792s  (total 11 workers using 16719 MB)
@   803s  (total 11 workers using 16531 MB)
@   814s  (total 11 workers using 17029 MB)
@   825s  (total 11 workers using 17097 MB)
@   836s  (total 11 workers using 17124 MB)
@   847s  (total 11 workers using 17102 MB)
@   858s  (total 11 workers using 17320 MB)
@   869s  (total 11 workers using 17559 MB)
@   880s  (total 11 workers using 17798 MB)
@   892s  (total 11 workers using 17762 MB)
@   903s  (total 11 workers using 17762 MB)
@   914s  (total 11 workers using 17915 MB)
@   925s  (total 11 workers using 18058 MB)
@   936s  (total 11 workers using 18443 MB)
@   947s  (total 11 workers using 18474 MB)
@   958s  (total 11 workers using 18544 MB)
@   969s  (total 11 workers using 18851 MB)
@   980s  (total 11 workers using 19095 MB)
@   991s  (total 11 workers using 19324 MB)
@  1003s  (total 11 workers using 19594 MB)
@  1014s  (total 11 workers using 19879 MB)
@  1025s  (total 11 workers using 19765 MB)
@  1036s  (total 11 workers using 20004 MB)
@  1047s  (total 11 workers using 20078 MB)
@  1058s  (total 11 workers using 20478 MB)
@  1069s  (total 11 workers using 20330 MB)
@  1080s  (total 11 workers using 20820 MB)
@  1091s  (total 11 workers using 20694 MB)
@  1102s  (total 11 workers using 21341 MB)
@  1113s  (total 11 workers using 21135 MB)
@  1124s  (total 11 workers using 21368 MB)
@  1135s  (total 11 workers using 21535 MB)
@  1146s  (total 11 workers using 21698 MB)
@  1158s  (total 11 workers using 21776 MB)
@  1168s  (total 11 workers using 21575 MB)
@  1180s  (total 11 workers using 22030 MB)
@  1191s  (total 11 workers using 21747 MB)
@  1202s  (total 11 workers using 22366 MB)
@  1213s  (total 11 workers using 22513 MB)
@  1224s  (total 11 workers using 22843 MB)
@  1235s  (total 11 workers using 23081 MB)
@  1246s  (total 11 workers using 22738 MB)
@  1257s  (total 11 workers using 23175 MB)
@  1268s  (total 11 workers using 23549 MB)
@  1279s  (total 11 workers using 23640 MB)
@  1290s  (total 11 workers using 23444 MB)
@  1301s  (total 11 workers using 23831 MB)
@  1312s  (total 11 workers using 24320 MB)
@  1323s  (total 11 workers using 24039 MB)
@  1334s  (total 11 workers using 23970 MB)
@  1345s  (total 11 workers using 24405 MB)
@  1356s  (total 11 workers using 24809 MB)
@  1367s  (total 11 workers using 24790 MB)
@  1379s  (total 11 workers using 24856 MB)
@  1389s  (total 11 workers using 25349 MB)
@  1401s  (total 11 workers using 24928 MB)
@  1412s  (total 11 workers using 24932 MB)
@  1423s  (total 11 workers using 25125 MB)
@  1434s  (total 11 workers using 25807 MB)
@  1445s  (total 11 workers using 25351 MB)
@  1456s  (total 11 workers using 25651 MB)
@  1467s  (total 11 workers using 26063 MB)
@  1478s  (total 11 workers using 26338 MB)
@  1489s  (total 11 workers using 26435 MB)
@  1500s  (total 11 workers using 26139 MB)
@  1511s  (total 11 workers using 26667 MB)
@  1522s  (total 11 workers using 26782 MB)
@  1533s  (total 11 workers using 26585 MB)
@  1544s  (total 11 workers using 26690 MB)
@  1555s  (total 11 workers using 26853 MB)
@  1566s  (total 11 workers using 26869 MB)
@  1577s  (total 11 workers using 27164 MB)
@  1588s  (total 11 workers using 27333 MB)
@  1600s  (total 11 workers using 26869 MB)
@  1610s  (total 11 workers using 27884 MB)
@  1622s  (total 11 workers using 27956 MB)
@  1633s  (total 11 workers using 27888 MB)
@  1644s  (total 11 workers using 28065 MB)
@  1655s  (total 11 workers using 27914 MB)
@  1666s  (total 11 workers using 27628 MB)
@  1677s  (total 11 workers using 28879 MB)
@  1688s  (total 11 workers using 28982 MB)
@  1699s  (total 11 workers using 28283 MB)
@  1710s  (total 11 workers using 29771 MB)
@  1721s  (total 11 workers using 28868 MB)
@  1732s  (total 11 workers using 28932 MB)
@  1743s  (total 11 workers using 29488 MB)
@  1754s  (total 11 workers using 29320 MB)
@  1765s  (total 11 workers using 29237 MB)
@  1776s  (total 11 workers using 29484 MB)
@  1787s  (total 11 workers using 29652 MB)
@  1798s  (total 11 workers using 29010 MB)
@  1809s  (total 11 workers using 29751 MB)
@  1820s  (total 11 workers using 29383 MB)
@  1831s  (total 11 workers using 29429 MB)
@  1843s  (total 11 workers using 30183 MB)
@  1853s  (total 11 workers using 29349 MB)
@  1865s  (total 11 workers using 29532 MB)
@  1876s  (total 11 workers using 30564 MB)
@  1887s  (total 11 workers using 30174 MB)
@  1898s  (total 11 workers using 30368 MB)
@  1909s  (total 11 workers using 31207 MB)
@  1920s  (total 11 workers using 30559 MB)
@  1931s  (total 11 workers using 31081 MB)
@  1942s  (total 11 workers using 31028 MB)
@  1953s  (total 11 workers using 30838 MB)
@  1964s  (total 11 workers using 32033 MB)
@  1975s  (total 11 workers using 31675 MB)
@  1986s  (total 11 workers using 31753 MB)
@  1997s  (total 11 workers using 32127 MB)
@  2008s  (total 11 workers using 31857 MB)
@  2019s  (total 11 workers using 32118 MB)
@  2030s  (total 11 workers using 32815 MB)
@  2041s  (total 11 workers using 32404 MB)
@  2052s  (total 11 workers using 33248 MB)
@  2063s  (total 11 workers using 32208 MB)
@  2074s  (total 11 workers using 32840 MB)
@  2086s  (total 11 workers using 33262 MB)
@  2096s  (total 11 workers using 32220 MB)
@  2108s  (total 11 workers using 33153 MB)
@  2119s  (total 11 workers using 33419 MB)
@  2130s  (total 11 workers using 33442 MB)
@  2141s  (total 11 workers using 33951 MB)
@  2152s  (total 11 workers using 33580 MB)
@  2163s  (total 11 workers using 34062 MB)
@  2174s  (total 11 workers using 34032 MB)
@  2185s  (total 11 workers using 34170 MB)
@  2196s  (total 11 workers using 34408 MB)
@  2207s  (total 11 workers using 34556 MB)
@  2218s  (total 11 workers using 34261 MB)
@  2229s  (total 11 workers using 35733 MB)
@  2240s  (total 11 workers using 35002 MB)
@  2251s  (total 11 workers using 35766 MB)
@  2262s  (total 11 workers using 35406 MB)
@  2273s  (total 11 workers using 35618 MB)
@  2285s  (total 11 workers using 35496 MB)
@  2295s  (total 11 workers using 35580 MB)
@  2307s  (total 11 workers using 36237 MB)
@  2317s  (total 11 workers using 36051 MB)
@  2329s  (total 11 workers using 36322 MB)
@  2340s  (total 11 workers using 37125 MB)
@  2351s  (total 11 workers using 36397 MB)
@  2362s  (total 11 workers using 37333 MB)
@  2373s  (total 11 workers using 37026 MB)
@  2384s  (total 11 workers using 36961 MB)
@  2395s  (total 11 workers using 37631 MB)
@  2406s  (total 11 workers using 36992 MB)
@  2417s  (total 11 workers using 37547 MB)
@  2428s  (total 11 workers using 38534 MB)
@  2439s  (total 11 workers using 38024 MB)
@  2450s  (total 11 workers using 38218 MB)
@  2461s  (total 11 workers using 37781 MB)
@  2472s  (total 11 workers using 38883 MB)
@  2483s  (total 11 workers using 38447 MB)
@  2494s  (total 11 workers using 38902 MB)
@  2506s  (total 11 workers using 39027 MB)
@  2516s  (total 11 workers using 38822 MB)
@  2528s  (total 11 workers using 39155 MB)
@  2539s  (total 11 workers using 38650 MB)
@  2550s  (total 11 workers using 39040 MB)
@  2561s  (total 11 workers using 38848 MB)
@  2572s  (total 11 workers using 38938 MB)
@  2583s  (total 11 workers using 39724 MB)
@  2594s  (total 11 workers using 38888 MB)
@  2605s  (total 11 workers using 39107 MB)
@  2616s  (total 11 workers using 39784 MB)
@  2627s  (total 11 workers using 38812 MB)
@  2638s  (total 11 workers using 40202 MB)
@  2649s  (total 11 workers using 39856 MB)
@  2660s  (total 11 workers using 39939 MB)
@  2671s  (total 11 workers using 40004 MB)
@  2682s  (total 11 workers using 39809 MB)
@  2693s  (total 11 workers using 40499 MB)
@  2705s  (total 11 workers using 40706 MB)
@  2715s  (total 11 workers using 40889 MB)
@  2727s  (total 11 workers using 40488 MB)
@  2738s  (total 11 workers using 41787 MB)
@  2749s  (total 11 workers using 41272 MB)
@  2760s  (total 11 workers using 40858 MB)
@  2771s  (total 11 workers using 42131 MB)
@  2782s  (total 11 workers using 41335 MB)
@  2793s  (total 11 workers using 42854 MB)
@  2804s  (total 11 workers using 42002 MB)
@  2815s  (total 11 workers using 42371 MB)
@  2826s  (total 11 workers using 41953 MB)
@  2837s  (total 11 workers using 42364 MB)
@  2848s  (total 11 workers using 41750 MB)
@  2859s  (total 11 workers using 42857 MB)
@  2870s  (total 11 workers using 41986 MB)
@  2881s  (total 11 workers using 42695 MB)
@  2892s  (total 11 workers using 42972 MB)
@  2904s  (total 11 workers using 42060 MB)
@  2915s  (total 11 workers using 42813 MB)
@  2926s  (total 11 workers using 42639 MB)
@  2937s  (total 11 workers using 43300 MB)
@  2948s  (total 11 workers using 43961 MB)
@  2959s  (total 11 workers using 43076 MB)
@  2970s  (total 11 workers using 44246 MB)
@  2981s  (total 11 workers using 43655 MB)
@  2992s  (total 11 workers using 44472 MB)
@  3003s  (total 11 workers using 43705 MB)
@  3014s  (total 11 workers using 44412 MB)
@  3025s  (total 11 workers using 44370 MB)
@  3036s  (total 11 workers using 44435 MB)
@  3047s  (total 11 workers using 44278 MB)
@  3058s  (total 11 workers using 44340 MB)
@  3069s  (total 11 workers using 44947 MB)
@  3081s  (total 11 workers using 45091 MB)
@  3092s  (total 11 workers using 45274 MB)
@  3103s  (total 11 workers using 44747 MB)
@  3114s  (total 11 workers using 46087 MB)
@  3125s  (total 11 workers using 44996 MB)
@  3136s  (total 11 workers using 45854 MB)
@  3147s  (total 11 workers using 45310 MB)
@  3158s  (total 11 workers using 46042 MB)
@  3169s  (total 11 workers using 46103 MB)
@  3180s  (total 11 workers using 45740 MB)
@  3191s  (total 11 workers using 32186 MB)
@  3191s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3202s  (total 10 workers using 32003 MB)
@  3213s  (total 10 workers using 32655 MB)
@  3224s  (total 10 workers using 32152 MB)
@  3235s  (total 10 workers using 32828 MB)
@  3246s  (total 10 workers using 32337 MB)
@  3257s  (total 10 workers using 33404 MB)
@  3268s  (total 10 workers using 32392 MB)
@  3279s  (total 10 workers using 33196 MB)
@  3289s  (total 10 workers using 33006 MB)
@  3301s  (total 10 workers using 33496 MB)
@  3311s  (total 10 workers using 33031 MB)
@  3322s  (total 10 workers using 33775 MB)
@  3333s  (total 10 workers using 33387 MB)
@  3344s  (total 10 workers using 33054 MB)
@  3355s  (total 10 workers using 33799 MB)
@  3366s  (total 10 workers using 33501 MB)
@  3377s  (total 10 workers using 34571 MB)
@  3388s  (total 10 workers using 33911 MB)
@  3399s  (total 10 workers using 34459 MB)
@  3410s  (total 10 workers using 34086 MB)
@  3421s  (total 10 workers using 34481 MB)
@  3432s  (total 10 workers using 34542 MB)
@  3443s  (total 10 workers using 34943 MB)
@  3454s  (total 10 workers using 34627 MB)
@  3465s  (total 10 workers using 35114 MB)
@  3476s  (total 10 workers using 34763 MB)
@  3486s  (total 10 workers using 35205 MB)
@  3497s  (total 10 workers using 34858 MB)
@  3508s  (total 10 workers using 34983 MB)
@  3519s  (total 10 workers using 34977 MB)
@  3530s  (total 10 workers using 35200 MB)
@  3541s  (total 10 workers using 35108 MB)
@  3552s  (total 10 workers using 35483 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3555s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 2 finished with result unknown) python3 avr.py
@  3556s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3556s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3557s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3563s  (total 4 workers using 9458 MB)
@  3573s  (total 4 workers using 9458 MB)
@  3575s  (stopping all workers)
@  3575s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3575s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3575s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3575s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3576s  (copied results from worker 0 in /tmp//pr_test)
@  3576s  [0;30;47m(proof race finished with answer unknown in 3575.52 seconds)[m
unknown
c done
