c host: c3n01
c start: Fri Oct 18 21:42:34 CEST 2019
c arrayjobid: 17567257
c jobid: 17567636
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r1-p044.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567636.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   305s  (total 11 workers using 7368 MB)
@   316s  (total 11 workers using 7415 MB)
@   327s  (total 11 workers using 7443 MB)
@   338s  (total 11 workers using 7707 MB)
@   349s  (total 11 workers using 7781 MB)
@   361s  (total 11 workers using 7708 MB)
@   371s  (total 11 workers using 7985 MB)
@   383s  (total 11 workers using 8224 MB)
@   394s  (total 11 workers using 8367 MB)
@   405s  (total 11 workers using 8558 MB)
@   416s  (total 11 workers using 8620 MB)
@   427s  (total 11 workers using 8730 MB)
@   438s  (total 11 workers using 8795 MB)
@   449s  (total 11 workers using 9048 MB)
@   460s  (total 11 workers using 9104 MB)
@   471s  (total 11 workers using 9222 MB)
@   482s  (total 11 workers using 9346 MB)
@   493s  (total 11 workers using 9428 MB)
@   504s  (total 11 workers using 9432 MB)
@   515s  (total 11 workers using 9563 MB)
@   526s  (total 11 workers using 9848 MB)
@   537s  (total 11 workers using 10000 MB)
@   548s  (total 11 workers using 10033 MB)
@   560s  (total 11 workers using 10353 MB)
@   570s  (total 11 workers using 10231 MB)
@   582s  (total 11 workers using 10481 MB)
@   593s  (total 11 workers using 10669 MB)
@   604s  (total 11 workers using 10678 MB)
@   615s  (total 11 workers using 10835 MB)
@   626s  (total 11 workers using 10796 MB)
@   637s  (total 11 workers using 11037 MB)
@   648s  (total 11 workers using 11133 MB)
@   659s  (total 11 workers using 11200 MB)
@   670s  (total 11 workers using 11168 MB)
@   681s  (total 11 workers using 11291 MB)
@   692s  (total 11 workers using 11412 MB)
@   703s  (total 11 workers using 11566 MB)
@   714s  (total 11 workers using 11584 MB)
@   725s  (total 11 workers using 11625 MB)
@   736s  (total 11 workers using 11752 MB)
@   747s  (total 11 workers using 11916 MB)
@   759s  (total 11 workers using 12006 MB)
@   769s  (total 11 workers using 12172 MB)
@   781s  (total 11 workers using 12256 MB)
@   792s  (total 11 workers using 12242 MB)
@   803s  (total 11 workers using 12317 MB)
@   814s  (total 11 workers using 12550 MB)
@   825s  (total 11 workers using 12466 MB)
@   836s  (total 11 workers using 12694 MB)
@   847s  (total 11 workers using 12813 MB)
@   858s  (total 11 workers using 12935 MB)
@   869s  (total 11 workers using 13055 MB)
@   880s  (total 11 workers using 13096 MB)
@   891s  (total 11 workers using 13190 MB)
@   902s  (total 11 workers using 13277 MB)
@   914s  (total 11 workers using 13312 MB)
@   924s  (total 11 workers using 13428 MB)
@   936s  (total 11 workers using 13492 MB)
@   947s  (total 11 workers using 13553 MB)
@   958s  (total 11 workers using 13763 MB)
@   969s  (total 11 workers using 13753 MB)
@   980s  (total 11 workers using 13700 MB)
@   991s  (total 11 workers using 13821 MB)
@  1002s  (total 11 workers using 13840 MB)
@  1013s  (total 11 workers using 13885 MB)
@  1024s  (total 11 workers using 14069 MB)
@  1035s  (total 11 workers using 14301 MB)
@  1046s  (total 11 workers using 14203 MB)
@  1057s  (total 11 workers using 14471 MB)
@  1069s  (total 11 workers using 14687 MB)
@  1079s  (total 11 workers using 14457 MB)
@  1091s  (total 11 workers using 14619 MB)
@  1102s  (total 11 workers using 14696 MB)
@  1113s  (total 11 workers using 15028 MB)
@  1124s  (total 11 workers using 14920 MB)
@  1135s  (total 11 workers using 15092 MB)
@  1146s  (total 11 workers using 15167 MB)
@  1157s  (total 11 workers using 15084 MB)
@  1168s  (total 11 workers using 15370 MB)
@  1179s  (total 11 workers using 15477 MB)
@  1190s  (total 11 workers using 15474 MB)
@  1201s  (total 11 workers using 15743 MB)
@  1212s  (total 11 workers using 15640 MB)
@  1223s  (total 11 workers using 15969 MB)
@  1234s  (total 11 workers using 15718 MB)
@  1246s  (total 11 workers using 15799 MB)
@  1256s  (total 11 workers using 16309 MB)
@  1268s  (total 11 workers using 15996 MB)
@  1279s  (total 11 workers using 16069 MB)
@  1290s  (total 11 workers using 16336 MB)
@  1301s  (total 11 workers using 16252 MB)
@  1312s  (total 11 workers using 16369 MB)
@  1323s  (total 11 workers using 16570 MB)
@  1334s  (total 11 workers using 16671 MB)
@  1345s  (total 11 workers using 16619 MB)
@  1356s  (total 11 workers using 16896 MB)
@  1367s  (total 11 workers using 16979 MB)
@  1378s  (total 11 workers using 16875 MB)
@  1389s  (total 11 workers using 16771 MB)
@  1400s  (total 11 workers using 16829 MB)
@  1411s  (total 11 workers using 16871 MB)
@  1423s  (total 11 workers using 17014 MB)
@  1434s  (total 11 workers using 17236 MB)
@  1445s  (total 11 workers using 17208 MB)
@  1456s  (total 11 workers using 17286 MB)
@  1467s  (total 11 workers using 17457 MB)
@  1478s  (total 11 workers using 17469 MB)
@  1489s  (total 11 workers using 17489 MB)
@  1500s  (total 11 workers using 17716 MB)
@  1511s  (total 11 workers using 17766 MB)
@  1522s  (total 11 workers using 17791 MB)
@  1533s  (total 11 workers using 17853 MB)
@  1544s  (total 11 workers using 17819 MB)
@  1555s  (total 11 workers using 18031 MB)
@  1566s  (total 11 workers using 18071 MB)
@  1577s  (total 11 workers using 18288 MB)
@  1588s  (total 11 workers using 18231 MB)
@  1600s  (total 11 workers using 18248 MB)
@  1611s  (total 11 workers using 18311 MB)
@  1622s  (total 11 workers using 18393 MB)
@  1633s  (total 11 workers using 18490 MB)
@  1644s  (total 11 workers using 18743 MB)
@  1655s  (total 11 workers using 18797 MB)
@  1666s  (total 11 workers using 18853 MB)
@  1677s  (total 11 workers using 18963 MB)
@  1688s  (total 11 workers using 18997 MB)
@  1699s  (total 11 workers using 19138 MB)
@  1710s  (total 11 workers using 19384 MB)
@  1721s  (total 11 workers using 19391 MB)
@  1732s  (total 11 workers using 19423 MB)
@  1743s  (total 11 workers using 19421 MB)
@  1754s  (total 11 workers using 19621 MB)
@  1765s  (total 11 workers using 19517 MB)
@  1777s  (total 11 workers using 19610 MB)
@  1788s  (total 11 workers using 19894 MB)
@  1799s  (total 11 workers using 19890 MB)
@  1810s  (total 11 workers using 19947 MB)
@  1821s  (total 11 workers using 20018 MB)
@  1832s  (total 11 workers using 19931 MB)
@  1843s  (total 11 workers using 20184 MB)
@  1854s  (total 11 workers using 20130 MB)
@  1865s  (total 11 workers using 20165 MB)
@  1876s  (total 11 workers using 20301 MB)
@  1887s  (total 11 workers using 20387 MB)
@  1898s  (total 11 workers using 20638 MB)
@  1909s  (total 11 workers using 20438 MB)
@  1920s  (total 11 workers using 20714 MB)
@  1931s  (total 11 workers using 20584 MB)
@  1942s  (total 11 workers using 20888 MB)
@  1953s  (total 11 workers using 20645 MB)
@  1964s  (total 11 workers using 20745 MB)
@  1976s  (total 11 workers using 20855 MB)
@  1986s  (total 11 workers using 20925 MB)
@  1998s  (total 11 workers using 20981 MB)
@  2008s  (total 11 workers using 21136 MB)
@  2020s  (total 11 workers using 21337 MB)
@  2031s  (total 11 workers using 21324 MB)
@  2042s  (total 11 workers using 21282 MB)
@  2053s  (total 11 workers using 21342 MB)
@  2064s  (total 11 workers using 21690 MB)
@  2075s  (total 11 workers using 21698 MB)
@  2086s  (total 11 workers using 21594 MB)
@  2097s  (total 11 workers using 21584 MB)
@  2108s  (total 11 workers using 21751 MB)
@  2119s  (total 11 workers using 22096 MB)
@  2130s  (total 11 workers using 22095 MB)
@  2141s  (total 11 workers using 22069 MB)
@  2152s  (total 11 workers using 22329 MB)
@  2163s  (total 11 workers using 22182 MB)
@  2174s  (total 11 workers using 22374 MB)
@  2185s  (total 11 workers using 22440 MB)
@  2196s  (total 11 workers using 22604 MB)
@  2207s  (total 11 workers using 22459 MB)
@  2219s  (total 11 workers using 22434 MB)
@  2229s  (total 11 workers using 22911 MB)
@  2241s  (total 11 workers using 22676 MB)
@  2251s  (total 11 workers using 22677 MB)
@  2263s  (total 11 workers using 22869 MB)
@  2274s  (total 11 workers using 23003 MB)
@  2285s  (total 11 workers using 23325 MB)
@  2296s  (total 11 workers using 23014 MB)
@  2307s  (total 11 workers using 22962 MB)
@  2318s  (total 11 workers using 23652 MB)
@  2329s  (total 11 workers using 23105 MB)
@  2340s  (total 11 workers using 23847 MB)
@  2351s  (total 11 workers using 23391 MB)
@  2362s  (total 11 workers using 23468 MB)
@  2373s  (total 11 workers using 23912 MB)
@  2384s  (total 11 workers using 23567 MB)
@  2395s  (total 11 workers using 24157 MB)
@  2406s  (total 11 workers using 23671 MB)
@  2417s  (total 11 workers using 23804 MB)
@  2428s  (total 11 workers using 23746 MB)
@  2440s  (total 11 workers using 24447 MB)
@  2450s  (total 11 workers using 23964 MB)
@  2462s  (total 11 workers using 24509 MB)
@  2473s  (total 11 workers using 24572 MB)
@  2484s  (total 11 workers using 24401 MB)
@  2495s  (total 11 workers using 24921 MB)
@  2506s  (total 11 workers using 24714 MB)
@  2517s  (total 11 workers using 25004 MB)
@  2528s  (total 11 workers using 24560 MB)
@  2539s  (total 11 workers using 25000 MB)
@  2550s  (total 11 workers using 24778 MB)
@  2561s  (total 11 workers using 25178 MB)
@  2572s  (total 11 workers using 24888 MB)
@  2583s  (total 11 workers using 25224 MB)
@  2595s  (total 11 workers using 25110 MB)
@  2606s  (total 11 workers using 25047 MB)
@  2617s  (total 11 workers using 25125 MB)
@  2628s  (total 11 workers using 25593 MB)
@  2639s  (total 11 workers using 25302 MB)
@  2650s  (total 11 workers using 25699 MB)
@  2661s  (total 11 workers using 25690 MB)
@  2672s  (total 11 workers using 25497 MB)
@  2683s  (total 11 workers using 26069 MB)
@  2694s  (total 11 workers using 25540 MB)
@  2705s  (total 11 workers using 25564 MB)
@  2716s  (total 11 workers using 26147 MB)
@  2727s  (total 11 workers using 25805 MB)
@  2738s  (total 11 workers using 26334 MB)
@  2750s  (total 11 workers using 26214 MB)
@  2760s  (total 11 workers using 26181 MB)
@  2772s  (total 11 workers using 26895 MB)
@  2783s  (total 11 workers using 26345 MB)
@  2794s  (total 11 workers using 26676 MB)
@  2805s  (total 11 workers using 26382 MB)
@  2816s  (total 11 workers using 26426 MB)
@  2827s  (total 11 workers using 26956 MB)
@  2838s  (total 11 workers using 26728 MB)
@  2849s  (total 11 workers using 27146 MB)
@  2860s  (total 11 workers using 26888 MB)
@  2871s  (total 11 workers using 26900 MB)
@  2882s  (total 11 workers using 27066 MB)
@  2893s  (total 11 workers using 27042 MB)
@  2904s  (total 11 workers using 27459 MB)
@  2915s  (total 11 workers using 27508 MB)
@  2927s  (total 11 workers using 27497 MB)
@  2938s  (total 11 workers using 27188 MB)
@  2949s  (total 11 workers using 27696 MB)
@  2960s  (total 11 workers using 27346 MB)
@  2971s  (total 11 workers using 27596 MB)
@  2982s  (total 11 workers using 27947 MB)
@  2993s  (total 11 workers using 27526 MB)
@  3004s  (total 11 workers using 28027 MB)
@  3015s  (total 11 workers using 27570 MB)
@  3026s  (total 11 workers using 28174 MB)
@  3037s  (total 11 workers using 27747 MB)
@  3048s  (total 11 workers using 27790 MB)
@  3059s  (total 11 workers using 28310 MB)
@  3070s  (total 11 workers using 27910 MB)
@  3082s  (total 11 workers using 28069 MB)
@  3092s  (total 11 workers using 28046 MB)
@  3104s  (total 11 workers using 28513 MB)
@  3115s  (total 11 workers using 28148 MB)
@  3126s  (total 11 workers using 28178 MB)
@  3137s  (total 11 workers using 28695 MB)
@  3148s  (total 11 workers using 28414 MB)
@  3159s  (total 11 workers using 28598 MB)
@  3170s  (total 11 workers using 28515 MB)
@  3181s  (total 11 workers using 28977 MB)
@  3192s  (total 11 workers using 28879 MB)
@  3203s  (total 11 workers using 29209 MB)
@  3214s  (total 11 workers using 28706 MB)
@  3225s  (total 11 workers using 29428 MB)
@  3236s  (total 11 workers using 29081 MB)
@  3247s  (total 11 workers using 29825 MB)
@  3259s  (total 11 workers using 29391 MB)
@  3270s  (total 11 workers using 29488 MB)
@  3281s  (total 11 workers using 29983 MB)
@  3292s  (total 11 workers using 29763 MB)
@  3303s  (total 11 workers using 30270 MB)
@  3314s  (total 11 workers using 29865 MB)
@  3325s  (total 11 workers using 30385 MB)
@  3336s  (total 11 workers using 30001 MB)
@  3347s  (total 11 workers using 30606 MB)
@  3358s  (total 11 workers using 30245 MB)
@  3369s  (total 11 workers using 30188 MB)
@  3380s  (total 11 workers using 30260 MB)
@  3392s  (total 11 workers using 30576 MB)
@  3402s  (total 11 workers using 30947 MB)
@  3414s  (total 11 workers using 30665 MB)
@  3425s  (total 11 workers using 31073 MB)
@  3436s  (total 11 workers using 31293 MB)
@  3447s  (total 11 workers using 30904 MB)
@  3458s  (total 11 workers using 31529 MB)
@  3469s  (total 11 workers using 31246 MB)
@  3480s  (total 11 workers using 31510 MB)
@  3491s  (total 11 workers using 32020 MB)
@  3502s  (total 11 workers using 31829 MB)
@  3513s  (total 11 workers using 32245 MB)
@  3524s  (total 11 workers using 31833 MB)
@  3535s  (total 11 workers using 32382 MB)
@  3546s  (total 11 workers using 32179 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3555s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3555s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3556s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3557s  (total 1 workers using 922 MB)
@  3567s  (total 1 workers using 922 MB)
@  3575s  (stopping all workers)
@  3575s  (worker 2 finished with result unknown) python3 avr.py
@  3576s  (copied results from worker 0 in /tmp//pr_test)
@  3576s  [0;30;47m(proof race finished with answer unknown in 3575.56 seconds)[m
unknown
c done
