c host: c3n18
c start: Fri Oct 18 22:48:47 CEST 2019
c arrayjobid: 17567257
c jobid: 17567706
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r1-p122.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567706.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   304s  (total 11 workers using 8839 MB)
@   315s  (total 11 workers using 9328 MB)
@   326s  (total 11 workers using 9610 MB)
@   337s  (total 11 workers using 9762 MB)
@   348s  (total 11 workers using 9894 MB)
@   360s  (total 11 workers using 10205 MB)
@   370s  (total 11 workers using 10307 MB)
@   382s  (total 11 workers using 10556 MB)
@   393s  (total 11 workers using 10561 MB)
@   404s  (total 11 workers using 10856 MB)
@   415s  (total 11 workers using 11197 MB)
@   426s  (total 11 workers using 11417 MB)
@   437s  (total 11 workers using 11426 MB)
@   448s  (total 11 workers using 11807 MB)
@   459s  (total 11 workers using 11770 MB)
@   470s  (total 11 workers using 11838 MB)
@   481s  (total 11 workers using 12068 MB)
@   493s  (total 11 workers using 12018 MB)
@   504s  (total 11 workers using 12384 MB)
@   515s  (total 11 workers using 12662 MB)
@   526s  (total 11 workers using 12745 MB)
@   537s  (total 11 workers using 12997 MB)
@   548s  (total 11 workers using 13115 MB)
@   559s  (total 11 workers using 13243 MB)
@   570s  (total 11 workers using 13414 MB)
@   581s  (total 11 workers using 13780 MB)
@   592s  (total 11 workers using 13935 MB)
@   604s  (total 11 workers using 14006 MB)
@   615s  (total 11 workers using 14285 MB)
@   626s  (total 11 workers using 14235 MB)
@   637s  (total 11 workers using 14469 MB)
@   648s  (total 11 workers using 14966 MB)
@   659s  (total 11 workers using 15232 MB)
@   670s  (total 11 workers using 15369 MB)
@   681s  (total 11 workers using 15708 MB)
@   693s  (total 11 workers using 15854 MB)
@   704s  (total 11 workers using 16020 MB)
@   715s  (total 11 workers using 16043 MB)
@   726s  (total 11 workers using 16283 MB)
@   737s  (total 11 workers using 16472 MB)
@   748s  (total 11 workers using 16494 MB)
@   759s  (total 11 workers using 17243 MB)
@   770s  (total 11 workers using 17463 MB)
@   782s  (total 11 workers using 17673 MB)
@   792s  (total 11 workers using 17650 MB)
@   804s  (total 11 workers using 18126 MB)
@   815s  (total 11 workers using 18359 MB)
@   826s  (total 11 workers using 18487 MB)
@   837s  (total 11 workers using 18580 MB)
@   848s  (total 11 workers using 18957 MB)
@   859s  (total 11 workers using 18823 MB)
@   870s  (total 11 workers using 18701 MB)
@   881s  (total 11 workers using 18800 MB)
@   893s  (total 11 workers using 19062 MB)
@   904s  (total 11 workers using 19359 MB)
@   915s  (total 11 workers using 19531 MB)
@   926s  (total 11 workers using 19509 MB)
@   937s  (total 11 workers using 19724 MB)
@   948s  (total 11 workers using 19762 MB)
@   959s  (total 11 workers using 19917 MB)
@   970s  (total 11 workers using 20021 MB)
@   982s  (total 11 workers using 20226 MB)
@   993s  (total 11 workers using 20396 MB)
@  1004s  (total 11 workers using 20096 MB)
@  1015s  (total 11 workers using 20369 MB)
@  1026s  (total 11 workers using 20634 MB)
@  1037s  (total 11 workers using 20649 MB)
@  1048s  (total 11 workers using 20796 MB)
@  1059s  (total 11 workers using 21277 MB)
@  1070s  (total 11 workers using 21688 MB)
@  1081s  (total 11 workers using 21888 MB)
@  1093s  (total 11 workers using 21674 MB)
@  1104s  (total 11 workers using 21993 MB)
@  1115s  (total 11 workers using 22260 MB)
@  1126s  (total 11 workers using 22133 MB)
@  1137s  (total 11 workers using 22352 MB)
@  1148s  (total 11 workers using 22360 MB)
@  1159s  (total 11 workers using 22999 MB)
@  1170s  (total 11 workers using 22990 MB)
@  1182s  (total 11 workers using 23054 MB)
@  1193s  (total 11 workers using 23185 MB)
@  1204s  (total 11 workers using 23579 MB)
@  1215s  (total 11 workers using 23614 MB)
@  1226s  (total 11 workers using 23602 MB)
@  1237s  (total 11 workers using 23722 MB)
@  1248s  (total 11 workers using 24133 MB)
@  1259s  (total 11 workers using 24235 MB)
@  1271s  (total 11 workers using 23889 MB)
@  1281s  (total 11 workers using 24077 MB)
@  1293s  (total 11 workers using 24398 MB)
@  1304s  (total 11 workers using 24331 MB)
@  1315s  (total 11 workers using 24333 MB)
@  1326s  (total 11 workers using 24717 MB)
@  1337s  (total 11 workers using 25044 MB)
@  1348s  (total 11 workers using 25202 MB)
@  1359s  (total 11 workers using 25346 MB)
@  1370s  (total 11 workers using 25642 MB)
@  1382s  (total 11 workers using 25959 MB)
@  1393s  (total 11 workers using 25867 MB)
@  1404s  (total 11 workers using 25513 MB)
@  1415s  (total 11 workers using 26332 MB)
@  1426s  (total 11 workers using 26238 MB)
@  1437s  (total 11 workers using 26028 MB)
@  1448s  (total 11 workers using 26596 MB)
@  1459s  (total 11 workers using 26501 MB)
@  1471s  (total 11 workers using 26568 MB)
@  1481s  (total 11 workers using 26307 MB)
@  1493s  (total 11 workers using 27111 MB)
@  1504s  (total 11 workers using 27044 MB)
@  1515s  (total 11 workers using 27129 MB)
@  1526s  (total 11 workers using 27069 MB)
@  1537s  (total 11 workers using 27817 MB)
@  1548s  (total 11 workers using 27216 MB)
@  1559s  (total 11 workers using 27544 MB)
@  1570s  (total 11 workers using 27914 MB)
@  1582s  (total 11 workers using 27866 MB)
@  1593s  (total 11 workers using 27740 MB)
@  1604s  (total 11 workers using 28384 MB)
@  1615s  (total 11 workers using 27985 MB)
@  1626s  (total 11 workers using 28103 MB)
@  1637s  (total 11 workers using 28190 MB)
@  1648s  (total 11 workers using 28466 MB)
@  1659s  (total 11 workers using 28506 MB)
@  1671s  (total 11 workers using 28659 MB)
@  1682s  (total 11 workers using 29326 MB)
@  1693s  (total 11 workers using 28794 MB)
@  1704s  (total 11 workers using 29071 MB)
@  1715s  (total 11 workers using 29358 MB)
@  1726s  (total 11 workers using 29451 MB)
@  1737s  (total 11 workers using 29475 MB)
@  1748s  (total 11 workers using 30116 MB)
@  1759s  (total 11 workers using 29702 MB)
@  1770s  (total 11 workers using 29988 MB)
@  1781s  (total 11 workers using 30518 MB)
@  1792s  (total 11 workers using 30218 MB)
@  1803s  (total 11 workers using 30328 MB)
@  1813s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  1814s  (total 10 workers using 30000 MB)
@  1825s  (total 10 workers using 29228 MB)
@  1836s  (total 10 workers using 29825 MB)
@  1847s  (total 10 workers using 30287 MB)
@  1858s  (total 10 workers using 30140 MB)
@  1869s  (total 10 workers using 29915 MB)
@  1880s  (total 10 workers using 30649 MB)
@  1891s  (total 10 workers using 30314 MB)
@  1902s  (total 10 workers using 30128 MB)
@  1913s  (total 10 workers using 30756 MB)
@  1924s  (total 10 workers using 30408 MB)
@  1935s  (total 10 workers using 30768 MB)
@  1946s  (total 10 workers using 31045 MB)
@  1957s  (total 10 workers using 30781 MB)
@  1968s  (total 10 workers using 31321 MB)
@  1979s  (total 10 workers using 31542 MB)
@  1989s  (total 10 workers using 31645 MB)
@  2000s  (total 10 workers using 32201 MB)
@  2011s  (total 10 workers using 31919 MB)
@  2022s  (total 10 workers using 31595 MB)
@  2033s  (total 10 workers using 32383 MB)
@  2044s  (total 10 workers using 32106 MB)
@  2055s  (total 10 workers using 32562 MB)
@  2066s  (total 10 workers using 31752 MB)
@  2077s  (total 10 workers using 31982 MB)
@  2088s  (total 10 workers using 32536 MB)
@  2099s  (total 10 workers using 32076 MB)
@  2110s  (total 10 workers using 32020 MB)
@  2121s  (total 10 workers using 32596 MB)
@  2132s  (total 10 workers using 32687 MB)
@  2143s  (total 10 workers using 33221 MB)
@  2154s  (total 10 workers using 33123 MB)
@  2165s  (total 10 workers using 33013 MB)
@  2176s  (total 10 workers using 33712 MB)
@  2186s  (total 10 workers using 33367 MB)
@  2198s  (total 10 workers using 33835 MB)
@  2208s  (total 10 workers using 34156 MB)
@  2219s  (total 10 workers using 33557 MB)
@  2230s  (total 10 workers using 34336 MB)
@  2241s  (total 10 workers using 34290 MB)
@  2252s  (total 10 workers using 34675 MB)
@  2263s  (total 10 workers using 34522 MB)
@  2274s  (total 10 workers using 34329 MB)
@  2285s  (total 10 workers using 35768 MB)
@  2296s  (total 10 workers using 34183 MB)
@  2307s  (total 10 workers using 34863 MB)
@  2318s  (total 10 workers using 34972 MB)
@  2329s  (total 10 workers using 34550 MB)
@  2340s  (total 10 workers using 35181 MB)
@  2351s  (total 10 workers using 35131 MB)
@  2362s  (total 10 workers using 34882 MB)
@  2373s  (total 10 workers using 35454 MB)
@  2384s  (total 10 workers using 35121 MB)
@  2395s  (total 10 workers using 36145 MB)
@  2405s  (total 10 workers using 35387 MB)
@  2416s  (total 10 workers using 36165 MB)
@  2427s  (total 10 workers using 35851 MB)
@  2438s  (total 10 workers using 35704 MB)
@  2449s  (total 10 workers using 36296 MB)
@  2460s  (total 10 workers using 36517 MB)
@  2471s  (total 10 workers using 37114 MB)
@  2482s  (total 10 workers using 36934 MB)
@  2493s  (total 10 workers using 36918 MB)
@  2504s  (total 10 workers using 37495 MB)
@  2515s  (total 10 workers using 37633 MB)
@  2526s  (total 10 workers using 37845 MB)
@  2537s  (total 10 workers using 37507 MB)
@  2548s  (total 10 workers using 37532 MB)
@  2559s  (total 10 workers using 37948 MB)
@  2570s  (total 10 workers using 37874 MB)
@  2581s  (total 10 workers using 37739 MB)
@  2592s  (total 10 workers using 37741 MB)
@  2603s  (total 10 workers using 38310 MB)
@  2614s  (total 10 workers using 38087 MB)
@  2624s  (total 10 workers using 37954 MB)
@  2635s  (total 10 workers using 38517 MB)
@  2646s  (total 10 workers using 38528 MB)
@  2657s  (total 10 workers using 37955 MB)
@  2668s  (total 10 workers using 38825 MB)
@  2679s  (total 10 workers using 39266 MB)
@  2690s  (total 10 workers using 38986 MB)
@  2701s  (total 10 workers using 39143 MB)
@  2712s  (total 10 workers using 39771 MB)
@  2723s  (total 10 workers using 39690 MB)
@  2734s  (total 10 workers using 39536 MB)
@  2745s  (total 10 workers using 40344 MB)
@  2756s  (total 10 workers using 40096 MB)
@  2767s  (total 10 workers using 41093 MB)
@  2778s  (total 10 workers using 40398 MB)
@  2789s  (total 10 workers using 40822 MB)
@  2800s  (total 10 workers using 40792 MB)
@  2811s  (total 10 workers using 41400 MB)
@  2821s  (total 10 workers using 41090 MB)
@  2832s  (total 10 workers using 41637 MB)
@  2843s  (total 10 workers using 41446 MB)
@  2854s  (total 10 workers using 41365 MB)
@  2865s  (total 10 workers using 41738 MB)
@  2876s  (total 10 workers using 41003 MB)
@  2887s  (total 10 workers using 42219 MB)
@  2898s  (total 10 workers using 41803 MB)
@  2909s  (total 10 workers using 42412 MB)
@  2920s  (total 10 workers using 41631 MB)
@  2931s  (total 10 workers using 41833 MB)
@  2942s  (total 10 workers using 41689 MB)
@  2953s  (total 10 workers using 41727 MB)
@  2964s  (total 10 workers using 42521 MB)
@  2975s  (total 10 workers using 41367 MB)
@  2986s  (total 10 workers using 42527 MB)
@  2996s  (total 10 workers using 42308 MB)
@  3008s  (total 10 workers using 42163 MB)
@  3018s  (total 10 workers using 42076 MB)
@  3029s  (total 10 workers using 42310 MB)
@  3040s  (total 10 workers using 42534 MB)
@  3051s  (total 10 workers using 42918 MB)
@  3062s  (total 10 workers using 42005 MB)
@  3073s  (total 10 workers using 42320 MB)
@  3084s  (total 10 workers using 42749 MB)
@  3095s  (total 10 workers using 42625 MB)
@  3106s  (total 10 workers using 43200 MB)
@  3117s  (total 10 workers using 42745 MB)
@  3128s  (total 10 workers using 43716 MB)
@  3139s  (total 10 workers using 43135 MB)
@  3150s  (total 10 workers using 43911 MB)
@  3161s  (total 10 workers using 43258 MB)
@  3172s  (total 10 workers using 43750 MB)
@  3183s  (total 10 workers using 43253 MB)
@  3193s  (total 10 workers using 43960 MB)
@  3204s  (total 10 workers using 43515 MB)
@  3215s  (total 10 workers using 43488 MB)
@  3226s  (total 10 workers using 43895 MB)
@  3237s  (total 10 workers using 43539 MB)
@  3248s  (total 10 workers using 44214 MB)
@  3259s  (total 10 workers using 43686 MB)
@  3270s  (total 10 workers using 44131 MB)
@  3281s  (total 10 workers using 44093 MB)
@  3292s  (total 10 workers using 44369 MB)
@  3303s  (total 10 workers using 43961 MB)
@  3314s  (total 10 workers using 45282 MB)
@  3325s  (total 10 workers using 43800 MB)
@  3336s  (total 10 workers using 44558 MB)
@  3346s  (total 10 workers using 44649 MB)
@  3357s  (total 10 workers using 44681 MB)
@  3368s  (total 10 workers using 43915 MB)
@  3379s  (total 10 workers using 43813 MB)
@  3390s  (total 10 workers using 45391 MB)
@  3401s  (total 10 workers using 44092 MB)
@  3412s  (total 10 workers using 45736 MB)
@  3423s  (total 10 workers using 44607 MB)
@  3434s  (total 10 workers using 45199 MB)
@  3445s  (total 10 workers using 45032 MB)
@  3456s  (total 10 workers using 45420 MB)
@  3467s  (total 10 workers using 45255 MB)
@  3478s  (total 10 workers using 45446 MB)
@  3489s  (total 10 workers using 44939 MB)
@  3499s  (total 10 workers using 45617 MB)
@  3510s  (total 10 workers using 45094 MB)
@  3521s  (total 10 workers using 45473 MB)
@  3532s  (total 10 workers using 45267 MB)
@  3543s  (total 10 workers using 45421 MB)
@  3554s  (total 10 workers using 40370 MB)
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 2 finished with result unknown) python3 avr.py
@  3556s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3557s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3560s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3564s  (total 2 workers using 10616 MB)
@  3575s  (stopping all workers)
@  3575s  (total 2 workers using 0 MB)
@  3575s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3575s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3575s  (copied results from worker 0 in /tmp//pr_test)
@  3575s  [0;30;47m(proof race finished with answer unknown in 3574.81 seconds)[m
unknown
c done
