c host: c3n12
c start: Fri Oct 18 21:58:56 CEST 2019
c arrayjobid: 17567257
c jobid: 17567661
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dblclockfft_butterfly_ck3_r2-p070.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567661.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   305s  (total 11 workers using 10442 MB)
@   316s  (total 11 workers using 10573 MB)
@   327s  (total 11 workers using 10541 MB)
@   338s  (total 11 workers using 10779 MB)
@   349s  (total 11 workers using 10907 MB)
@   360s  (total 11 workers using 11269 MB)
@   371s  (total 11 workers using 11525 MB)
@   382s  (total 11 workers using 11762 MB)
@   393s  (total 11 workers using 11842 MB)
@   404s  (total 11 workers using 11949 MB)
@   415s  (total 11 workers using 12243 MB)
@   427s  (total 11 workers using 12294 MB)
@   437s  (total 11 workers using 12294 MB)
@   449s  (total 11 workers using 12582 MB)
@   460s  (total 11 workers using 12594 MB)
@   471s  (total 11 workers using 12891 MB)
@   482s  (total 11 workers using 13163 MB)
@   493s  (total 11 workers using 13629 MB)
@   504s  (total 11 workers using 13549 MB)
@   515s  (total 11 workers using 13927 MB)
@   526s  (total 11 workers using 14034 MB)
@   537s  (total 11 workers using 14092 MB)
@   548s  (total 11 workers using 14299 MB)
@   559s  (total 11 workers using 14566 MB)
@   570s  (total 11 workers using 14518 MB)
@   581s  (total 11 workers using 14580 MB)
@   592s  (total 11 workers using 14505 MB)
@   604s  (total 11 workers using 14719 MB)
@   614s  (total 11 workers using 14857 MB)
@   626s  (total 11 workers using 14882 MB)
@   636s  (total 11 workers using 15040 MB)
@   648s  (total 11 workers using 14934 MB)
@   659s  (total 11 workers using 15002 MB)
@   670s  (total 11 workers using 15415 MB)
@   681s  (total 11 workers using 15427 MB)
@   692s  (total 11 workers using 15569 MB)
@   703s  (total 11 workers using 15470 MB)
@   714s  (total 11 workers using 15761 MB)
@   725s  (total 11 workers using 15862 MB)
@   736s  (total 11 workers using 16117 MB)
@   747s  (total 11 workers using 16248 MB)
@   758s  (total 11 workers using 16390 MB)
@   769s  (total 11 workers using 16607 MB)
@   780s  (total 11 workers using 16377 MB)
@   791s  (total 11 workers using 16610 MB)
@   803s  (total 11 workers using 17051 MB)
@   813s  (total 11 workers using 16708 MB)
@   825s  (total 11 workers using 17496 MB)
@   836s  (total 11 workers using 17109 MB)
@   847s  (total 11 workers using 17520 MB)
@   858s  (total 11 workers using 17511 MB)
@   869s  (total 11 workers using 17695 MB)
@   880s  (total 11 workers using 18200 MB)
@   891s  (total 11 workers using 18535 MB)
@   902s  (total 11 workers using 18275 MB)
@   913s  (total 11 workers using 18310 MB)
@   924s  (total 11 workers using 18602 MB)
@   935s  (total 11 workers using 18811 MB)
@   946s  (total 11 workers using 19033 MB)
@   957s  (total 11 workers using 19093 MB)
@   968s  (total 11 workers using 19227 MB)
@   980s  (total 11 workers using 19226 MB)
@   990s  (total 11 workers using 19856 MB)
@  1002s  (total 11 workers using 20090 MB)
@  1013s  (total 11 workers using 20118 MB)
@  1024s  (total 11 workers using 19757 MB)
@  1035s  (total 11 workers using 20438 MB)
@  1046s  (total 11 workers using 20693 MB)
@  1057s  (total 11 workers using 20416 MB)
@  1068s  (total 11 workers using 20370 MB)
@  1079s  (total 11 workers using 20528 MB)
@  1090s  (total 11 workers using 20453 MB)
@  1101s  (total 11 workers using 21115 MB)
@  1112s  (total 11 workers using 21029 MB)
@  1123s  (total 11 workers using 21217 MB)
@  1134s  (total 11 workers using 21891 MB)
@  1145s  (total 11 workers using 21794 MB)
@  1157s  (total 11 workers using 21714 MB)
@  1168s  (total 11 workers using 22322 MB)
@  1179s  (total 11 workers using 22623 MB)
@  1190s  (total 11 workers using 22960 MB)
@  1201s  (total 11 workers using 22533 MB)
@  1212s  (total 11 workers using 22817 MB)
@  1223s  (total 11 workers using 23536 MB)
@  1234s  (total 11 workers using 22949 MB)
@  1245s  (total 11 workers using 23462 MB)
@  1256s  (total 11 workers using 23388 MB)
@  1267s  (total 11 workers using 23831 MB)
@  1278s  (total 11 workers using 24213 MB)
@  1289s  (total 11 workers using 24268 MB)
@  1300s  (total 11 workers using 24189 MB)
@  1312s  (total 11 workers using 24359 MB)
@  1323s  (total 11 workers using 24233 MB)
@  1334s  (total 11 workers using 23970 MB)
@  1345s  (total 11 workers using 24783 MB)
@  1356s  (total 11 workers using 24466 MB)
@  1367s  (total 11 workers using 24482 MB)
@  1378s  (total 11 workers using 24805 MB)
@  1389s  (total 11 workers using 25132 MB)
@  1400s  (total 11 workers using 25265 MB)
@  1411s  (total 11 workers using 24996 MB)
@  1422s  (total 11 workers using 25120 MB)
@  1433s  (total 11 workers using 26328 MB)
@  1444s  (total 11 workers using 25526 MB)
@  1455s  (total 11 workers using 25845 MB)
@  1467s  (total 11 workers using 26012 MB)
@  1478s  (total 11 workers using 26461 MB)
@  1489s  (total 11 workers using 26050 MB)
@  1500s  (total 11 workers using 26695 MB)
@  1511s  (total 11 workers using 26373 MB)
@  1522s  (total 11 workers using 26653 MB)
@  1533s  (total 11 workers using 26751 MB)
@  1544s  (total 11 workers using 27113 MB)
@  1555s  (total 11 workers using 26773 MB)
@  1566s  (total 11 workers using 27339 MB)
@  1577s  (total 11 workers using 27709 MB)
@  1588s  (total 11 workers using 27237 MB)
@  1599s  (total 11 workers using 27324 MB)
@  1610s  (total 11 workers using 28441 MB)
@  1622s  (total 11 workers using 27929 MB)
@  1633s  (total 11 workers using 28181 MB)
@  1644s  (total 11 workers using 28394 MB)
@  1655s  (total 11 workers using 28631 MB)
@  1666s  (total 11 workers using 28347 MB)
@  1677s  (total 11 workers using 28755 MB)
@  1688s  (total 11 workers using 28784 MB)
@  1699s  (total 11 workers using 28179 MB)
@  1710s  (total 11 workers using 28895 MB)
@  1721s  (total 11 workers using 28937 MB)
@  1732s  (total 11 workers using 28332 MB)
@  1743s  (total 11 workers using 28892 MB)
@  1754s  (total 11 workers using 29222 MB)
@  1765s  (total 11 workers using 29217 MB)
@  1777s  (total 11 workers using 30039 MB)
@  1788s  (total 11 workers using 29544 MB)
@  1799s  (total 11 workers using 29960 MB)
@  1810s  (total 11 workers using 30500 MB)
@  1821s  (total 11 workers using 30613 MB)
@  1832s  (total 11 workers using 30292 MB)
@  1843s  (total 11 workers using 31053 MB)
@  1854s  (total 11 workers using 30115 MB)
@  1865s  (total 11 workers using 30347 MB)
@  1876s  (total 11 workers using 30962 MB)
@  1887s  (total 11 workers using 31171 MB)
@  1898s  (total 11 workers using 30685 MB)
@  1909s  (total 11 workers using 31232 MB)
@  1920s  (total 11 workers using 30794 MB)
@  1932s  (total 11 workers using 30660 MB)
@  1942s  (total 11 workers using 31409 MB)
@  1954s  (total 11 workers using 31390 MB)
@  1965s  (total 11 workers using 31402 MB)
@  1976s  (total 11 workers using 31914 MB)
@  1987s  (total 11 workers using 31705 MB)
@  1998s  (total 11 workers using 31667 MB)
@  2009s  (total 11 workers using 32196 MB)
@  2020s  (total 11 workers using 32317 MB)
@  2031s  (total 11 workers using 32971 MB)
@  2042s  (total 11 workers using 32361 MB)
@  2053s  (total 11 workers using 32925 MB)
@  2064s  (total 11 workers using 33603 MB)
@  2075s  (total 11 workers using 33931 MB)
@  2086s  (total 11 workers using 32935 MB)
@  2097s  (total 11 workers using 33320 MB)
@  2109s  (total 11 workers using 33082 MB)
@  2119s  (total 11 workers using 33875 MB)
@  2131s  (total 11 workers using 33773 MB)
@  2142s  (total 11 workers using 34065 MB)
@  2153s  (total 11 workers using 33576 MB)
@  2164s  (total 11 workers using 33624 MB)
@  2175s  (total 11 workers using 34354 MB)
@  2186s  (total 11 workers using 34613 MB)
@  2197s  (total 11 workers using 34541 MB)
@  2208s  (total 11 workers using 35138 MB)
@  2219s  (total 11 workers using 34768 MB)
@  2230s  (total 11 workers using 35130 MB)
@  2241s  (total 11 workers using 35146 MB)
@  2252s  (total 11 workers using 35451 MB)
@  2263s  (total 11 workers using 35664 MB)
@  2274s  (total 11 workers using 35384 MB)
@  2285s  (total 11 workers using 35971 MB)
@  2296s  (total 11 workers using 36282 MB)
@  2308s  (total 11 workers using 35799 MB)
@  2319s  (total 11 workers using 36314 MB)
@  2330s  (total 11 workers using 36148 MB)
@  2341s  (total 11 workers using 36659 MB)
@  2352s  (total 11 workers using 36675 MB)
@  2363s  (total 11 workers using 36036 MB)
@  2374s  (total 11 workers using 37174 MB)
@  2385s  (total 11 workers using 36651 MB)
@  2396s  (total 11 workers using 36598 MB)
@  2407s  (total 11 workers using 36872 MB)
@  2418s  (total 11 workers using 37487 MB)
@  2429s  (total 11 workers using 37181 MB)
@  2440s  (total 11 workers using 36821 MB)
@  2451s  (total 11 workers using 37847 MB)
@  2463s  (total 11 workers using 37260 MB)
@  2473s  (total 11 workers using 37158 MB)
@  2485s  (total 11 workers using 37447 MB)
@  2496s  (total 11 workers using 37726 MB)
@  2507s  (total 11 workers using 38101 MB)
@  2518s  (total 11 workers using 37954 MB)
@  2529s  (total 11 workers using 38123 MB)
@  2540s  (total 11 workers using 37703 MB)
@  2551s  (total 11 workers using 38289 MB)
@  2562s  (total 11 workers using 38399 MB)
@  2573s  (total 11 workers using 38874 MB)
@  2584s  (total 11 workers using 39541 MB)
@  2595s  (total 11 workers using 38963 MB)
@  2606s  (total 11 workers using 39212 MB)
@  2617s  (total 11 workers using 39182 MB)
@  2628s  (total 11 workers using 40388 MB)
@  2640s  (total 11 workers using 39528 MB)
@  2650s  (total 11 workers using 39254 MB)
@  2662s  (total 11 workers using 39881 MB)
@  2673s  (total 11 workers using 39567 MB)
@  2684s  (total 11 workers using 39821 MB)
@  2695s  (total 11 workers using 39999 MB)
@  2706s  (total 11 workers using 39666 MB)
@  2717s  (total 11 workers using 39614 MB)
@  2728s  (total 11 workers using 39331 MB)
@  2739s  (total 11 workers using 39898 MB)
@  2750s  (total 11 workers using 40198 MB)
@  2761s  (total 11 workers using 40339 MB)
@  2772s  (total 11 workers using 39756 MB)
@  2783s  (total 11 workers using 39920 MB)
@  2794s  (total 11 workers using 40534 MB)
@  2805s  (total 11 workers using 40152 MB)
@  2817s  (total 11 workers using 40586 MB)
@  2828s  (total 11 workers using 40376 MB)
@  2839s  (total 11 workers using 41097 MB)
@  2850s  (total 11 workers using 40027 MB)
@  2861s  (total 11 workers using 40704 MB)
@  2872s  (total 11 workers using 40783 MB)
@  2883s  (total 11 workers using 40857 MB)
@  2894s  (total 11 workers using 41075 MB)
@  2905s  (total 11 workers using 41263 MB)
@  2916s  (total 11 workers using 41756 MB)
@  2927s  (total 11 workers using 41507 MB)
@  2938s  (total 11 workers using 41428 MB)
@  2950s  (total 11 workers using 41534 MB)
@  2960s  (total 11 workers using 41743 MB)
@  2972s  (total 11 workers using 41860 MB)
@  2983s  (total 11 workers using 42392 MB)
@  2994s  (total 11 workers using 42352 MB)
@  3005s  (total 11 workers using 42478 MB)
@  3016s  (total 11 workers using 42718 MB)
@  3027s  (total 11 workers using 43095 MB)
@  3038s  (total 11 workers using 42803 MB)
@  3049s  (total 11 workers using 42954 MB)
@  3060s  (total 11 workers using 42812 MB)
@  3071s  (total 11 workers using 43586 MB)
@  3082s  (total 11 workers using 43370 MB)
@  3093s  (total 11 workers using 43313 MB)
@  3104s  (total 11 workers using 43606 MB)
@  3115s  (total 11 workers using 44539 MB)
@  3126s  (total 11 workers using 43891 MB)
@  3137s  (total 11 workers using 45284 MB)
@  3148s  (total 11 workers using 43821 MB)
@  3159s  (total 11 workers using 45305 MB)
@  3171s  (total 11 workers using 44608 MB)
@  3182s  (total 11 workers using 44782 MB)
@  3193s  (total 11 workers using 44524 MB)
@  3204s  (total 11 workers using 45005 MB)
@  3215s  (total 11 workers using 44745 MB)
@  3226s  (total 11 workers using 45200 MB)
@  3237s  (total 11 workers using 45374 MB)
@  3248s  (total 11 workers using 45646 MB)
@  3259s  (total 11 workers using 44652 MB)
@  3270s  (total 11 workers using 45732 MB)
@  3281s  (total 11 workers using 45069 MB)
@  3292s  (total 11 workers using 45879 MB)
@  3303s  (total 11 workers using 45900 MB)
@  3314s  (total 11 workers using 45931 MB)
@  3325s  (total 11 workers using 45417 MB)
@  3336s  (total 11 workers using 45999 MB)
@  3347s  (total 11 workers using 45753 MB)
@  3358s  (total 11 workers using 46402 MB)
@  3370s  (total 11 workers using 46386 MB)
@  3380s  (total 11 workers using 46592 MB)
@  3392s  (total 11 workers using 46358 MB)
@  3403s  (total 11 workers using 46533 MB)
@  3414s  (total 11 workers using 47094 MB)
@  3425s  (total 11 workers using 47091 MB)
@  3436s  (total 11 workers using 46750 MB)
@  3447s  (total 11 workers using 47240 MB)
@  3458s  (total 11 workers using 46931 MB)
@  3469s  (total 11 workers using 47964 MB)
@  3481s  (total 11 workers using 47824 MB)
@  3491s  (total 11 workers using 47656 MB)
@  3503s  (total 11 workers using 47268 MB)
@  3514s  (total 11 workers using 48569 MB)
@  3525s  (total 11 workers using 47490 MB)
@  3536s  (total 11 workers using 47970 MB)
@  3547s  (total 11 workers using 47690 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3556s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3556s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3557s  (worker 2 finished with result unknown) python3 avr.py
@  3557s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3558s  (total 1 workers using 8673 MB)
@  3568s  (total 1 workers using 8673 MB)
@  3572s  (stopping all workers)
@  3572s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3572s  (copied results from worker 0 in /tmp//pr_test)
@  3572s  [0;30;47m(proof race finished with answer unknown in 3572.44 seconds)[m
unknown
c done
