c host: c3n21
c start: Fri Oct 18 20:40:12 CEST 2019
c arrayjobid: 17567256
c jobid: 17567473
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019C/dspfilters_fastfir_second-p17.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567473.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   306s  (total 11 workers using 4265 MB)
@   317s  (total 11 workers using 4293 MB)
@   328s  (total 11 workers using 4407 MB)
@   340s  (total 11 workers using 4493 MB)
@   351s  (total 11 workers using 4545 MB)
@   362s  (total 11 workers using 4652 MB)
@   373s  (total 11 workers using 4730 MB)
@   384s  (total 11 workers using 4774 MB)
@   395s  (total 11 workers using 4841 MB)
@   406s  (total 11 workers using 4914 MB)
@   417s  (total 11 workers using 5025 MB)
@   428s  (total 11 workers using 5135 MB)
@   439s  (total 11 workers using 5160 MB)
@   451s  (total 11 workers using 5280 MB)
@   462s  (total 11 workers using 5374 MB)
@   473s  (total 11 workers using 5364 MB)
@   484s  (total 11 workers using 5431 MB)
@   495s  (total 11 workers using 5502 MB)
@   506s  (total 11 workers using 5565 MB)
@   517s  (total 11 workers using 5683 MB)
@   528s  (total 11 workers using 5715 MB)
@   540s  (total 11 workers using 5858 MB)
@   551s  (total 11 workers using 6059 MB)
@   562s  (total 11 workers using 6142 MB)
@   573s  (total 11 workers using 6153 MB)
@   584s  (total 11 workers using 6266 MB)
@   595s  (total 11 workers using 6303 MB)
@   606s  (total 11 workers using 6382 MB)
@   617s  (total 11 workers using 6472 MB)
@   628s  (total 11 workers using 6586 MB)
@   639s  (total 11 workers using 6578 MB)
@   651s  (total 11 workers using 6781 MB)
@   662s  (total 11 workers using 6828 MB)
@   673s  (total 11 workers using 6917 MB)
@   684s  (total 11 workers using 7027 MB)
@   695s  (total 11 workers using 7214 MB)
@   706s  (total 11 workers using 7253 MB)
@   717s  (total 11 workers using 7332 MB)
@   728s  (total 11 workers using 7416 MB)
@   740s  (total 11 workers using 7481 MB)
@   750s  (total 11 workers using 7534 MB)
@   762s  (total 11 workers using 7647 MB)
@   773s  (total 11 workers using 7771 MB)
@   784s  (total 11 workers using 7887 MB)
@   795s  (total 11 workers using 7999 MB)
@   806s  (total 11 workers using 8060 MB)
@   817s  (total 11 workers using 8181 MB)
@   828s  (total 11 workers using 8182 MB)
@   839s  (total 11 workers using 8267 MB)
@   851s  (total 11 workers using 8393 MB)
@   862s  (total 11 workers using 8517 MB)
@   873s  (total 11 workers using 8644 MB)
@   884s  (total 11 workers using 8739 MB)
@   895s  (total 11 workers using 8853 MB)
@   906s  (total 11 workers using 8987 MB)
@   917s  (total 11 workers using 9110 MB)
@   928s  (total 11 workers using 9285 MB)
@   940s  (total 11 workers using 9418 MB)
@   951s  (total 11 workers using 9510 MB)
@   962s  (total 11 workers using 9637 MB)
@   973s  (total 11 workers using 9795 MB)
@   984s  (total 11 workers using 9822 MB)
@   995s  (total 11 workers using 9867 MB)
@  1006s  (total 11 workers using 10005 MB)
@  1017s  (total 11 workers using 10118 MB)
@  1019s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  1029s  (total 10 workers using 8918 MB)
@  1039s  (total 10 workers using 8978 MB)
@  1050s  (total 10 workers using 9114 MB)
@  1061s  (total 10 workers using 9105 MB)
@  1072s  (total 10 workers using 9291 MB)
@  1083s  (total 10 workers using 9363 MB)
@  1094s  (total 10 workers using 9466 MB)
@  1105s  (total 10 workers using 9603 MB)
@  1116s  (total 10 workers using 9697 MB)
@  1127s  (total 10 workers using 9749 MB)
@  1138s  (total 10 workers using 9807 MB)
@  1149s  (total 10 workers using 9890 MB)
@  1160s  (total 10 workers using 9936 MB)
@  1171s  (total 10 workers using 10092 MB)
@  1182s  (total 10 workers using 10158 MB)
@  1193s  (total 10 workers using 10203 MB)
@  1204s  (total 10 workers using 10266 MB)
@  1215s  (total 10 workers using 10290 MB)
@  1226s  (total 10 workers using 10373 MB)
@  1237s  (total 10 workers using 10499 MB)
@  1248s  (total 10 workers using 10672 MB)
@  1258s  (total 10 workers using 10721 MB)
@  1270s  (total 10 workers using 10783 MB)
@  1280s  (total 10 workers using 10879 MB)
@  1291s  (total 10 workers using 11168 MB)
@  1302s  (total 10 workers using 11217 MB)
@  1313s  (total 10 workers using 11256 MB)
@  1324s  (total 10 workers using 11363 MB)
@  1335s  (total 10 workers using 11387 MB)
@  1346s  (total 10 workers using 11425 MB)
@  1357s  (total 10 workers using 11589 MB)
@  1368s  (total 10 workers using 11693 MB)
@  1379s  (total 10 workers using 11833 MB)
@  1390s  (total 10 workers using 11860 MB)
@  1401s  (total 10 workers using 11953 MB)
@  1412s  (total 10 workers using 12000 MB)
@  1423s  (total 10 workers using 12043 MB)
@  1434s  (total 10 workers using 12237 MB)
@  1445s  (total 10 workers using 12257 MB)
@  1456s  (total 10 workers using 12421 MB)
@  1467s  (total 10 workers using 12512 MB)
@  1478s  (total 10 workers using 12642 MB)
@  1489s  (total 10 workers using 12822 MB)
@  1499s  (total 10 workers using 12923 MB)
@  1511s  (total 10 workers using 13025 MB)
@  1521s  (total 10 workers using 13043 MB)
@  1532s  (total 10 workers using 13220 MB)
@  1543s  (total 10 workers using 13301 MB)
@  1554s  (total 10 workers using 13335 MB)
@  1565s  (total 10 workers using 13418 MB)
@  1576s  (total 10 workers using 13444 MB)
@  1587s  (total 10 workers using 13472 MB)
@  1598s  (total 10 workers using 13589 MB)
@  1609s  (total 10 workers using 13865 MB)
@  1620s  (total 10 workers using 13959 MB)
@  1631s  (total 10 workers using 14033 MB)
@  1642s  (total 10 workers using 14168 MB)
@  1653s  (total 10 workers using 14228 MB)
@  1664s  (total 10 workers using 14338 MB)
@  1675s  (total 10 workers using 14282 MB)
@  1686s  (total 10 workers using 14475 MB)
@  1697s  (total 10 workers using 14534 MB)
@  1708s  (total 10 workers using 14608 MB)
@  1719s  (total 10 workers using 14794 MB)
@  1730s  (total 10 workers using 14863 MB)
@  1740s  (total 10 workers using 14933 MB)
@  1752s  (total 10 workers using 15246 MB)
@  1762s  (total 10 workers using 15278 MB)
@  1773s  (total 10 workers using 15313 MB)
@  1784s  (total 10 workers using 15353 MB)
@  1795s  (total 10 workers using 15463 MB)
@  1806s  (total 10 workers using 15498 MB)
@  1817s  (total 10 workers using 15519 MB)
@  1828s  (total 10 workers using 15569 MB)
@  1839s  (total 10 workers using 15602 MB)
@  1850s  (total 10 workers using 15679 MB)
@  1861s  (total 10 workers using 15727 MB)
@  1872s  (total 10 workers using 15776 MB)
@  1883s  (total 10 workers using 15830 MB)
@  1894s  (total 10 workers using 15875 MB)
@  1905s  (total 10 workers using 15889 MB)
@  1916s  (total 10 workers using 16018 MB)
@  1927s  (total 10 workers using 16024 MB)
@  1938s  (total 10 workers using 16041 MB)
@  1949s  (total 10 workers using 16146 MB)
@  1960s  (total 10 workers using 16188 MB)
@  1971s  (total 10 workers using 16248 MB)
@  1982s  (total 10 workers using 16265 MB)
@  1993s  (total 10 workers using 16312 MB)
@  2004s  (total 10 workers using 16528 MB)
@  2015s  (total 10 workers using 16540 MB)
@  2026s  (total 10 workers using 16548 MB)
@  2037s  (total 10 workers using 16570 MB)
@  2047s  (total 10 workers using 16595 MB)
@  2059s  (total 10 workers using 16632 MB)
@  2069s  (total 10 workers using 16658 MB)
@  2080s  (total 10 workers using 16698 MB)
@  2091s  (total 10 workers using 16819 MB)
@  2102s  (total 10 workers using 16884 MB)
@  2113s  (total 10 workers using 17057 MB)
@  2124s  (total 10 workers using 17024 MB)
@  2135s  (total 10 workers using 16969 MB)
@  2146s  (total 10 workers using 17116 MB)
@  2157s  (total 10 workers using 17146 MB)
@  2168s  (total 10 workers using 17272 MB)
@  2179s  (total 10 workers using 17541 MB)
@  2190s  (total 10 workers using 17484 MB)
@  2201s  (total 10 workers using 17538 MB)
@  2212s  (total 10 workers using 17551 MB)
@  2223s  (total 10 workers using 17649 MB)
@  2234s  (total 10 workers using 17821 MB)
@  2245s  (total 10 workers using 17888 MB)
@  2256s  (total 10 workers using 18032 MB)
@  2267s  (total 10 workers using 18012 MB)
@  2278s  (total 10 workers using 18167 MB)
@  2288s  (total 10 workers using 18142 MB)
@  2300s  (total 10 workers using 18327 MB)
@  2310s  (total 10 workers using 18438 MB)
@  2321s  (total 10 workers using 18416 MB)
@  2332s  (total 10 workers using 18467 MB)
@  2343s  (total 10 workers using 18522 MB)
@  2354s  (total 10 workers using 18918 MB)
@  2365s  (total 10 workers using 18914 MB)
@  2376s  (total 10 workers using 19047 MB)
@  2387s  (total 10 workers using 19192 MB)
@  2398s  (total 10 workers using 19241 MB)
@  2409s  (total 10 workers using 19195 MB)
@  2420s  (total 10 workers using 19248 MB)
@  2431s  (total 10 workers using 19267 MB)
@  2442s  (total 10 workers using 19461 MB)
@  2453s  (total 10 workers using 19377 MB)
@  2464s  (total 10 workers using 19483 MB)
@  2475s  (total 10 workers using 19834 MB)
@  2486s  (total 10 workers using 19917 MB)
@  2497s  (total 10 workers using 20029 MB)
@  2508s  (total 10 workers using 20105 MB)
@  2519s  (total 10 workers using 20168 MB)
@  2530s  (total 10 workers using 20205 MB)
@  2541s  (total 10 workers using 20317 MB)
@  2551s  (total 10 workers using 20318 MB)
@  2562s  (total 10 workers using 20398 MB)
@  2573s  (total 10 workers using 20475 MB)
@  2584s  (total 10 workers using 20575 MB)
@  2595s  (total 10 workers using 20609 MB)
@  2606s  (total 10 workers using 20665 MB)
@  2617s  (total 10 workers using 20717 MB)
@  2628s  (total 10 workers using 20731 MB)
@  2639s  (total 10 workers using 20828 MB)
@  2650s  (total 10 workers using 20840 MB)
@  2661s  (total 10 workers using 20906 MB)
@  2672s  (total 10 workers using 19833 MB)
@  2683s  (total 10 workers using 19693 MB)
@  2694s  (total 10 workers using 19761 MB)
@  2705s  (total 10 workers using 19722 MB)
@  2716s  (total 10 workers using 19802 MB)
@  2727s  (total 10 workers using 19857 MB)
@  2738s  (total 10 workers using 19845 MB)
@  2748s  (total 10 workers using 19948 MB)
@  2759s  (total 10 workers using 20014 MB)
@  2770s  (total 10 workers using 19960 MB)
@  2781s  (total 10 workers using 20141 MB)
@  2792s  (total 10 workers using 19912 MB)
@  2803s  (total 10 workers using 19924 MB)
@  2814s  (total 10 workers using 20038 MB)
@  2825s  (total 10 workers using 20173 MB)
@  2836s  (total 10 workers using 20201 MB)
@  2847s  (total 10 workers using 20586 MB)
@  2858s  (total 10 workers using 20674 MB)
@  2869s  (total 10 workers using 20670 MB)
@  2880s  (total 10 workers using 20675 MB)
@  2891s  (total 10 workers using 20694 MB)
@  2902s  (total 10 workers using 20714 MB)
@  2913s  (total 10 workers using 20763 MB)
@  2924s  (total 10 workers using 20894 MB)
@  2935s  (total 10 workers using 20788 MB)
@  2946s  (total 10 workers using 20785 MB)
@  2957s  (total 10 workers using 20787 MB)
@  2968s  (total 10 workers using 20899 MB)
@  2979s  (total 10 workers using 20934 MB)
@  2989s  (total 10 workers using 20946 MB)
@  3001s  (total 10 workers using 20945 MB)
@  3011s  (total 10 workers using 21066 MB)
@  3022s  (total 10 workers using 20978 MB)
@  3033s  (total 10 workers using 21051 MB)
@  3044s  (total 10 workers using 20933 MB)
@  3055s  (total 10 workers using 21019 MB)
@  3066s  (total 10 workers using 21051 MB)
@  3077s  (total 10 workers using 21068 MB)
@  3088s  (total 10 workers using 21075 MB)
@  3099s  (total 10 workers using 21070 MB)
@  3110s  (total 10 workers using 21104 MB)
@  3121s  (total 10 workers using 21112 MB)
@  3132s  (total 10 workers using 21144 MB)
@  3143s  (total 10 workers using 21172 MB)
@  3154s  (total 10 workers using 21181 MB)
@  3165s  (total 10 workers using 21390 MB)
@  3176s  (total 10 workers using 21384 MB)
@  3187s  (total 10 workers using 21429 MB)
@  3198s  (total 10 workers using 21433 MB)
@  3209s  (total 10 workers using 21499 MB)
@  3220s  (total 10 workers using 21594 MB)
@  3230s  (total 10 workers using 21584 MB)
@  3241s  (total 10 workers using 21648 MB)
@  3252s  (total 10 workers using 21726 MB)
@  3263s  (total 10 workers using 21653 MB)
@  3274s  (total 10 workers using 21690 MB)
@  3285s  (total 10 workers using 21674 MB)
@  3296s  (total 10 workers using 21774 MB)
@  3307s  (total 10 workers using 21750 MB)
@  3318s  (total 10 workers using 21877 MB)
@  3329s  (total 10 workers using 21900 MB)
@  3340s  (total 10 workers using 21996 MB)
@  3351s  (total 10 workers using 21966 MB)
@  3362s  (total 10 workers using 22032 MB)
@  3373s  (total 10 workers using 22024 MB)
@  3384s  (total 10 workers using 22092 MB)
@  3395s  (total 10 workers using 22082 MB)
@  3406s  (total 10 workers using 22124 MB)
@  3417s  (total 10 workers using 22171 MB)
@  3428s  (total 10 workers using 22233 MB)
@  3439s  (total 10 workers using 22172 MB)
@  3450s  (total 10 workers using 22281 MB)
@  3461s  (total 10 workers using 22347 MB)
@  3471s  (total 10 workers using 22333 MB)
@  3483s  (total 10 workers using 22304 MB)
@  3493s  (total 10 workers using 22363 MB)
@  3504s  (total 10 workers using 22425 MB)
@  3515s  (total 10 workers using 22430 MB)
@  3526s  (total 10 workers using 22527 MB)
@  3537s  (total 10 workers using 22618 MB)
@  3548s  (total 10 workers using 22783 MB)
@  3554s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3554s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3555s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3556s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3559s  (total 1 workers using 2566 MB)
@  3569s  (total 1 workers using 2566 MB)
@  3573s  (stopping all workers)
@  3573s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3573s  (copied results from worker 0 in /tmp//pr_test)
@  3573s  [0;30;47m(proof race finished with answer unknown in 3573.25 seconds)[m
unknown
c done
