c host: c3n15
c start: Fri Oct 18 19:53:55 CEST 2019
c arrayjobid: 17567256
c jobid: 17567451
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019A/picorv32_mutBX_nomem-p8.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567451.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   304s  (total 11 workers using 3536 MB)
@   315s  (total 11 workers using 3552 MB)
@   326s  (total 11 workers using 3569 MB)
@   337s  (total 11 workers using 3590 MB)
@   348s  (total 11 workers using 3630 MB)
@   359s  (total 11 workers using 3669 MB)
@   370s  (total 11 workers using 3711 MB)
@   381s  (total 11 workers using 3762 MB)
@   392s  (total 11 workers using 3802 MB)
@   404s  (total 11 workers using 3843 MB)
@   414s  (total 11 workers using 3936 MB)
@   426s  (total 11 workers using 3956 MB)
@   437s  (total 11 workers using 3984 MB)
@   448s  (total 11 workers using 4054 MB)
@   459s  (total 11 workers using 4040 MB)
@   470s  (total 11 workers using 4060 MB)
@   481s  (total 11 workers using 4119 MB)
@   492s  (total 11 workers using 4138 MB)
@   503s  (total 11 workers using 4160 MB)
@   514s  (total 11 workers using 4178 MB)
@   525s  (total 11 workers using 4223 MB)
@   536s  (total 11 workers using 4234 MB)
@   547s  (total 11 workers using 4249 MB)
@   559s  (total 11 workers using 4327 MB)
@   570s  (total 11 workers using 4401 MB)
@   581s  (total 11 workers using 4434 MB)
@   592s  (total 11 workers using 4435 MB)
@   603s  (total 11 workers using 4473 MB)
@   614s  (total 11 workers using 4513 MB)
@   625s  (total 11 workers using 4540 MB)
@   636s  (total 11 workers using 4588 MB)
@   647s  (total 11 workers using 4656 MB)
@   658s  (total 11 workers using 4705 MB)
@   669s  (total 11 workers using 4730 MB)
@   680s  (total 11 workers using 4791 MB)
@   691s  (total 11 workers using 4827 MB)
@   702s  (total 11 workers using 4884 MB)
@   714s  (total 11 workers using 4888 MB)
@   724s  (total 11 workers using 4925 MB)
@   736s  (total 11 workers using 4961 MB)
@   747s  (total 11 workers using 4990 MB)
@   758s  (total 11 workers using 4985 MB)
@   769s  (total 11 workers using 5080 MB)
@   780s  (total 11 workers using 5101 MB)
@   791s  (total 11 workers using 5131 MB)
@   802s  (total 11 workers using 5208 MB)
@   813s  (total 11 workers using 5248 MB)
@   824s  (total 11 workers using 5210 MB)
@   835s  (total 11 workers using 5298 MB)
@   846s  (total 11 workers using 5318 MB)
@   857s  (total 11 workers using 5359 MB)
@   868s  (total 11 workers using 5440 MB)
@   879s  (total 11 workers using 5428 MB)
@   890s  (total 11 workers using 5441 MB)
@   901s  (total 11 workers using 5412 MB)
@   912s  (total 11 workers using 5405 MB)
@   923s  (total 11 workers using 5429 MB)
@   935s  (total 11 workers using 5486 MB)
@   946s  (total 11 workers using 5550 MB)
@   957s  (total 11 workers using 5574 MB)
@   968s  (total 11 workers using 5564 MB)
@   979s  (total 11 workers using 5593 MB)
@   990s  (total 11 workers using 5644 MB)
@  1001s  (total 11 workers using 5673 MB)
@  1012s  (total 11 workers using 5690 MB)
@  1023s  (total 11 workers using 5708 MB)
@  1034s  (total 11 workers using 5694 MB)
@  1045s  (total 11 workers using 5732 MB)
@  1056s  (total 11 workers using 5763 MB)
@  1067s  (total 11 workers using 5838 MB)
@  1078s  (total 11 workers using 5868 MB)
@  1089s  (total 11 workers using 5977 MB)
@  1100s  (total 11 workers using 5978 MB)
@  1111s  (total 11 workers using 5947 MB)
@  1122s  (total 11 workers using 6029 MB)
@  1133s  (total 11 workers using 6067 MB)
@  1144s  (total 11 workers using 6089 MB)
@  1155s  (total 11 workers using 6138 MB)
@  1166s  (total 11 workers using 6222 MB)
@  1177s  (total 11 workers using 6217 MB)
@  1188s  (total 11 workers using 6230 MB)
@  1200s  (total 11 workers using 6252 MB)
@  1210s  (total 11 workers using 6352 MB)
@  1222s  (total 11 workers using 6448 MB)
@  1233s  (total 11 workers using 6485 MB)
@  1244s  (total 11 workers using 6473 MB)
@  1255s  (total 11 workers using 6557 MB)
@  1266s  (total 11 workers using 6578 MB)
@  1277s  (total 11 workers using 6608 MB)
@  1288s  (total 11 workers using 6632 MB)
@  1299s  (total 11 workers using 6653 MB)
@  1310s  (total 11 workers using 6681 MB)
@  1321s  (total 11 workers using 6721 MB)
@  1332s  (total 11 workers using 6730 MB)
@  1343s  (total 11 workers using 6755 MB)
@  1354s  (total 11 workers using 6778 MB)
@  1365s  (total 11 workers using 6803 MB)
@  1377s  (total 11 workers using 6814 MB)
@  1387s  (total 11 workers using 6859 MB)
@  1399s  (total 11 workers using 6896 MB)
@  1410s  (total 11 workers using 6925 MB)
@  1421s  (total 11 workers using 7054 MB)
@  1432s  (total 11 workers using 7145 MB)
@  1443s  (total 11 workers using 7212 MB)
@  1454s  (total 11 workers using 7240 MB)
@  1465s  (total 11 workers using 7258 MB)
@  1476s  (total 11 workers using 7294 MB)
@  1487s  (total 11 workers using 7328 MB)
@  1498s  (total 11 workers using 7349 MB)
@  1509s  (total 11 workers using 7402 MB)
@  1520s  (total 11 workers using 7427 MB)
@  1531s  (total 11 workers using 7450 MB)
@  1542s  (total 11 workers using 7486 MB)
@  1553s  (total 11 workers using 7566 MB)
@  1564s  (total 11 workers using 7585 MB)
@  1575s  (total 11 workers using 7602 MB)
@  1586s  (total 11 workers using 7612 MB)
@  1597s  (total 11 workers using 7634 MB)
@  1608s  (total 11 workers using 7637 MB)
@  1619s  (total 11 workers using 7662 MB)
@  1630s  (total 11 workers using 7703 MB)
@  1642s  (total 11 workers using 7743 MB)
@  1652s  (total 11 workers using 7732 MB)
@  1664s  (total 11 workers using 7751 MB)
@  1674s  (total 11 workers using 7782 MB)
@  1686s  (total 11 workers using 7817 MB)
@  1697s  (total 11 workers using 7896 MB)
@  1708s  (total 11 workers using 7949 MB)
@  1719s  (total 11 workers using 7935 MB)
@  1730s  (total 11 workers using 8015 MB)
@  1741s  (total 11 workers using 8014 MB)
@  1752s  (total 11 workers using 8126 MB)
@  1763s  (total 11 workers using 8174 MB)
@  1774s  (total 11 workers using 8211 MB)
@  1785s  (total 11 workers using 8254 MB)
@  1796s  (total 11 workers using 8296 MB)
@  1807s  (total 11 workers using 8301 MB)
@  1818s  (total 11 workers using 8351 MB)
@  1829s  (total 11 workers using 8405 MB)
@  1840s  (total 11 workers using 8474 MB)
@  1851s  (total 11 workers using 8520 MB)
@  1862s  (total 11 workers using 8530 MB)
@  1873s  (total 11 workers using 8569 MB)
@  1885s  (total 11 workers using 8609 MB)
@  1895s  (total 11 workers using 8671 MB)
@  1907s  (total 11 workers using 8724 MB)
@  1918s  (total 11 workers using 8791 MB)
@  1929s  (total 11 workers using 8838 MB)
@  1940s  (total 11 workers using 8872 MB)
@  1951s  (total 11 workers using 9013 MB)
@  1962s  (total 11 workers using 9035 MB)
@  1973s  (total 11 workers using 9097 MB)
@  1984s  (total 11 workers using 9150 MB)
@  1995s  (total 11 workers using 9187 MB)
@  2006s  (total 11 workers using 9264 MB)
@  2017s  (total 11 workers using 9301 MB)
@  2028s  (total 11 workers using 9341 MB)
@  2039s  (total 11 workers using 9334 MB)
@  2050s  (total 11 workers using 9414 MB)
@  2061s  (total 11 workers using 9570 MB)
@  2072s  (total 11 workers using 9587 MB)
@  2083s  (total 11 workers using 9647 MB)
@  2094s  (total 11 workers using 9695 MB)
@  2106s  (total 11 workers using 9736 MB)
@  2116s  (total 11 workers using 9773 MB)
@  2128s  (total 11 workers using 9872 MB)
@  2139s  (total 11 workers using 9921 MB)
@  2150s  (total 11 workers using 9994 MB)
@  2161s  (total 11 workers using 10062 MB)
@  2172s  (total 11 workers using 10122 MB)
@  2183s  (total 11 workers using 10157 MB)
@  2194s  (total 11 workers using 10194 MB)
@  2205s  (total 11 workers using 10230 MB)
@  2216s  (total 11 workers using 10255 MB)
@  2227s  (total 11 workers using 10325 MB)
@  2238s  (total 11 workers using 10371 MB)
@  2249s  (total 11 workers using 10406 MB)
@  2260s  (total 11 workers using 10409 MB)
@  2271s  (total 11 workers using 10316 MB)
@  2282s  (total 11 workers using 10395 MB)
@  2293s  (total 11 workers using 10440 MB)
@  2304s  (total 11 workers using 10480 MB)
@  2315s  (total 11 workers using 10528 MB)
@  2326s  (total 11 workers using 10573 MB)
@  2337s  (total 11 workers using 10612 MB)
@  2349s  (total 11 workers using 10640 MB)
@  2359s  (total 11 workers using 10781 MB)
@  2371s  (total 11 workers using 10811 MB)
@  2382s  (total 11 workers using 10838 MB)
@  2393s  (total 11 workers using 10869 MB)
@  2404s  (total 11 workers using 10982 MB)
@  2415s  (total 11 workers using 11071 MB)
@  2426s  (total 11 workers using 11040 MB)
@  2437s  (total 11 workers using 11080 MB)
@  2448s  (total 11 workers using 11118 MB)
@  2459s  (total 11 workers using 11146 MB)
@  2470s  (total 11 workers using 11168 MB)
@  2481s  (total 11 workers using 11262 MB)
@  2492s  (total 11 workers using 11287 MB)
@  2503s  (total 11 workers using 11326 MB)
@  2514s  (total 11 workers using 11397 MB)
@  2526s  (total 11 workers using 11453 MB)
@  2536s  (total 11 workers using 11411 MB)
@  2548s  (total 11 workers using 11553 MB)
@  2559s  (total 11 workers using 11601 MB)
@  2570s  (total 11 workers using 11702 MB)
@  2581s  (total 11 workers using 11746 MB)
@  2592s  (total 11 workers using 11809 MB)
@  2603s  (total 11 workers using 11801 MB)
@  2614s  (total 11 workers using 11847 MB)
@  2625s  (total 11 workers using 11887 MB)
@  2636s  (total 11 workers using 11937 MB)
@  2647s  (total 11 workers using 12054 MB)
@  2658s  (total 11 workers using 12129 MB)
@  2669s  (total 11 workers using 12212 MB)
@  2680s  (total 11 workers using 12153 MB)
@  2691s  (total 11 workers using 12165 MB)
@  2702s  (total 11 workers using 12188 MB)
@  2713s  (total 11 workers using 12204 MB)
@  2725s  (total 11 workers using 12228 MB)
@  2736s  (total 11 workers using 12373 MB)
@  2747s  (total 11 workers using 12368 MB)
@  2758s  (total 11 workers using 12388 MB)
@  2769s  (total 11 workers using 12404 MB)
@  2780s  (total 11 workers using 12479 MB)
@  2791s  (total 11 workers using 12496 MB)
@  2802s  (total 11 workers using 12451 MB)
@  2813s  (total 11 workers using 12468 MB)
@  2824s  (total 11 workers using 12495 MB)
@  2835s  (total 11 workers using 12525 MB)
@  2846s  (total 11 workers using 12540 MB)
@  2857s  (total 11 workers using 12660 MB)
@  2868s  (total 11 workers using 12675 MB)
@  2880s  (total 11 workers using 12536 MB)
@  2890s  (total 11 workers using 12579 MB)
@  2902s  (total 11 workers using 12678 MB)
@  2913s  (total 11 workers using 12777 MB)
@  2924s  (total 11 workers using 12831 MB)
@  2935s  (total 11 workers using 12890 MB)
@  2946s  (total 11 workers using 12946 MB)
@  2957s  (total 11 workers using 12959 MB)
@  2968s  (total 11 workers using 13015 MB)
@  2979s  (total 11 workers using 13000 MB)
@  2990s  (total 11 workers using 13027 MB)
@  3001s  (total 11 workers using 13076 MB)
@  3012s  (total 11 workers using 13121 MB)
@  3023s  (total 11 workers using 13169 MB)
@  3034s  (total 11 workers using 13261 MB)
@  3045s  (total 11 workers using 13328 MB)
@  3056s  (total 11 workers using 13352 MB)
@  3067s  (total 11 workers using 13329 MB)
@  3078s  (total 11 workers using 13371 MB)
@  3089s  (total 11 workers using 13392 MB)
@  3101s  (total 11 workers using 13429 MB)
@  3112s  (total 11 workers using 13394 MB)
@  3123s  (total 11 workers using 13528 MB)
@  3134s  (total 11 workers using 13563 MB)
@  3145s  (total 11 workers using 13671 MB)
@  3156s  (total 11 workers using 13635 MB)
@  3167s  (total 11 workers using 13615 MB)
@  3178s  (total 11 workers using 13636 MB)
@  3189s  (total 11 workers using 13664 MB)
@  3200s  (total 11 workers using 13690 MB)
@  3211s  (total 11 workers using 13811 MB)
@  3222s  (total 11 workers using 13866 MB)
@  3233s  (total 11 workers using 13885 MB)
@  3244s  (total 11 workers using 13935 MB)
@  3255s  (total 11 workers using 13997 MB)
@  3266s  (total 11 workers using 14000 MB)
@  3278s  (total 11 workers using 14044 MB)
@  3288s  (total 11 workers using 14081 MB)
@  3300s  (total 11 workers using 14111 MB)
@  3311s  (total 11 workers using 14138 MB)
@  3322s  (total 11 workers using 14129 MB)
@  3333s  (total 11 workers using 14202 MB)
@  3344s  (total 11 workers using 14233 MB)
@  3355s  (total 11 workers using 14283 MB)
@  3366s  (total 11 workers using 14333 MB)
@  3377s  (total 11 workers using 14348 MB)
@  3388s  (total 11 workers using 14374 MB)
@  3399s  (total 11 workers using 14406 MB)
@  3410s  (total 11 workers using 14477 MB)
@  3421s  (total 11 workers using 14525 MB)
@  3432s  (total 11 workers using 14584 MB)
@  3443s  (total 11 workers using 14603 MB)
@  3454s  (total 11 workers using 14664 MB)
@  3465s  (total 11 workers using 14682 MB)
@  3476s  (total 11 workers using 14742 MB)
@  3487s  (total 11 workers using 14736 MB)
@  3499s  (total 11 workers using 14821 MB)
@  3510s  (total 11 workers using 14775 MB)
@  3521s  (total 11 workers using 14803 MB)
@  3532s  (total 11 workers using 14851 MB)
@  3543s  (total 11 workers using 14928 MB)
@  3554s  (total 11 workers using 13769 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3554s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3555s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3556s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3564s  (total 1 workers using 460 MB)
@  3572s  (stopping all workers)
@  3572s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3572s  (copied results from worker 0 in /tmp//pr_test)
@  3572s  [0;30;47m(proof race finished with answer unknown in 3572.41 seconds)[m
unknown
c done
