c host: c3n24
c start: Fri Oct 18 18:55:05 CEST 2019
c arrayjobid: 17567256
c jobid: 17567373
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/mann/data-integrity/unsafe/circular_pointer_top_w32_d16_e0.btor2
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567373.0
	(output dir: /tmp//pr_test/work_w1)
	(frontend: btor2)
	(property: all (1 assertions))
	(1 / 603 flops initialized)
	(abstraction: sa+uf)
	(bmc: safe till step 0)
	(bmc: safe till step 10)
	(bmc: found cex at step 19)
   0	: 0	: 0 s: 0    24s                  
      Result        Time        Mem.       #Refs           
                     sec          MB                       
           v       24.39          54           0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@     0s  (starting avr proof race)
@     0s  (output dir: /tmp//pr_test)
@     0s  (max 11 workers)
@     0s  (started worker 0 with pid 14348)
@     0s  (started worker 1 with pid 14349)
@     0s  (started worker 2 with pid 14350)
@     0s  (started worker 3 with pid 14351)
@     0s  (started worker 4 with pid 14352)
@     0s  (spawned 5 workers)
@     0s  (total 5 workers using 0 MB)
@     1s  (started worker 5 with pid 14468)
@     1s  (spawned 1 workers)
@     1s  (total 6 workers using 141 MB)
@     2s  (started worker 6 with pid 14524)
@     2s  (spawned 1 workers)
@     2s  (total 7 workers using 186 MB)
@     3s  (started worker 7 with pid 14586)
@     3s  (spawned 1 workers)
@     3s  (total 8 workers using 243 MB)
@     4s  (started worker 8 with pid 14654)
@     4s  (spawned 1 workers)
@     4s  (total 9 workers using 293 MB)
@     5s  (started worker 9 with pid 14746)
@     5s  (spawned 1 workers)
@     5s  (total 10 workers using 321 MB)
@     5s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@     6s  (started worker 10 with pid 14825)
@     6s  (spawned 1 workers)
@     6s  (total 10 workers using 378 MB)
@    15s  (total 10 workers using 589 MB)
@    25s  (worker 1 finished with result unsafe) python3 avr.py -b bin_bt_cadical -s --bmc
@    25s  (worker 1 output)
@    25s  (stopping all workers)
@    25s  (copied results from worker 1 in /tmp//pr_test)
@    25s  [0;30;47m(proof race finished with answer unsafe in 24.63 seconds)[m
sat
b0
#0
0 00000000000000000000000000000000 |_s0_f.entry_gen[16].ff_entry_inst.Q|#0
5 0 |_i5_start|@16
6 11111111111111111111111111111111 |_i6_id9|@16
7 0 |_i7_id150|@16
@17
1 00100000000000000000000000000001 |_i1_data_in|@17
2 1 |_i2_pop|@17
3 1 |_i3_push|@17
4 0 |_i4_rst|@17
5 0 |_i5_start|@17
6 11111111111111111111111111111111 |_i6_id9|@17
7 0 |_i7_id150|@17
@18
1 00011001100110011001100110011111 |_i1_data_in|@18
2 1 |_i2_pop|@18
3 1 |_i3_push|@18
4 0 |_i4_rst|@18
5 1 |_i5_start|@18
6 00000000000000000000000000000000 |_i6_id9|@18
7 0 |_i7_id150|@18
@19
2 1 |_i2_pop|@19
3 1 |_i3_push|@19
4 0 |_i4_rst|@19
6 00011001100110011001100110011000 |_i6_id9|@19
7 0 |_i7_id150|@19
.
c done
