c host: c3n16
c start: Fri Oct 18 19:51:56 CEST 2019
c arrayjobid: 17567256
c jobid: 17567446
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019A/picorv32_mutBX_nomem-p1.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567446.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   304s  (total 11 workers using 3984 MB)
@   315s  (total 11 workers using 4038 MB)
@   326s  (total 11 workers using 4102 MB)
@   337s  (total 11 workers using 4107 MB)
@   348s  (total 11 workers using 4162 MB)
@   360s  (total 11 workers using 4181 MB)
@   370s  (total 11 workers using 4204 MB)
@   382s  (total 11 workers using 4228 MB)
@   393s  (total 11 workers using 4242 MB)
@   404s  (total 11 workers using 4308 MB)
@   415s  (total 11 workers using 4330 MB)
@   426s  (total 11 workers using 4344 MB)
@   437s  (total 11 workers using 4369 MB)
@   448s  (total 11 workers using 4382 MB)
@   459s  (total 11 workers using 4411 MB)
@   470s  (total 11 workers using 4433 MB)
@   481s  (total 11 workers using 4455 MB)
@   492s  (total 11 workers using 4529 MB)
@   503s  (total 11 workers using 4548 MB)
@   514s  (total 11 workers using 4521 MB)
@   525s  (total 11 workers using 4541 MB)
@   536s  (total 11 workers using 4555 MB)
@   547s  (total 11 workers using 4572 MB)
@   558s  (total 11 workers using 4634 MB)
@   569s  (total 11 workers using 4647 MB)
@   581s  (total 11 workers using 4659 MB)
@   591s  (total 11 workers using 4674 MB)
@   603s  (total 11 workers using 4757 MB)
@   614s  (total 11 workers using 4815 MB)
@   625s  (total 11 workers using 4849 MB)
@   636s  (total 11 workers using 4893 MB)
@   647s  (total 11 workers using 4945 MB)
@   658s  (total 11 workers using 5009 MB)
@   669s  (total 11 workers using 5064 MB)
@   680s  (total 11 workers using 5120 MB)
@   691s  (total 11 workers using 5157 MB)
@   702s  (total 11 workers using 5186 MB)
@   713s  (total 11 workers using 5236 MB)
@   724s  (total 11 workers using 5285 MB)
@   735s  (total 11 workers using 5358 MB)
@   746s  (total 11 workers using 5380 MB)
@   757s  (total 11 workers using 5339 MB)
@   768s  (total 11 workers using 5368 MB)
@   780s  (total 11 workers using 5427 MB)
@   790s  (total 11 workers using 5410 MB)
@   802s  (total 11 workers using 5450 MB)
@   813s  (total 11 workers using 5509 MB)
@   824s  (total 11 workers using 5557 MB)
@   835s  (total 11 workers using 5559 MB)
@   846s  (total 11 workers using 5592 MB)
@   857s  (total 11 workers using 5644 MB)
@   868s  (total 11 workers using 5682 MB)
@   879s  (total 11 workers using 5711 MB)
@   890s  (total 11 workers using 5754 MB)
@   901s  (total 11 workers using 5793 MB)
@   912s  (total 11 workers using 5818 MB)
@   923s  (total 11 workers using 5847 MB)
@   934s  (total 11 workers using 5875 MB)
@   945s  (total 11 workers using 5896 MB)
@   956s  (total 11 workers using 5927 MB)
@   967s  (total 11 workers using 5996 MB)
@   978s  (total 11 workers using 6033 MB)
@   989s  (total 11 workers using 6104 MB)
@  1001s  (total 11 workers using 6108 MB)
@  1011s  (total 11 workers using 6151 MB)
@  1023s  (total 11 workers using 6202 MB)
@  1034s  (total 11 workers using 6239 MB)
@  1045s  (total 11 workers using 6286 MB)
@  1056s  (total 11 workers using 6323 MB)
@  1067s  (total 11 workers using 6399 MB)
@  1078s  (total 11 workers using 6462 MB)
@  1089s  (total 11 workers using 6429 MB)
@  1100s  (total 11 workers using 6676 MB)
@  1111s  (total 11 workers using 6681 MB)
@  1122s  (total 11 workers using 6753 MB)
@  1133s  (total 11 workers using 6835 MB)
@  1144s  (total 11 workers using 6890 MB)
@  1155s  (total 11 workers using 6927 MB)
@  1166s  (total 11 workers using 6907 MB)
@  1178s  (total 11 workers using 7008 MB)
@  1189s  (total 11 workers using 7060 MB)
@  1200s  (total 11 workers using 7120 MB)
@  1211s  (total 11 workers using 7158 MB)
@  1222s  (total 11 workers using 7173 MB)
@  1233s  (total 11 workers using 7151 MB)
@  1244s  (total 11 workers using 7186 MB)
@  1255s  (total 11 workers using 7255 MB)
@  1266s  (total 11 workers using 7316 MB)
@  1277s  (total 11 workers using 7337 MB)
@  1289s  (total 11 workers using 7419 MB)
@  1300s  (total 11 workers using 7452 MB)
@  1311s  (total 11 workers using 7487 MB)
@  1322s  (total 11 workers using 7428 MB)
@  1333s  (total 11 workers using 7450 MB)
@  1344s  (total 11 workers using 7488 MB)
@  1355s  (total 11 workers using 7556 MB)
@  1366s  (total 11 workers using 7581 MB)
@  1377s  (total 11 workers using 7644 MB)
@  1388s  (total 11 workers using 7683 MB)
@  1400s  (total 11 workers using 7720 MB)
@  1411s  (total 11 workers using 7774 MB)
@  1422s  (total 11 workers using 7795 MB)
@  1433s  (total 11 workers using 7833 MB)
@  1444s  (total 11 workers using 7874 MB)
@  1455s  (total 11 workers using 8025 MB)
@  1466s  (total 11 workers using 8067 MB)
@  1477s  (total 11 workers using 8123 MB)
@  1488s  (total 11 workers using 8187 MB)
@  1499s  (total 11 workers using 8298 MB)
@  1511s  (total 11 workers using 8341 MB)
@  1522s  (total 11 workers using 8429 MB)
@  1533s  (total 11 workers using 8235 MB)
@  1544s  (total 11 workers using 8344 MB)
@  1555s  (total 11 workers using 8421 MB)
@  1566s  (total 11 workers using 8438 MB)
@  1577s  (total 11 workers using 8529 MB)
@  1588s  (total 11 workers using 8575 MB)
@  1599s  (total 11 workers using 8645 MB)
@  1610s  (total 11 workers using 8696 MB)
@  1622s  (total 11 workers using 8739 MB)
@  1633s  (total 11 workers using 8731 MB)
@  1644s  (total 11 workers using 8743 MB)
@  1655s  (total 11 workers using 8771 MB)
@  1666s  (total 11 workers using 8867 MB)
@  1677s  (total 11 workers using 8903 MB)
@  1688s  (total 11 workers using 8960 MB)
@  1699s  (total 11 workers using 8981 MB)
@  1710s  (total 11 workers using 9002 MB)
@  1721s  (total 11 workers using 9025 MB)
@  1733s  (total 11 workers using 9012 MB)
@  1743s  (total 11 workers using 9114 MB)
@  1755s  (total 11 workers using 9132 MB)
@  1766s  (total 11 workers using 9178 MB)
@  1777s  (total 11 workers using 9226 MB)
@  1788s  (total 11 workers using 9275 MB)
@  1799s  (total 11 workers using 9306 MB)
@  1810s  (total 11 workers using 9431 MB)
@  1821s  (total 11 workers using 9461 MB)
@  1832s  (total 11 workers using 9493 MB)
@  1844s  (total 11 workers using 9543 MB)
@  1854s  (total 11 workers using 9550 MB)
@  1866s  (total 11 workers using 9616 MB)
@  1877s  (total 11 workers using 9677 MB)
@  1888s  (total 11 workers using 9749 MB)
@  1899s  (total 11 workers using 9807 MB)
@  1910s  (total 11 workers using 9823 MB)
@  1921s  (total 11 workers using 9838 MB)
@  1932s  (total 11 workers using 9880 MB)
@  1943s  (total 11 workers using 9913 MB)
@  1955s  (total 11 workers using 9962 MB)
@  1965s  (total 11 workers using 9875 MB)
@  1977s  (total 11 workers using 9916 MB)
@  1988s  (total 11 workers using 10028 MB)
@  1999s  (total 11 workers using 10192 MB)
@  2010s  (total 11 workers using 10212 MB)
@  2021s  (total 11 workers using 10235 MB)
@  2032s  (total 11 workers using 10239 MB)
@  2043s  (total 11 workers using 10263 MB)
@  2054s  (total 11 workers using 10286 MB)
@  2065s  (total 11 workers using 10353 MB)
@  2076s  (total 11 workers using 10348 MB)
@  2088s  (total 11 workers using 10387 MB)
@  2099s  (total 11 workers using 10489 MB)
@  2110s  (total 11 workers using 10492 MB)
@  2121s  (total 11 workers using 10518 MB)
@  2132s  (total 11 workers using 10571 MB)
@  2143s  (total 11 workers using 10592 MB)
@  2154s  (total 11 workers using 10577 MB)
@  2165s  (total 11 workers using 10602 MB)
@  2176s  (total 11 workers using 10631 MB)
@  2187s  (total 11 workers using 10646 MB)
@  2199s  (total 11 workers using 10673 MB)
@  2210s  (total 11 workers using 10670 MB)
@  2221s  (total 11 workers using 10692 MB)
@  2232s  (total 11 workers using 10710 MB)
@  2243s  (total 11 workers using 10726 MB)
@  2254s  (total 11 workers using 10762 MB)
@  2265s  (total 11 workers using 10791 MB)
@  2276s  (total 11 workers using 10812 MB)
@  2287s  (total 11 workers using 10854 MB)
@  2298s  (total 11 workers using 10918 MB)
@  2310s  (total 11 workers using 10934 MB)
@  2321s  (total 11 workers using 10966 MB)
@  2332s  (total 11 workers using 10987 MB)
@  2343s  (total 11 workers using 10984 MB)
@  2354s  (total 11 workers using 10962 MB)
@  2365s  (total 11 workers using 11002 MB)
@  2376s  (total 11 workers using 11025 MB)
@  2387s  (total 11 workers using 11071 MB)
@  2398s  (total 11 workers using 11044 MB)
@  2409s  (total 11 workers using 11063 MB)
@  2421s  (total 11 workers using 11060 MB)
@  2432s  (total 11 workers using 11082 MB)
@  2443s  (total 11 workers using 11113 MB)
@  2454s  (total 11 workers using 11135 MB)
@  2465s  (total 11 workers using 11131 MB)
@  2476s  (total 11 workers using 11177 MB)
@  2487s  (total 11 workers using 11212 MB)
@  2498s  (total 11 workers using 11291 MB)
@  2509s  (total 11 workers using 11327 MB)
@  2520s  (total 11 workers using 11458 MB)
@  2532s  (total 11 workers using 11369 MB)
@  2543s  (total 11 workers using 11417 MB)
@  2554s  (total 11 workers using 11455 MB)
@  2565s  (total 11 workers using 11471 MB)
@  2576s  (total 11 workers using 11510 MB)
@  2587s  (total 11 workers using 11531 MB)
@  2598s  (total 11 workers using 11537 MB)
@  2609s  (total 11 workers using 11556 MB)
@  2620s  (total 11 workers using 11570 MB)
@  2631s  (total 11 workers using 11591 MB)
@  2643s  (total 11 workers using 11652 MB)
@  2654s  (total 11 workers using 11642 MB)
@  2665s  (total 11 workers using 11689 MB)
@  2676s  (total 11 workers using 11711 MB)
@  2687s  (total 11 workers using 11817 MB)
@  2698s  (total 11 workers using 11843 MB)
@  2709s  (total 11 workers using 11775 MB)
@  2720s  (total 11 workers using 11788 MB)
@  2732s  (total 11 workers using 11818 MB)
@  2743s  (total 11 workers using 11894 MB)
@  2754s  (total 11 workers using 11924 MB)
@  2765s  (total 11 workers using 11945 MB)
@  2776s  (total 11 workers using 11985 MB)
@  2787s  (total 11 workers using 11966 MB)
@  2798s  (total 11 workers using 11991 MB)
@  2809s  (total 11 workers using 12025 MB)
@  2820s  (total 11 workers using 12058 MB)
@  2831s  (total 11 workers using 12127 MB)
@  2843s  (total 11 workers using 12153 MB)
@  2854s  (total 11 workers using 12167 MB)
@  2865s  (total 11 workers using 12158 MB)
@  2876s  (total 11 workers using 12190 MB)
@  2887s  (total 11 workers using 12236 MB)
@  2898s  (total 11 workers using 12301 MB)
@  2909s  (total 11 workers using 12377 MB)
@  2920s  (total 11 workers using 12405 MB)
@  2932s  (total 11 workers using 12430 MB)
@  2942s  (total 11 workers using 12444 MB)
@  2954s  (total 11 workers using 12453 MB)
@  2965s  (total 11 workers using 12469 MB)
@  2976s  (total 11 workers using 12483 MB)
@  2987s  (total 11 workers using 12538 MB)
@  2998s  (total 11 workers using 12621 MB)
@  3009s  (total 11 workers using 12635 MB)
@  3020s  (total 11 workers using 12577 MB)
@  3031s  (total 11 workers using 12593 MB)
@  3042s  (total 11 workers using 12619 MB)
@  3053s  (total 11 workers using 12650 MB)
@  3065s  (total 11 workers using 12729 MB)
@  3076s  (total 11 workers using 12771 MB)
@  3087s  (total 11 workers using 12805 MB)
@  3098s  (total 11 workers using 12784 MB)
@  3109s  (total 11 workers using 12857 MB)
@  3120s  (total 11 workers using 12852 MB)
@  3131s  (total 11 workers using 12911 MB)
@  3142s  (total 11 workers using 12988 MB)
@  3153s  (total 11 workers using 13011 MB)
@  3164s  (total 11 workers using 13048 MB)
@  3176s  (total 11 workers using 13091 MB)
@  3187s  (total 11 workers using 13057 MB)
@  3198s  (total 11 workers using 13086 MB)
@  3209s  (total 11 workers using 13120 MB)
@  3220s  (total 11 workers using 13155 MB)
@  3231s  (total 11 workers using 13230 MB)
@  3242s  (total 11 workers using 13259 MB)
@  3253s  (total 11 workers using 13288 MB)
@  3264s  (total 11 workers using 13320 MB)
@  3275s  (total 11 workers using 13303 MB)
@  3286s  (total 11 workers using 13342 MB)
@  3297s  (total 11 workers using 13374 MB)
@  3309s  (total 11 workers using 13407 MB)
@  3320s  (total 11 workers using 13391 MB)
@  3331s  (total 11 workers using 13523 MB)
@  3342s  (total 11 workers using 13542 MB)
@  3353s  (total 11 workers using 13534 MB)
@  3364s  (total 11 workers using 13503 MB)
@  3375s  (total 11 workers using 13531 MB)
@  3386s  (total 11 workers using 13587 MB)
@  3397s  (total 11 workers using 13627 MB)
@  3408s  (total 11 workers using 13614 MB)
@  3420s  (total 11 workers using 13647 MB)
@  3431s  (total 11 workers using 13665 MB)
@  3442s  (total 11 workers using 13684 MB)
@  3453s  (total 11 workers using 13671 MB)
@  3464s  (total 11 workers using 13697 MB)
@  3475s  (total 11 workers using 13712 MB)
@  3486s  (total 11 workers using 13734 MB)
@  3497s  (total 11 workers using 13831 MB)
@  3508s  (total 11 workers using 13858 MB)
@  3519s  (total 11 workers using 13855 MB)
@  3530s  (total 11 workers using 13883 MB)
@  3541s  (total 11 workers using 13932 MB)
@  3553s  (total 11 workers using 13986 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3555s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3556s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3556s  (copied results from worker 0 in /tmp//pr_test)
@  3556s  [0;30;47m(proof race finished with answer unknown in 3556.00 seconds)[m
unknown
c done
